Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"23,42","12,60","13,58","4,37","6,08","42,22","6,87","7,22","7,33","10,60","4,53","7,03","19,27","13,04","11,54","7,29","33,42"
P/VP,"1,34","1,24","1,63","1,53","1,65","1,67","0,83","1,28","1,30","0,55","0,59","0,50","1,17","0,96","0,96","0,95","1,05"
P/EBIT,"93,68","23,99","17,10","4,00","4,88","10,56","8,47","5,93","8,04","153,33","3,64","8,65","18,52","15,90","16,77","7,74","-1.397,45"
P/EBIT *,"26,69","17,82","13,81","3,81","4,66","9,36","12,94","6,63","7,89","11,59","3,09","6,52","16,37","12,62","12,89","6,53","-156,62"
PSR,"1,89","1,84","2,13","1,48","1,63","1,82","1,19","1,61","1,78","0,67","0,84","0,78","1,77","1,57","1,63","1,45","2,15"
P/Ativos,"0,99","0,94","1,26","1,14","1,15","1,05","0,55","0,84","1,07","0,45","0,48","0,44","1,02","0,85","0,83","0,81","0,91"
LPA,"0,53","0,93","1,08","3,01","1,82","0,20","0,63","0,87","0,76","0,20","0,49","0,26","0,21","0,24","0,26","0,38","0,08"
VPA,"9,30","9,46","9,03","8,61","6,71","5,00","5,19","4,94","4,30","3,83","3,77","3,61","3,44","3,28","3,10","2,91","2,61"
EBIT por ação,"0,13","0,49","0,86","3,29","2,27","0,79","0,51","1,06","0,70","0,01","0,61","0,21","0,22","0,20","0,18","0,36","-0,00"
EBIT por ação *,"0,47","0,66","1,07","3,45","2,37","0,89","0,33","0,95","0,71","0,18","0,72","0,28","0,24","0,25","0,23","0,42","-0,02"
Ativo por ação,"12,63","12,42","11,64","11,52","9,62","7,98","7,78","7,53","5,26","4,69","4,66","4,14","3,91","3,70","3,55","3,40","3,04"
Receita líquida por ação,"6,61","6,33","6,89","8,89","6,77","4,59","3,62","3,91","3,14","3,10","2,65","2,35","2,26","2,00","1,82","1,91","1,28"
Margem bruta,"17,61%","21,07%","24,87%","46,29%","43,25%","27,37%","20,20%","34,95%","35,34%","15,85%","37,87%","22,18%","20,26%","21,83%","21,06%","28,79%","9,92%"
Margem líquida,"8,08%","14,65%","15,72%","33,85%","26,91%","4,32%","17,31%","22,39%","24,38%","6,40%","18,55%","11,07%","9,22%","12,09%","14,15%","19,90%","6,35%"
Margem EBIT,"2,02%","7,69%","12,47%","36,99%","33,52%","17,19%","14,01%","27,19%","22,19%","0,44%","23,04%","8,97%","9,56%","9,89%","9,70%","18,71%","-0,15%"
Margem EBIT *,"7,08%","10,35%","15,45%","38,82%","35,10%","19,40%","9,17%","24,32%","22,62%","5,81%","27,08%","11,91%","10,82%","12,46%","12,62%","22,18%","-1,38%"
Margem EBITDA,"10,68%","16,40%","18,70%","40,85%","40,09%","24,72%","22,41%","33,56%","28,01%","5,73%","26,70%","13,26%","14,10%","13,93%","13,28%","21,62%","5,39%"
Margem EBITDA *,"15,74%","19,06%","21,68%","42,68%","41,67%","26,92%","17,58%","30,69%","28,44%","11,10%","30,73%","16,20%","15,36%","16,50%","16,20%","25,08%","4,16%"
Margem operacional,"7,40%","14,30%","17,23%","39,64%","29,36%","4,43%","19,96%","25,34%","27,86%","3,82%","20,44%","12,48%","11,65%","13,82%","16,98%","24,04%","8,67%"
ROE,"5,74%","9,81%","12,00%","34,94%","27,12%","3,95%","12,05%","17,68%","17,75%","5,17%","13,00%","7,18%","6,05%","7,36%","8,28%","13,00%","3,10%"
ROA,"0,04","0,07","0,09","0,26","0,19","0,02","0,08","0,12","0,15","0,04","0,11","0,06","0,05","0,07","0,07","0,11","0,03"
ROIC,"1,43%","5,04%","9,62%","37,81%","29,84%","11,33%","7,16%","16,28%","19,20%","0,36%","14,43%","6,36%","6,83%","6,86%","7,11%","16,21%","-0,11%"
ROIC *,"5,02%","6,78%","11,92%","39,69%","31,25%","12,79%","4,69%","14,56%","19,57%","4,77%","16,96%","8,45%","7,73%","8,64%","9,26%","19,21%","-0,96%"
Giro do ativo,"0,52","0,51","0,59","0,77","0,70","0,58","0,47","0,52","0,60","0,66","0,57","0,57","0,58","0,54","0,51","0,56","0,42"
EBIT *,165 mi,231 mi,376 mi,1.218 mi,838 mi,314 mi,117 mi,335 mi,250 mi,63 mi,253 mi,98 mi,86 mi,88 mi,81 mi,149 mi,-7 mi
EBITDA,249 mi,366 mi,455 mi,1.282 mi,957 mi,400 mi,286 mi,463 mi,310 mi,62 mi,249 mi,109 mi,112 mi,98 mi,85 mi,145 mi,24 mi
EBITDA *,367 mi,426 mi,527 mi,1.339 mi,995 mi,436 mi,224 mi,423 mi,315 mi,121 mi,287 mi,134 mi,122 mi,116 mi,104 mi,168 mi,18 mi
Liquidez corrente,"3,06","2,68","3,17","3,35","2,95","1,83","2,71","3,12","5,25","3,79","3,00","5,96","6,38","6,90","6,24","6,30","6,32"
Liquidez seca,"2,23","1,82","2,13","2,21","2,07","1,15","1,39","1,91","4,06","2,72","1,18","3,34","4,24","4,39","4,20","4,54","4,87"
Liquidez imediata,"0,64","0,71","0,68","0,94","0,46","0,21","0,29","0,70","0,55","1,11","0,18","0,48","1,18","2,52","2,21","2,41","3,88"
Dívida bruta,364 mi,420 mi,271 mi,337 mi,405 mi,528 mi,494 mi,396 mi,66 mi,39 mi,17 mi,13 mi,8 mi,0 mi,13 mi,0 mi,46 mi
Dívida líquida,-626 mi,-427 mi,-534 mi,-530 mi,-197 mi,246 mi,320 mi,104 mi,-448 mi,-238 mi,-65 mi,-235 mi,-224 mi,-258 mi,-331 mi,-384 mi,-361 mi
Capital de giro,1.202 mi,1.093 mi,1.085 mi,1.188 mi,927 mi,350 mi,437 mi,550 mi,719 mi,484 mi,451 mi,566 mi,532 mi,537 mi,556 mi,586 mi,524 mi
Endividamento geral,"35,71%","31,34%","28,80%","33,76%","43,30%","59,00%","49,41%","52,07%","21,93%","22,11%","23,11%","14,37%","13,43%","12,39%","14,33%","16,57%","16,11%"
