Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"14,51","7,60","18,97","13,60","13,92","24,88","53,42","25,48","29,35","61,04","19,38","15,62","27,01","14,98","18,17","16,69","12,01"
P/VP,"1,67","1,67","3,02","2,63","4,49","5,24","4,27","5,43","4,27","2,56","2,85","2,33","3,01","3,03","2,95","2,73","2,95"
P/EBIT,"4,76","4,71","5,94","5,07","7,79","13,31","10,39","10,20","13,17","8,46","5,68","4,55","13,20","8,68","9,10","8,93","8,33"
P/EBIT *,"4,51","4,41","5,76","4,99","7,50","12,60","10,48","16,53","12,66","8,08","5,31","4,46","12,91","8,25","9,27","8,95","8,37"
PSR,"0,91","0,85","1,26","1,10","1,36","1,68","1,22","1,85","1,20","0,80","0,52","0,53","1,94","1,49","1,59","1,51","1,67"
P/Ativos,"0,39","0,37","0,53","0,49","0,66","0,75","0,62","0,80","0,74","0,47","0,34","0,24","0,98","0,86","0,90","0,89","0,93"
LPA,"0,88","1,50","0,75","0,85","1,03","0,54","0,18","0,46","0,22","0,06","0,13","0,11","0,08","0,12","0,08","0,08","0,11"
VPA,"7,62","6,86","4,72","4,38","3,19","2,57","2,26","2,14","1,53","1,46","0,88","0,75","0,72","0,57","0,52","0,47","0,45"
EBIT por ação,"2,68","2,43","2,40","2,27","1,84","1,01","0,93","1,14","0,49","0,44","0,44","0,38","0,16","0,20","0,17","0,14","0,16"
EBIT por ação *,"2,83","2,59","2,48","2,31","1,91","1,07","0,92","0,70","0,51","0,46","0,47","0,39","0,17","0,21","0,17","0,14","0,16"
Ativo por ação,"33,15","30,65","27,03","23,69","21,54","18,00","15,61","14,46","8,76","7,95","7,35","7,39","2,19","2,02","1,69","1,44","1,42"
Receita líquida por ação,"14,07","13,39","11,33","10,52","10,51","8,01","7,90","6,27","5,42","4,69","4,84","3,29","1,11","1,16","0,96","0,86","0,79"
Margem bruta,"25,39%","25,40%","27,27%","27,13%","21,52%","17,38%","16,34%","15,87%","13,84%","15,47%","15,53%","20,79%","30,08%","31,15%","31,39%","30,76%","32,41%"
Margem líquida,"8,86%","13,75%","9,05%","9,16%","10,63%","7,39%","2,65%","7,47%","4,20%","1,66%","2,89%","3,68%","7,23%","9,98%","8,74%","9,04%","14,61%"
Margem EBIT,"19,05%","18,12%","21,20%","21,59%","17,48%","12,64%","11,77%","18,17%","9,13%","9,45%","9,10%","11,64%","14,69%","17,19%","17,45%","16,89%","19,99%"
Margem EBIT *,"20,09%","19,37%","21,85%","21,97%","18,17%","13,35%","11,66%","11,21%","9,49%","9,90%","9,74%","11,88%","15,02%","18,09%","17,13%","16,84%","19,90%"
Margem EBITDA,"25,04%","23,64%","26,72%","26,40%","22,17%","18,73%",--%,"24,18%","15,05%","15,41%","14,85%","18,78%","19,73%","21,95%",--%,--%,--%
Margem EBITDA *,"26,08%","24,88%","27,38%","26,77%","22,86%","19,44%",--%,"17,23%","15,42%","15,85%","15,48%","19,02%","20,07%","22,86%",--%,--%,--%
Margem operacional,"9,41%","12,98%","12,51%","11,84%","13,33%","9,39%","4,93%","12,14%","4,45%","2,91%","-1,49%","3,96%","7,59%","14,47%","11,02%","12,27%","19,79%"
ROE,"14,82%","20,94%","16,44%","19,45%","30,98%","20,35%","8,16%","19,51%","11,97%","4,10%","10,59%","10,16%","11,10%","19,99%","16,26%","16,38%","25,92%"
ROA,"0,04","0,06","0,04","0,04","0,05","0,03","0,01","0,03","0,03","0,01","0,02","0,02","0,04","0,06","0,05","0,05","0,08"
ROIC,"9,63%","9,26%","10,40%","11,00%","10,10%","7,01%","6,76%","9,40%","6,94%","6,85%","7,15%","5,98%","9,09%","12,54%","12,58%","12,45%","14,68%"
ROIC *,"10,16%","9,89%","10,73%","11,19%","10,50%","7,40%","6,70%","5,80%","7,21%","7,18%","7,65%","6,11%","9,29%","13,20%","12,35%","12,41%","14,62%"
Giro do ativo,"0,42","0,44","0,42","0,44","0,49","0,45","0,51","0,43","0,62","0,59","0,66","0,45","0,51","0,57","0,57","0,59","0,56"
EBIT *,7.119 mi,6.529 mi,6.234 mi,5.821 mi,4.810 mi,2.693 mi,2.320 mi,1.770 mi,1.294 mi,1.168 mi,1.185 mi,983 mi,421 mi,528 mi,415 mi,362 mi,397 mi
EBITDA,8.874 mi,7.968 mi,7.624 mi,6.996 mi,5.869 mi,3.779 mi,--,3.817 mi,2.052 mi,1.820 mi,1.808 mi,1.554 mi,553 mi,640 mi,--,--,--
EBITDA *,9.241 mi,8.387 mi,7.811 mi,7.096 mi,6.053 mi,3.922 mi,--,2.720 mi,2.102 mi,1.872 mi,1.885 mi,1.574 mi,562 mi,667 mi,--,--,--
Liquidez corrente,"1,56","1,23","1,12","1,11","1,27","1,12","1,31","1,46","1,24","1,27","1,25","1,20","1,18","1,35","1,91","1,58","0,68"
Liquidez seca,"1,54","1,22","1,11","1,10","1,26","1,11","1,29","1,45","1,23","1,26","1,24","1,20","1,18","1,34","1,90","1,56","0,68"
Liquidez imediata,"0,10","0,06","0,08","0,07","0,06","0,09","0,09","0,09","0,16","0,16","0,23","0,10","0,22","0,18","0,48","0,51","0,30"
Dívida bruta,44.562 mi,35.117 mi,32.377 mi,28.212 mi,23.148 mi,20.181 mi,17.117 mi,15.698 mi,8.890 mi,7.603 mi,7.933 mi,7.248 mi,2.821 mi,2.778 mi,2.276 mi,1.794 mi,1.767 mi
Dívida líquida,34.089 mi,26.556 mi,24.988 mi,22.460 mi,17.259 mi,13.695 mi,14.438 mi,11.453 mi,6.210 mi,5.041 mi,6.131 mi,5.711 mi,2.145 mi,1.962 mi,1.559 mi,1.264 mi,1.057 mi
Capital de giro,7.483 mi,3.362 mi,1.856 mi,1.499 mi,3.423 mi,1.481 mi,2.323 mi,3.499 mi,1.353 mi,1.335 mi,1.163 mi,1.224 mi,213 mi,409 mi,672 mi,433 mi,-606 mi
Endividamento geral,"294,02%","248,56%","333,12%","377,99%","497,19%","519,10%","508,46%","502,20%","360,83%","319,50%","457,60%","520,29%","202,60%","248,66%","226,50%","205,87%","217,39%"
