Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Margem EBITDA *,"11,61%","9,39%","9,33%","7,35%","10,07%","12,00%","6,68%","4,59%","7,25%","6,09%","5,53%","13,46%","14,93%","13,41%","17,13%","16,79%","12,56%"
Margem operacional,"5,27%","7,64%","2,82%","5,12%","10,28%","10,62%","14,36%","3,75%","7,05%","4,70%","5,48%","10,11%","10,98%","9,74%","4,34%","10,33%","5,75%"
ROE,"24,58%","33,79%","12,99%","19,19%","46,53%","37,01%","58,84%","7,95%","18,01%","12,45%","11,59%","33,47%","33,30%","28,94%","20,52%","37,06%","22,27%"
ROA,"0,04","0,09","0,03","0,05","0,11","0,10","0,23","0,02","0,05","0,05","0,04","0,12","0,12","0,10","0,07","0,13","0,09"
ROIC,"32,88%","40,80%","24,84%","21,56%","33,28%","53,06%","20,02%","5,29%","7,72%","8,57%","10,39%","35,40%","34,92%","27,14%","12,57%","28,72%","20,02%"
ROIC *,"36,25%","38,32%","26,37%","18,20%","28,90%","50,20%","10,42%","2,97%","7,44%","10,54%","8,72%","38,39%","40,28%","30,41%","39,19%","41,93%","29,49%"
Giro do ativo,"1,21","1,22","1,27","1,28","1,24","1,30","1,02","0,85","0,78","1,40","1,39","1,56","1,42","1,42","1,42","1,54","1,53"
EBIT *,1.285 mi,973 mi,852 mi,637 mi,952 mi,925 mi,367 mi,134 mi,300 mi,374 mi,346 mi,1.141 mi,1.232 mi,976 mi,1.123 mi,1.112 mi,678 mi
EBITDA,1.338 mi,1.276 mi,1.023 mi,911 mi,1.290 mi,1.163 mi,857 mi,408 mi,449 mi,491 mi,585 mi,1.211 mi,1.229 mi,1.029 mi,515 mi,889 mi,620 mi
EBITDA *,1.457 mi,1.213 mi,1.072 mi,793 mi,1.145 mi,1.110 mi,519 mi,303 mi,437 mi,561 mi,519 mi,1.300 mi,1.393 mi,1.134 mi,1.278 mi,1.240 mi,838 mi
Liquidez corrente,"0,92","1,05","1,01","1,04","1,06","1,16","1,38","1,22","1,17","1,19","1,15","1,21","1,32","1,26","1,18","1,28","1,39"
Liquidez seca,"0,75","0,84","0,82","0,84","0,77","0,96","1,20","1,07","0,93","0,86","0,85","0,89","1,00","1,00","0,91","0,88","1,09"
Liquidez imediata,"0,34","0,48","0,34","0,27","0,26","0,41","0,38","0,19","0,24","0,21","0,13","0,20","0,27","0,11","0,23","0,22","0,26"
Dívida bruta,2.201 mi,1.091 mi,1.396 mi,1.122 mi,1.183 mi,297 mi,595 mi,452 mi,1.179 mi,337 mi,398 mi,211 mi,138 mi,111 mi,84 mi,103 mi,124 mi
Dívida líquida,-432 mi,-2.286 mi,-730 mi,-397 mi,-494 mi,-1.610 mi,-1.038 mi,-507 mi,11 mi,-419 mi,-92 mi,-512 mi,-834 mi,-267 mi,-581 mi,-401 mi,-408 mi
Capital de giro,-603 mi,377 mi,59 mi,235 mi,391 mi,735 mi,1.622 mi,1.144 mi,841 mi,677 mi,568 mi,773 mi,1.160 mi,884 mi,528 mi,633 mi,819 mi
Endividamento geral,"467,17%","292,08%","361,08%","287,10%","334,29%","268,16%","152,87%","255,19%","228,00%","158,14%","168,98%","190,05%","166,83%","179,98%","190,32%","179,51%","152,36%"
