Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"14,61","5,99","21,65","11,47","6,58","10,63","3,38","19,97","9,21","7,81","6,08","4,13","3,16","4,19","6,03","3,39","6,02"
P/VP,"3,58","2,02","2,79","2,20","3,06","3,93","1,99","1,65","1,79","1,01","0,75","1,46","1,09","1,25","1,30","1,29","1,31"
P/EBIT,"5,62","5,25","6,79","6,33","5,88","7,74","8,49","15,10","12,86","7,99","4,23","2,78","2,41","2,91","6,17","2,76","4,67"
P/EBIT *,"5,10","5,59","6,40","7,50","6,77","8,18","16,30","26,91","13,34","6,50","5,04","2,57","2,09","2,60","1,98","1,89","3,17"
PSR,"0,52","0,42","0,47","0,44","0,57","0,82","0,77","0,55","0,66","0,26","0,19","0,30","0,28","0,30","0,30","0,28","0,32"
P/Ativos,"0,63","0,51","0,60","0,57","0,70","1,07","0,79","0,46","0,52","0,37","0,26","0,47","0,39","0,43","0,42","0,44","0,49"
LPA,"0,30","0,60","0,17","0,28","0,65","0,47","1,18","0,12","0,29","0,21","0,19","0,47","0,54","0,40","0,25","0,41","0,24"
VPA,"1,22","1,79","1,30","1,45","1,40","1,28","2,01","1,46","1,49","1,60","1,56","1,33","1,56","1,35","1,14","1,09","1,09"
EBIT por ação,"0,78","0,69","0,53","0,50","0,73","0,65","0,47","0,16","0,21","0,20","0,27","0,70","0,71","0,58","0,24","0,51","0,31"
EBIT por ação *,"0,86","0,65","0,57","0,42","0,63","0,62","0,24","0,09","0,20","0,25","0,23","0,76","0,82","0,65","0,75","0,74","0,45"
Ativo por ação,"6,92","7,03","6,00","5,62","6,10","4,72","5,08","5,18","5,18","4,37","4,49","4,12","4,38","3,97","3,50","3,20","2,90"
Receita líquida por ação,"8,36","8,61","7,64","7,19","7,57","6,16","5,17","4,40","4,02","6,13","6,25","6,43","6,21","5,63","4,97","4,91","4,44"
Margem bruta,"18,88%","17,09%","17,11%","15,65%","17,71%","20,20%","17,15%","14,78%","17,54%","17,19%","16,90%","21,69%","23,03%","22,15%","24,32%","24,86%","19,76%"
Margem líquida,"3,59%","7,04%","2,21%","3,88%","8,63%","7,71%","22,87%","2,63%","7,08%","3,44%","3,10%","7,39%","8,79%","7,29%","4,98%","8,63%","5,77%"
Margem EBIT,"9,28%","8,01%","6,99%","6,99%","9,64%","10,57%","9,10%","3,61%","5,17%","3,30%","4,39%","10,90%","11,44%","10,30%","4,83%","10,32%","6,90%"
Margem EBIT *,"10,24%","7,53%","7,42%","5,90%","8,37%","10,00%","4,73%","2,03%","4,98%","4,06%","3,69%","11,82%","13,20%","11,54%","15,05%","15,07%","10,16%"
Margem EBITDA,"10,65%","9,87%","8,91%","8,44%","11,34%","12,57%","11,04%","6,18%","7,44%","5,33%","6,24%","12,55%","13,17%","12,17%","6,91%","12,05%","9,30%"
