Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,4T2009
Ativo total,"19,81 B","21,34 B","20,53 B","17,61 B","17,47 B","17,57 B","16,80 B","15,54 B","15,42 B","15,86 B","16,55 B","15,55 B","15,98 B","14,87 B","15,10 B","14,35 B","15,01 B","12,87 B","12,83 B","10,25 B","9,11 B","8,59 B","7,83 B","7,66 B","7,28 B","6,96 B","6,88 B","6,40 B","6,12 B","5,76 B","5,48 B","5,23 B","5,10 B","5,29 B","5,25 B","5,02 B","5,36 B","5,45 B","4,97 B","4,82 B","5,16 B","5,31 B","4,89 B","4,47 B","4,66 B","4,50 B","4,29 B","4,15 B","4,24 B","4,26 B","3,93 B","3,85 B","3,78 B","3,70 B","3,72 B","3,68 B","3,66 B","3,58 B","3,43 B","3,27 B","3,23 B","3,04 B","2,95 B"
Ativo circulante,"8,50 B","9,85 B","8,99 B","7,72 B","7,72 B","8,39 B","7,92 B","7,34 B","7,40 B","7,37 B","7,97 B","7,69 B","7,61 B","7,03 B","7,10 B","6,39 B","7,20 B","5,11 B","5,25 B","4,72 B","4,70 B","4,20 B","3,64 B","3,54 B","3,27 B","3,09 B","2,99 B","2,60 B","2,37 B","2,58 B","2,30 B","2,15 B","2,06 B","2,25 B","2,10 B","1,91 B","2,27 B","2,33 B","1,90 B","1,74 B","2,06 B","2,18 B","1,71 B","1,50 B","1,71 B","1,61 B","1,42 B","1,33 B","1,45 B","1,45 B","1,25 B","1,19 B","1,16 B","1,06 B","1,06 B","977,25 M","1,05 B","987,10 M","958,59 M","887,38 M","859,26 M","737,88 M","701,57 M"
Caixa e eq. de caixa,"921,86 M","2,65 B","1,72 B","1,15 B","1,25 B","1,98 B","1,73 B","1,10 B","1,86 B","1,61 B","1,66 B","1,16 B","1,26 B","1,24 B","1,32 B","640,84 M","1,12 B","139,78 M","725,42 M","1,27 B","1,60 B","1,60 B","1,07 B","869,48 M","736,44 M","829,43 M","603,93 M","329,93 M","370,70 M","512,31 M","393,73 M","471,91 M","325,96 M","611,54 M","497,10 M","273,84 M","946,88 M","888,74 M","596,89 M","489,43 M","631,09 M","701,46 M","332,74 M","329,03 M","473,03 M","371,96 M","271,35 M","249,74 M","265,85 M","392,98 M","210,10 M","228,21 M","300,72 M","157,25 M","160,88 M","135,28 M","217,73 M","130,46 M","88,29 M","120,00 M","199,81 M","110,22 M","427,00 Mil"
Aplicações financeiras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,00 M","21,71 M","37,34 M","55,34 M","98,82 M","62,75 M","56,17 M","130,43 M","51,10 M","51,49 M","94,74 M","137,79 M","129,10 M","200,71 M",0,"175,77 M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"141,82 M"
Contas a receber,"938,34 M","785,41 M","859,58 M","600,54 M","604,23 M","608,01 M","570,41 M","463,18 M","403,13 M","466,91 M","458,52 M","664,88 M","741,59 M","502,81 M","570,36 M","486,06 M","988,04 M","330,51 M","305,93 M","283,00 M","201,01 M","346,88 M","283,27 M","215,34 M","426,04 M","297,94 M","382,22 M","186,72 M","267,05 M","271,93 M","277,89 M","217,76 M","323,79 M","351,86 M","234,59 M","159,78 M","154,34 M","185,54 M","279,52 M","203,23 M","207,76 M","228,02 M","182,34 M","53,33 M","93,72 M","143,73 M","147,06 M","92,59 M","125,83 M","85,33 M","165,08 M","97,05 M","88,45 M","101,88 M","159,79 M","91,44 M","123,54 M","104,85 M","120,83 M","118,64 M","133,66 M","138,41 M","74,26 M"
Estoques,"3,64 B","3,72 B","5,18 B","2,75 B","3,43 B","3,78 B","4,82 B","2,49 B","2,88 B","3,66 B","5,11 B","2,61 B","3,26 B","3,34 B","4,59 B","2,23 B","3,04 B","2,81 B","3,64 B","1,22 B","1,66 B","1,30 B","1,98 B","989,88 M","1,05 B","1,07 B","1,62 B","764,27 M","742,04 M","868,52 M","1,35 B","552,27 M","641,86 M","569,52 M","997,89 M","547,44 M","497,83 M","486,43 M","819,32 M","438,26 M","600,49 M","728,19 M","1,00 B","411,39 M","438,84 M","622,10 M","834,07 M","369,81 M","434,98 M","514,82 M","516,92 M","319,92 M","288,03 M","407,82 M","441,79 M","305,07 M","259,32 M","410,42 M","393,40 M","247,08 M","135,65 M","239,22 M","239,67 M"
Ativos biológicos,"2,64 B","2,35 B","789,93 M","2,76 B","2,11 B","1,79 B","509,40 M","2,97 B","2,05 B","1,49 B","544,33 M","3,00 B","2,16 B","1,80 B","424,01 M","2,78 B","1,77 B","1,69 B","435,27 M","1,84 B","1,17 B","891,80 M","225,48 M","1,38 B","967,77 M","780,59 M","206,44 M","1,17 B","845,24 M","705,39 M","168,26 M","796,51 M","626,29 M","523,00 M","146,81 M","624,36 M","578,52 M","521,17 M","113,79 M","523,42 M","541,61 M","423,70 M","90,19 M","606,12 M","602,15 M","374,37 M","76,21 M","526,72 M","536,33 M","378,48 M","273,03 M","431,89 M","388,82 M","303,40 M","206,78 M","365,04 M","390,45 M","264,77 M","284,81 M","338,15 M","333,75 M","191,21 M","201,79 M"
Ativo não circulante,"11,31 B","11,50 B","11,53 B","9,89 B","9,75 B","9,18 B","8,87 B","8,19 B","8,02 B","8,49 B","8,58 B","7,86 B","8,37 B","7,84 B","8,00 B","7,96 B","7,81 B","7,76 B","7,58 B","5,52 B","4,41 B","4,39 B","4,19 B","4,12 B","4,00 B","3,87 B","3,89 B","3,80 B","3,75 B","3,17 B","3,18 B","3,08 B","3,04 B","3,04 B","3,15 B","3,11 B","3,10 B","3,12 B","3,08 B","3,08 B","3,10 B","3,13 B","3,19 B","2,97 B","2,95 B","2,89 B","2,87 B","2,82 B","2,79 B","2,81 B","2,68 B","2,66 B","2,63 B","2,64 B","2,66 B","2,70 B","2,60 B","2,60 B","2,47 B","2,38 B","2,38 B","2,31 B","2,25 B"
Investimentos,"59,37 M","59,37 M","59,35 M","59,35 M","64,46 M","63,14 M","62,23 M","74,93 M","150,60 M","434,55 M","434,51 M","434,51 M","389,44 M","389,44 M","389,43 M","388,13 M","335,58 M","334,91 M","335,10 M","224,09 M","224,14 M","224,19 M","216,84 M","216,89 M","216,95 M","217,01 M","208,91 M","208,97 M","209,02 M","209,08 M","202,07 M","202,13 M","202,19 M","202,24 M","227,36 M","227,29 M","227,10 M","210,64 M","93,35 M","93,35 M","93,35 M","93,35 M","93,35 M",0,0,0,0,0,0,0,0,0,0,0,"415,00 Mil","415,00 Mil","415,00 Mil",0,"367,00 Mil","366,00 Mil","345,00 Mil","488,00 Mil","292,00 Mil"
Imobilizado,"9,76 B","9,88 B","9,75 B","8,81 B","8,67 B","7,98 B","7,83 B","7,31 B","7,06 B","7,28 B","7,40 B","6,68 B","7,16 B","6,61 B","6,58 B","6,56 B","6,51 B","6,44 B","6,28 B","4,88 B","3,79 B","3,77 B","3,64 B","3,59 B","3,49 B","3,43 B","3,46 B","3,40 B","3,37 B","2,78 B","2,75 B","2,66 B","2,66 B","2,65 B","2,72 B","2,67 B","2,67 B","2,69 B","2,74 B","2,73 B","2,74 B","2,76 B","2,77 B","2,75 B","2,74 B","2,75 B","2,73 B","2,69 B","2,67 B","2,69 B","2,63 B","2,62 B","2,58 B","2,59 B","2,59 B","2,58 B","2,56 B","2,55 B","2,33 B","2,26 B","2,24 B","2,24 B","2,13 B"
