Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"16,80","14,93","8,64","6,00","7,41","12,85","9,86","7,12","6,10","34,14","7,08","13,96","9,76","25,78","12,16","38,68","237,80"
P/VP,"1,85","1,90","1,57","1,65","2,23","2,14","1,10","1,04","0,87","0,42","0,39","0,43","0,46","0,50","0,52","0,62","0,61"
P/EBIT,"5,15","5,03","4,00","3,03","4,11","8,04","5,50","4,12","3,66","9,27","3,04","4,97","6,20","6,77","3,86","9,18","96,67"
P/EBIT *,"4,77","5,00","4,02","3,08","4,39","8,20","5,83","4,34","4,34","11,39","3,07","4,88","6,24","7,03","3,89","9,30","126,06"
PSR,"0,96","0,97","0,85","0,80","1,24","1,62","1,01","0,96","0,98","0,62","0,49","0,63","0,79","0,88","0,99","1,30","1,88"
P/Ativos,"0,44","0,43","0,49","0,51","0,61","0,73","0,44","0,47","0,41","0,19","0,16","0,21","0,22","0,27","0,28","0,38","0,38"
LPA,"1,11","1,02","1,80","2,54","2,13","0,98","0,62","0,76","0,71","0,06","0,25","0,14","0,19","0,08","0,16","0,06","0,01"
VPA,"10,09","8,02","9,88","9,22","7,07","5,90","5,58","5,21","5,04","4,91","4,42","4,42","4,03","3,90","3,85","3,76","3,62"
EBIT por ação,"3,63","3,03","3,88","5,02","3,84","1,57","1,12","1,32","1,19","0,22","0,57","0,38","0,30","0,29","0,52","0,25","0,02"
EBIT por ação *,"3,92","3,05","3,86","4,95","3,60","1,54","1,06","1,25","1,00","0,18","0,57","0,39","0,30","0,28","0,51","0,25","0,02"
Ativo por ação,"42,79","35,24","31,79","29,81","25,80","17,22","13,95","11,54","10,61","10,93","10,65","9,02","8,54","7,42","7,19","6,10","5,92"
Receita líquida por ação,"19,57","15,65","18,29","19,08","12,68","7,77","6,10","5,66","4,45","3,33","3,53","3,01","2,37","2,24","2,02","1,78","1,18"
Margem bruta,"30,01%","29,57%","28,73%","32,90%","35,54%","27,63%","25,76%","29,96%","30,51%","14,85%","24,59%","22,22%","22,11%","22,68%","36,22%","24,72%","14,56%"
Margem líquida,"5,79%","6,17%","10,28%","14,04%","17,88%","13,19%","10,36%","14,40%","16,63%","0,94%","6,88%","4,68%","8,18%","3,44%","15,91%","6,60%","1,55%"
Margem EBIT,"18,57%","19,39%","21,21%","26,32%","30,25%","20,16%","18,37%","23,30%","26,73%","6,65%","16,21%","12,73%","12,74%","12,97%","25,54%","14,18%","1,95%"
Margem EBIT *,"20,04%","19,50%","21,08%","25,92%","28,36%","19,78%","17,33%","22,16%","22,57%","5,41%","16,04%","12,94%","12,66%","12,49%","25,35%","14,00%","1,49%"
Margem EBITDA,"22,47%","23,06%","23,62%","28,19%","32,56%","23,25%","21,85%","27,24%","30,86%","12,93%","22,27%","19,39%","22,51%","22,61%","32,97%",--%,--%
Margem EBITDA *,"23,93%","23,16%","23,49%","27,79%","30,67%","22,87%","20,81%","26,10%","26,69%","11,69%","22,11%","19,61%","22,44%","22,13%","32,78%",--%,--%
Margem operacional,"7,31%","6,59%","13,42%","18,97%","24,68%","17,79%","13,64%","20,72%","22,57%","-0,25%","9,46%","5,94%","10,63%","6,48%","23,98%","9,44%","1,29%"
ROE,"9,99%","11,74%","17,89%","27,30%","29,95%","16,22%","10,56%","14,55%","13,67%","0,59%","5,07%","2,93%","4,52%","1,93%","8,33%","3,13%","0,50%"
ROA,"0,03","0,03","0,06","0,09","0,09","0,06","0,05","0,07","0,07","0,00","0,02","0,02","0,02","0,01","0,04","0,02","0,00"
ROIC,"10,86%","11,04%","14,90%","20,76%","16,33%","12,77%","10,85%","14,92%","14,40%","2,79%","6,78%","5,00%","4,14%","4,26%","7,70%","4,44%","0,42%"
ROIC *,"11,72%","11,10%","14,81%","20,44%","15,31%","12,53%","10,23%","14,19%","12,16%","2,27%","6,71%","5,09%","4,12%","4,11%","7,64%","4,38%","0,32%"
Giro do ativo,"0,46","0,44","0,58","0,64","0,49","0,45","0,44","0,49","0,42","0,30","0,33","0,33","0,28","0,30","0,28","0,29","0,20"
EBIT *,1.955 mi,1.521 mi,1.923 mi,2.467 mi,1.793 mi,766 mi,527 mi,625 mi,501 mi,89 mi,282 mi,194 mi,149 mi,139 mi,254 mi,124 mi,8 mi
EBITDA,2.193 mi,1.799 mi,2.154 mi,2.683 mi,2.059 mi,900 mi,664 mi,768 mi,684 mi,214 mi,392 mi,290 mi,265 mi,252 mi,331 mi,--,--
EBITDA *,2.335 mi,1.807 mi,2.142 mi,2.644 mi,1.939 mi,885 mi,632 mi,737 mi,592 mi,194 mi,389 mi,293 mi,265 mi,247 mi,329 mi,--,--
Liquidez corrente,"1,80","1,37","1,82","1,53","1,33","1,80","1,51","1,37","1,35","1,27","1,25","1,20","1,22","1,35","1,21","1,50","1,85"
Liquidez seca,"1,12","0,75","0,92","0,80","0,60","1,24","0,99","0,91","1,01","1,00","0,83","0,74","0,79","0,83","0,71","1,01","1,22"
Liquidez imediata,"0,48","0,32","0,40","0,27","0,04","0,69","0,41","0,27","0,37","0,48","0,40","0,28","0,33","0,20","0,16","0,22","0,00"
Dívida bruta,7.728 mi,5.598 mi,4.393 mi,3.454 mi,2.587 mi,2.417 mi,1.859 mi,1.605 mi,1.589 mi,1.901 mi,1.878 mi,1.331 mi,1.170 mi,810 mi,640 mi,449 mi,460 mi
Dívida líquida,5.080 mi,3.618 mi,2.779 mi,2.218 mi,2.447 mi,813 mi,974 mi,962 mi,839 mi,836 mi,1.177 mi,960 mi,777 mi,653 mi,509 mi,339 mi,318 mi
Capital de giro,4.379 mi,2.244 mi,3.326 mi,2.442 mi,1.277 mi,1.864 mi,1.047 mi,691 mi,588 mi,493 mi,428 mi,270 mi,258 mi,274 mi,169 mi,244 mi,321 mi
Endividamento geral,"277,36%","328,17%","202,49%","203,66%","240,73%","172,60%","133,15%","105,94%","95,93%","107,44%","121,95%","87,99%","99,39%","85,52%","86,67%","62,38%","63,39%"
