Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"3,11","9,91","-87,68","29,96","9,13","-173,90","6,20","4,81","10,53","9,24","6,35","8,35","11,07","14,61","11,90","12,11","17,87"
P/VP,"0,86","0,43","0,58","0,30","0,79","0,94","0,70","1,21","1,51","0,82","0,66","1,26","1,65","2,11","1,93","2,10","2,28"
P/EBIT,"1,93","3,06","7,02","4,30","10,06","-150,30","4,55","4,22","6,76","7,27","4,69","6,34","8,14","10,58","9,03","8,99","15,33"
P/EBIT *,"4,37","2,94","8,68","5,79","20,20","-24,85","6,00","8,18","9,78","8,65","5,00","6,37","8,01","10,61","9,23","9,10","16,70"
PSR,"0,44","0,24","0,34","0,18","0,57","0,76","0,47","0,83","0,93","0,50","0,40","0,85","1,14","1,51","1,42","1,57","1,76"
P/Ativos,"0,31","0,17","0,21","0,10","0,29","0,34","0,29","0,57","0,76","0,39","0,32","0,67","0,98","1,26","1,17","1,29","1,51"
LPA,"2,94","0,47","-0,07","0,10","0,90","-0,05","1,18","2,46","1,14","0,63","0,70","0,96","0,84","0,73","0,72","0,67","0,43"
VPA,"10,66","10,76","10,40","10,48","10,48","10,01","10,40","9,81","7,91","7,12","6,75","6,32","5,63","5,03","4,46","3,88","3,35"
EBIT por ação,"4,73","1,52","0,85","0,72","0,82","-0,06","1,61","2,81","1,77","0,80","0,94","1,26","1,14","1,00","0,95","0,91","0,50"
EBIT por ação *,"2,09","1,58","0,69","0,54","0,41","-0,38","1,22","1,45","1,22","0,68","0,89","1,25","1,16","1,00","0,93","0,89","0,46"
Ativo por ação,"29,61","27,14","28,41","30,30","28,82","27,52","25,09","20,85","15,78","15,05","13,87","11,83","9,47","8,44","7,35","6,31","5,07"
Receita líquida por ação,"20,90","19,18","17,51","16,84","14,38","12,43","15,54","14,32","12,83","11,79","10,96","9,41","8,10","7,06","6,06","5,19","4,35"
Margem bruta,"60,81%","58,98%","58,46%","58,18%","53,84%","50,61%","63,10%","64,91%","63,72%","60,36%","60,40%","61,42%","59,40%","58,40%","57,38%","57,23%","56,63%"
Margem líquida,"14,05%","2,44%","-0,39%","0,61%","6,28%","-0,43%","7,59%","17,18%","8,85%","5,36%","6,36%","10,15%","10,34%","10,31%","11,95%","12,95%","9,85%"
Margem EBIT,"22,63%","7,91%","4,87%","4,29%","5,70%","-0,50%","10,34%","19,60%","13,79%","6,82%","8,61%","13,38%","14,05%","14,23%","15,74%","17,45%","11,48%"
Margem EBIT *,"10,01%","8,23%","3,93%","3,18%","2,84%","-3,04%","7,85%","10,11%","9,53%","5,73%","8,08%","13,31%","14,29%","14,19%","15,40%","17,23%","10,53%"
Margem EBITDA,"27,31%","15,07%","9,57%","8,79%","10,29%","4,58%","14,27%","23,65%","18,45%","11,65%","13,16%","17,85%","18,35%","18,45%","19,80%","21,38%","16,77%"
Margem EBITDA *,"14,69%","15,39%","8,64%","7,69%","7,43%","2,04%","11,78%","14,15%","14,18%","10,56%","12,63%","17,78%","18,58%","18,41%","19,46%","21,15%","15,82%"
Margem operacional,"17,90%","3,76%","-0,24%","-0,52%","2,92%","-3,21%","9,12%","24,87%","12,04%","4,65%","6,89%","12,75%","13,18%","13,65%","15,31%","17,38%","12,09%"
ROE,"27,56%","4,35%","-0,66%","0,99%","8,60%","-0,54%","11,34%","25,07%","14,36%","8,88%","10,33%","15,12%","14,87%","14,47%","16,26%","17,33%","12,77%"
ROA,"0,10","0,02","-0,00","0,00","0,03","-0,00","0,05","0,12","0,07","0,04","0,05","0,08","0,09","0,09","0,10","0,11","0,08"
ROIC,"20,92%","6,99%","3,95%","3,06%","3,63%","-0,33%","7,76%","16,04%","13,42%","6,56%","8,15%","12,35%","13,93%","14,20%","14,99%","17,27%","11,24%"
ROIC *,"9,26%","7,27%","3,20%","2,27%","1,81%","-2,02%","5,89%","8,27%","9,27%","5,51%","7,65%","12,28%","14,16%","14,17%","14,67%","17,05%","10,31%"
Giro do ativo,"0,71","0,71","0,62","0,56","0,50","0,45","0,62","0,69","0,81","0,78","0,79","0,80","0,86","0,84","0,82","0,82","0,86"
EBIT *,1.051 mi,792 mi,345 mi,269 mi,204 mi,-191 mi,612 mi,726 mi,613 mi,339 mi,444 mi,629 mi,581 mi,503 mi,469 mi,449 mi,230 mi
EBITDA,2.867 mi,1.452 mi,842 mi,743 mi,743 mi,285 mi,1.114 mi,1.701 mi,1.188 mi,689 mi,724 mi,844 mi,746 mi,654 mi,603 mi,557 mi,366 mi
EBITDA *,1.542 mi,1.483 mi,760 mi,650 mi,536 mi,127 mi,919 mi,1.018 mi,913 mi,625 mi,695 mi,840 mi,756 mi,652 mi,592 mi,551 mi,345 mi
