Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,3T2010,2T2010,1T2010
Receita líquida,"2,32 B","3,20 B","2,45 B","2,64 B","2,20 B","3,03 B","2,30 B","2,31 B","1,99 B","2,73 B","2,10 B","2,14 B","1,83 B","2,59 B","1,98 B","2,15 B","1,74 B","2,49 B","1,82 B","1,67 B","1,24 B","2,21 B","1,52 B","885,88 M","1,62 B","2,44 B","1,89 B","1,86 B","1,62 B","2,19 B","1,73 B","1,78 B","1,50 B","2,02 B","1,54 B","1,61 B","1,27 B","1,85 B","1,39 B","1,46 B","1,21 B","1,76 B","1,32 B","1,33 B","1,10 B","1,59 B","1,12 B","1,12 B","891,44 M","1,37 B","1,00 B","947,70 M","744,78 M","1,18 B","855,37 M","846,65 M","668,41 M","1,03 B","737,21 M","710,96 M","564,23 M","916,51 M","629,46 M","596,02 M","466,00 M"
Custos,"-901,43 M","-1,26 B","-955,72 M","-1,03 B","-868,64 M","-1,25 B","-925,54 M","-950,71 M","-824,97 M","-1,16 B","-885,44 M","-852,89 M","-752,30 M","-1,12 B","-813,43 M","-875,75 M","-730,92 M","-1,10 B","-824,25 M","-810,56 M","-596,49 M","-1,17 B","-942,38 M","-423,17 M","-595,85 M","-944,11 M","-694,23 M","-659,18 M","-583,38 M","-768,47 M","-610,11 M","-617,13 M","-527,85 M","-744,23 M","-578,53 M","-583,84 M","-431,81 M","-743,86 M","-571,31 M","-576,39 M","-455,87 M","-741,77 M","-536,12 M","-514,42 M","-388,82 M","-625,78 M","-437,16 M","-426,44 M","-334,75 M","-557,83 M","-408,94 M","-379,98 M","-305,13 M","-496,12 M","-362,56 M","-340,37 M","-275,91 M","-450,78 M","-321,09 M","-284,35 M","-241,96 M","-404,92 M","-272,49 M","-250,52 M","-187,48 M"
Lucro bruto,"1,42 B","1,95 B","1,50 B","1,60 B","1,34 B","1,77 B","1,37 B","1,36 B","1,17 B","1,57 B","1,21 B","1,29 B","1,07 B","1,47 B","1,16 B","1,28 B","1,00 B","1,39 B","990,99 M","862,13 M","646,88 M","1,04 B","580,75 M","462,71 M","1,03 B","1,50 B","1,19 B","1,20 B","1,04 B","1,42 B","1,12 B","1,17 B","968,47 M","1,28 B","964,62 M","1,02 B","837,36 M","1,11 B","823,28 M","885,70 M","757,90 M","1,02 B","785,89 M","811,40 M","708,79 M","963,20 M","686,08 M","698,03 M","556,69 M","817,09 M","592,74 M","567,72 M","439,65 M","679,44 M","492,80 M","506,29 M","392,49 M","582,85 M","416,11 M","426,61 M","322,27 M","511,59 M","356,97 M","345,50 M","278,53 M"
Despesas operacionais,"-1,35 B","-100,48 M","-1,30 B","-1,35 B","-1,26 B","-1,40 B","-1,22 B","-1,18 B","-1,13 B","-1,18 B","-1,19 B","-1,20 B","-1,14 B","-1,22 B","-1,08 B","-1,17 B","-1,09 B","-1,01 B","-922,22 M","-791,58 M","-749,35 M","-574,44 M","-625,96 M","-881,60 M","-1,06 B","-963,64 M","-1,08 B","-1,10 B","-981,19 M","-398,12 M","-972,41 M","-1,02 B","-869,00 M","-814,87 M","-877,57 M","-884,92 M","-640,27 M","-800,70 M","-787,31 M","-839,89 M","-742,68 M","-805,42 M","-744,41 M","-702,04 M","-600,25 M","-708,51 M","-570,89 M","-528,16 M","-463,81 M","-550,71 M","-469,38 M","-428,93 M","-396,38 M","-446,50 M","-412,11 M","-381,63 M","-326,28 M","-381,14 M","-344,71 M","-292,44 M","-250,13 M","-295,54 M","-273,46 M","-256,26 M","-212,28 M"
Despesas com vendas,"-992,19 M","-1,09 B","-899,31 M","-973,34 M","-918,86 M","-991,42 M","-857,13 M","-852,25 M","-808,87 M","-892,66 M","-876,98 M","-910,54 M","-865,90 M","-996,60 M","-817,92 M","-864,52 M","-794,15 M","-817,60 M","-653,38 M","-575,66 M","-472,15 M","-470,95 M","-374,03 M","-656,01 M","-824,51 M","-837,62 M","-880,23 M","-891,94 M","-780,56 M","-887,17 M","-768,69 M","-798,53 M","-664,91 M","-773,12 M","-667,27 M","-687,60 M","-585,89 M","-682,22 M","-616,75 M","-656,66 M","-581,30 M","-629,26 M","-602,95 M","-568,27 M","-467,21 M","-572,89 M","-444,91 M","-419,12 M","-352,81 M","-434,46 M","-369,89 M","-329,51 M","-303,01 M","-358,12 M","-320,69 M","-296,47 M","-241,11 M","-343,39 M","-237,98 M","-197,11 M","-166,35 M","-208,80 M","-177,10 M","-164,85 M","-128,60 M"
Despesas administrativas,"-345,31 M","-424,34 M","-351,97 M","-353,60 M","-322,75 M","-380,66 M","-340,16 M","-332,75 M","-325,62 M","-355,66 M","-322,90 M","-285,20 M","-285,58 M","-293,30 M","-275,28 M","-311,07 M","-299,24 M","-358,61 M","-272,08 M","-249,63 M","-283,92 M","-288,88 M","-262,80 M","-227,88 M","-242,51 M","-284,18 M","-207,32 M","-217,10 M","-215,30 M","-204,34 M","-198,98 M","-219,78 M","-199,81 M","-228,73 M","-198,26 M","-190,45 M","-161,07 M","-181,19 M","-168,84 M","-178,06 M","-169,98 M","-213,16 M","-141,86 M","-130,16 M","-128,41 M","-146,79 M","-122,82 M","-107,60 M","-107,86 M","-112,77 M","-96,98 M","-97,80 M","-91,46 M","-93,45 M","-89,95 M","-82,84 M","-85,11 M","-41,87 M","-110,94 M","-97,05 M","-84,01 M","-91,89 M","-96,81 M","-91,29 M","-83,97 M"
EBIT,"69,86 M","1,85 B","200,00 M","253,66 M","74,05 M","376,15 M","156,63 M","185,72 M","43,33 M","389,39 M","23,63 M","83,29 M","-68,27 M","250,77 M","84,13 M","112,79 M","-85,14 M","374,72 M","68,78 M","70,55 M","-102,47 M","467,11 M","-45,20 M","-418,89 M","-31,29 M","531,58 M","114,91 M","103,02 M","58,04 M","1,02 B","143,84 M","146,17 M","99,47 M","464,91 M","87,05 M","139,56 M","197,09 M","306,64 M","35,96 M","45,81 M","15,22 M","214,66 M","41,48 M","109,36 M","108,54 M","254,69 M","115,19 M","169,87 M","92,89 M","266,38 M","123,36 M","138,79 M","43,27 M","232,94 M","80,69 M","124,66 M","66,21 M","201,72 M","71,40 M","134,16 M","72,14 M","216,05 M","83,51 M","89,23 M","66,25 M"
Resultado operacional,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Resultado financeiro,"-43,30 M","-316,04 M","-88,80 M","-76,53 M","-15,37 M","-113,72 M","-86,06 M","-100,50 M","-99,60 M","-109,17 M","-109,28 M","-115,95 M","-114,85 M","-108,59 M","-124,39 M","-112,92 M","-60,79 M","-44,37 M","-64,84 M","-31,74 M","-59,49 M","-46,42 M","-41,96 M","-33,02 M","-47,77 M","-6,94 M","-29,56 M","-33,45 M","-25,24 M","439,30 M","-24,82 M","-19,10 M","-16,43 M","-18,58 M","-22,80 M","-30,94 M","-40,52 M","-17,12 M","-48,44 M","-40,46 M","-22,13 M","-15,04 M","-48,70 M","-22,68 M","-8,35 M","-12,70 M","-6,00 M","-6,53 M","-4,58 M","-11,72 M","-6,58 M","-10,70 M","-6,45 M","-5,79 M","-6,82 M","-5,06 M","-2,78 M","-7,01 M","-3,35 M","1,76 M","-4,43 M","-1,06 M","1,77 M","-7,71 M","5,12 M"
Antes dos impostos,"26,57 M","1,53 B","111,20 M","177,12 M","58,67 M","262,43 M","70,57 M","85,22 M","-56,27 M","280,22 M","-85,65 M","-32,66 M","-183,12 M","142,18 M","-40,26 M","-135,00 Mil","-145,93 M","330,35 M","3,93 M","38,80 M","-161,96 M","420,69 M","-87,17 M","-451,90 M","-79,05 M","524,64 M","85,35 M","69,57 M","32,80 M","1,46 B","119,03 M","127,07 M","83,04 M","446,33 M","64,25 M","108,62 M","156,57 M","289,52 M","-12,47 M","5,35 M","-6,91 M","199,63 M","-7,21 M","86,68 M","100,20 M","241,99 M","109,19 M","163,35 M","88,30 M","254,66 M","116,78 M","128,09 M","36,82 M","227,15 M","73,87 M","119,60 M","63,43 M","194,70 M","68,05 M","135,92 M","67,70 M","214,99 M","85,28 M","81,52 M","71,37 M"
