Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-0,92","-1,43","-4,93","-27,89","5,36","6,06","8,38","19,76","4,13","8,88","141,98","3,96","3,65","5,03","6,85","6,82","4,76","9,42"
P/VP,"-7,44","15,76","1,36","2,54","1,76","3,68","2,58","0,71","1,53","2,00","1,27","0,90","1,44","2,37","3,54","2,03","2,53","6,70"
P/EBIT,"2,10","3,64","3,87","7,23","2,61","4,54","9,30","3,46","2,27","3,82","3,98","1,55","2,26","3,28","3,85","2,51","2,21","4,27"
P/EBIT *,"3,45","3,89","7,90","8,91","2,55","3,89","11,15","16,95","7,43","4,23","4,01","1,42","2,09","3,07","3,66","2,38","2,17","5,19"
PSR,"0,11","0,16","0,21","0,45","0,37","0,69","0,81","0,23","0,53","0,56","0,30","0,20","0,36","0,55","0,64","0,28","0,30","0,47"
P/Ativos,"0,08","0,12","0,15","0,30","0,33","0,61","0,53","0,14","0,34","0,45","0,24","0,15","0,30","0,50","0,65","0,30","0,27","0,38"
LPA,"-2,13","-2,07","-0,72","-0,25","1,09","1,53","0,91","0,09","0,95","0,45","0,02","0,37","0,66","0,64","0,47","0,17","0,23","0,14"
VPA,"-0,26","0,19","2,63","2,74","3,31","2,53","2,96","2,61","2,57","2,02","1,69","1,64","1,68","1,36","0,90","0,58","0,43","0,19"
EBIT por ação,"0,93","0,81","0,92","0,96","2,23","2,05","0,82","0,53","1,73","1,06","0,54","0,95","1,07","0,98","0,83","0,47","0,49","0,30"
EBIT por ação *,"0,57","0,76","0,45","0,78","2,28","2,39","0,68","0,11","0,53","0,95","0,53","1,05","1,16","1,05","0,87","0,50","0,50","0,25"
Ativo por ação,"25,51","24,71","23,74","23,38","17,59","15,30","14,43","13,02","11,51","8,88","8,78","9,59","8,03","6,42","4,93","3,90","4,02","3,37"
Receita líquida por ação,"18,52","18,48","17,08","15,54","15,58","13,56","9,45","7,90","7,48","7,26","7,21","7,52","6,73","5,92","5,01","4,16","3,63","2,70"
Margem bruta,"34,74%","35,76%","35,94%","39,05%","43,05%","43,25%","34,57%","32,54%","38,48%","40,73%","35,73%","37,36%","37,64%","36,42%","35,45%","31,72%","31,96%","27,67%"
Margem líquida,"-11,49%","-11,19%","-4,24%","-1,60%","6,97%","11,31%","9,63%","1,18%","12,74%","6,27%","0,21%","4,97%","9,85%","10,85%","9,30%","4,16%","6,32%","5,04%"
Margem EBIT,"5,00%","4,39%","5,40%","6,19%","14,31%","15,10%","8,68%","6,74%","23,18%","14,55%","7,46%","12,68%","15,88%","16,63%","16,54%","11,31%","13,57%","11,12%"
Margem EBIT *,"3,05%","4,12%","2,65%","5,02%","14,63%","17,61%","7,24%","1,37%","7,07%","13,15%","7,41%","13,90%","17,20%","17,79%","17,40%","11,93%","13,83%","9,14%"
Margem EBITDA,"12,81%","12,33%","13,02%","12,49%","18,49%","18,88%","13,34%","11,65%","27,32%","18,46%","11,35%","15,73%","18,54%","18,85%","18,77%","14,02%","16,85%","15,46%"
Margem EBITDA *,"10,86%","12,05%","10,26%","11,32%","18,82%","21,39%","11,89%","6,29%","11,21%","17,06%","11,30%","16,96%","19,86%","20,01%","19,63%","14,65%","17,10%","13,49%"
Margem operacional,"-9,15%","-9,17%","-4,55%","-1,08%","9,31%","12,00%","6,42%","-0,00%","18,62%","7,91%","-0,58%","7,20%","13,65%","14,28%","13,47%","6,32%","8,49%","8,45%"
ROE,"812,60%","-1.100,75%","-27,49%","-9,09%","32,77%","60,71%","30,74%","3,58%","37,09%","22,51%","0,90%","22,72%","39,40%","47,18%","51,66%","29,82%","53,10%","71,12%"
ROA,"-0,08","-0,08","-0,03","-0,01","0,06","0,10","0,06","0,01","0,08","0,05","0,00","0,04","0,08","0,10","0,09","0,04","0,06","0,04"
ROIC,"4,72%","4,36%","4,73%","6,00%","17,83%","18,02%","8,17%","5,31%","17,28%","14,29%","7,37%","12,97%","16,50%","20,01%","22,68%","15,01%","14,90%","10,72%"
ROIC *,"2,88%","4,09%","2,32%","4,86%","18,24%","21,03%","6,81%","1,08%","5,27%","12,91%","7,32%","14,23%","17,87%","21,40%","23,85%","15,84%","15,18%","8,82%"
Giro do ativo,"0,73","0,75","0,72","0,66","0,89","0,89","0,65","0,61","0,65","0,82","0,82","0,78","0,84","0,92","1,02","1,07","0,90","0,80"
EBIT *,79 mi,107 mi,63 mi,109 mi,321 mi,336 mi,96 mi,15 mi,74 mi,134 mi,75 mi,147 mi,163 mi,148 mi,122 mi,70 mi,70 mi,34 mi
EBITDA,334 mi,321 mi,313 mi,273 mi,406 mi,360 mi,177 mi,129 mi,288 mi,189 mi,115 mi,166 mi,175 mi,157 mi,132 mi,82 mi,86 mi,58 mi
EBITDA *,283 mi,314 mi,247 mi,248 mi,413 mi,409 mi,158 mi,70 mi,118 mi,174 mi,114 mi,179 mi,188 mi,166 mi,138 mi,85 mi,87 mi,51 mi
Liquidez corrente,"0,96","0,86","0,75","1,01","1,17","1,27","1,24","1,39","1,40","1,26","1,31","1,46","1,08","1,23","1,11","0,88","0,85","0,72"
Liquidez seca,"0,51","0,40","0,34","0,64","0,69","0,87","0,96","1,00","0,87","0,83","0,85","0,99","0,66","0,73","0,70","0,51","0,48","0,41"
Liquidez imediata,"0,14","0,13","0,06","0,37","0,27","0,27","0,44","0,45","0,20","0,23","0,26","0,20","0,20","0,16","0,20","0,04","0,05","0,04"
Dívida bruta,1.370 mi,1.287 mi,1.163 mi,1.340 mi,883 mi,762 mi,727 mi,756 mi,595 mi,513 mi,586 mi,697 mi,447 mi,293 mi,166 mi,119 mi,142 mi,121 mi
Dívida líquida,1.169 mi,1.098 mi,1.084 mi,854 mi,627 mi,572 mi,401 mi,480 mi,513 mi,419 mi,480 mi,509 mi,354 mi,235 mi,107 mi,109 mi,128 mi,108 mi
Capital de giro,-59 mi,-186 mi,-343 mi,10 mi,157 mi,192 mi,176 mi,240 mi,159 mi,108 mi,126 mi,200 mi,37 mi,81 mi,32 mi,-30 mi,-37 mi,-64 mi
Endividamento geral,"-9.835,88%","13.044,39%","801,81%","753,91%","430,72%","505,73%","387,62%","399,49%","347,96%","339,21%","418,90%","483,07%","377,22%","371,66%","446,95%","572,66%","832,71%","1.663,60%"
