Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"10,36","4,18","-8,42","-6,21","-10,17","-1,21","29,92",-,-,-,-,-,-,-,-,-,-
P/VP,"0,48","0,30","0,36","0,27","0,39","0,53","0,44",-,-,-,-,-,-,-,-,-,-
P/EBIT,"4,96","2,72","5,67","7,96","63,45","-2,16","6,92",-,-,-,-,-,-,-,-,-,-
P/EBIT *,"3,17","1,89","3,36","3,40","7,75","6,85","7,20",-,-,-,-,-,-,-,-,-,-
PSR,"0,92","0,57","0,71","0,66","1,04","1,33","1,00",-,-,-,-,-,-,-,-,-,-
P/Ativos,"0,27","0,15","0,17","0,12","0,17","0,23","0,21",-,-,-,-,-,-,-,-,-,-
LPA,"0,30","0,43","-0,24","-0,26","-0,24","-2,81","0,11",-,-,-,-,-,-,-,-,-,-
VPA,"6,52","6,00","5,65","5,90","6,17","6,40","7,67",-,-,-,-,-,-,-,-,-,-
EBIT por ação,"0,63","0,65","0,35","0,20","0,04","-1,57","0,49",-,-,-,-,-,-,-,-,-,-
EBIT por ação *,"0,99","0,94","0,60","0,47","0,31","0,50","0,47",-,-,-,-,-,-,-,-,-,-
Ativo por ação,"11,69","11,72","12,18","12,79","13,81","14,91","16,53",-,-,-,-,-,-,-,-,-,-
Receita líquida por ação,"3,40","3,10","2,82","2,42","2,31","2,55","3,40",-,-,-,-,-,-,-,-,-,-
Margem bruta,"68,79%","66,93%","63,73%","63,69%","60,16%","63,05%","60,02%","62,57%","62,11%","58,88%","57,44%","56,47%","54,25%","45,73%","32,82%","27,56%","32,34%"
Margem líquida,"8,35%","15,52%","-8,79%","-10,81%","-10,74%","-110,18%","3,45%","22,98%","33,87%","35,55%","26,52%","26,51%","25,62%","14,37%","5,09%","-4,94%","-2,35%"
Margem EBIT,"18,63%","21,16%","12,59%","8,24%","1,64%","-61,43%","14,47%","20,54%","30,49%","34,44%","28,40%","27,58%","27,72%","17,29%","5,14%","-5,23%","-6,05%"
Margem EBIT *,"29,17%","30,46%","21,26%","19,29%","13,43%","19,40%","13,91%","20,42%","30,06%","29,86%","28,41%","27,63%","27,80%","17,32%","5,70%","-4,62%","-5,00%"
Margem EBITDA,"28,31%","31,93%","24,28%","17,39%","11,87%","-51,15%","22,31%","26,71%","37,99%","42,10%","35,62%","34,19%","33,08%","23,41%","11,19%","0,42%","-1,24%"
Margem EBITDA *,"38,86%","41,23%","32,94%","28,44%","23,66%","29,68%","21,76%","26,58%","37,56%","37,52%","35,62%","34,25%","33,16%","23,43%","11,74%","1,03%","-0,19%"
Margem operacional,"8,25%","10,37%","-2,95%","-9,60%","-10,58%","-72,79%","2,62%","22,76%","34,56%","36,66%","27,81%","26,91%","26,47%","14,84%","5,81%","-4,53%","-0,40%"
ROE,"4,36%","7,32%","-4,02%","-4,09%","-3,73%","-40,64%","1,53%","7,97%","12,38%","13,46%","11,21%","8,74%","19,73%","8,99%","2,53%","-3,63%","-1,01%"
ROA,"0,02","0,04","-0,02","-0,02","-0,02","-0,19","0,01","0,04","0,10","0,11","0,08","0,06","0,13","0,05","0,01","-0,03","-0,01"
ROIC,"6,06%","6,21%","3,32%","1,77%","0,33%","-12,55%","3,14%","4,37%","10,47%","11,28%","9,34%","7,01%","15,60%","6,95%","1,37%","-3,00%","-4,60%"
ROIC *,"9,50%","8,93%","5,60%","4,14%","2,73%","3,96%","3,02%","4,34%","10,33%","9,78%","9,34%","7,02%","15,65%","6,96%","1,52%","-2,65%","-3,80%"
Giro do ativo,"0,29","0,26","0,23","0,19","0,17","0,17","0,21","0,19","0,30","0,30","0,32","0,24","0,49","0,37","0,25","0,55","0,39"
EBIT *,2.047 mi,1.946 mi,1.235 mi,965 mi,641 mi,1.022 mi,977 mi,1.237 mi,1.670 mi,1.566 mi,1.495 mi,1.042 mi,560 mi,243 mi,41 mi,-28 mi,-18 mi
EBITDA,1.986 mi,2.040 mi,1.411 mi,870 mi,567 mi,-2.696 mi,1.567 mi,1.618 mi,2.111 mi,2.208 mi,1.875 mi,1.290 mi,666 mi,328 mi,82 mi,2 mi,-5 mi
EBITDA *,2.726 mi,2.634 mi,1.915 mi,1.423 mi,1.130 mi,1.563 mi,1.528 mi,1.611 mi,2.087 mi,1.967 mi,1.875 mi,1.292 mi,668 mi,329 mi,86 mi,6 mi,-1 mi
Liquidez corrente,"1,66","1,61","1,36","1,24","1,70","1,76","1,63","2,18","2,63","2,12","1,40","1,53","1,74","1,47","0,78","1,50","10,21"
Liquidez seca,"1,46","1,46","1,23","1,14","1,61","1,69","1,48","2,02","2,62","2,10","1,37","1,50","1,71","1,42","0,75","1,36","9,96"
Liquidez imediata,"0,03","0,03","0,17","0,03","0,39","0,42","0,14","0,58","0,68","0,76","0,34","0,48","0,87","0,36","0,08","0,20","0,35"
Dívida bruta,6.649 mi,6.873 mi,7.775 mi,8.204 mi,9.893 mi,10.253 mi,12.106 mi,7.683 mi,303 mi,544 mi,758 mi,942 mi,549 mi,555 mi,565 mi,91 mi,14 mi
