Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-1,07","-0,24","-2,15","-5,73","-10,18","-3,08","-2,43","-9,16","-64,73","-29,94","-0,56","-1,67","-2,95","-8,30","-107,43",-,-
P/VP,"-0,40","-0,80","29,50","-0,96","-2,91","-2,45","-4,00","39,16","-118,37","-20,40","-0,79","5,21","2,69","6,54","12,27",-,-
P/EBIT,"-1,94","-0,25","-2,17","-2,94","-11,72","-3,81","-3,26","-21,09","-79,25","-42,13","-0,93","-2,56","-6,11","-11,08","-212,05",-,-
P/EBIT *,"-1,58","20,18","-5,25","-21,86","-13,91","-11,62","-7,82","-29,83","-182,95","-99,83","-1,46","-3,06","-7,04","-11,39","-428,16",-,-
PSR,"0,63","0,45","2,25","1,60","8,61","12,64","-3,70","21,24","1.315,60","-578,95","1,31","2,47","1,60","15,06","18,11",-,-
P/Ativos,"0,09","0,19","0,49","0,53","1,78","1,72","1,05","2,79","9,51","10,56","0,11","0,25","0,42","1,57","3,96",-,-
LPA,"-0,35","-4,33","-1,49","-0,70","-1,18","-3,70","-4,52","-4,04","-2,47","-7,11","-5,35","-4,78","-5,77","-9,52","-2,36",-,-
VPA,"-0,93","-1,29","0,11","-4,15","-4,12","-4,66","-2,75","0,94","-1,35","-10,44","-3,79","1,53","6,32","12,08","20,61",-,-
EBIT por ação,"-0,19","-4,08","-1,47","-1,36","-1,02","-3,00","-3,37","-1,75","-2,02","-5,06","-3,23","-3,13","-2,78","-7,13","-1,19",-,-
EBIT por ação *,"-0,23","0,05","-0,61","-0,18","-0,86","-0,98","-1,41","-1,24","-0,87","-2,13","-2,05","-2,61","-2,41","-6,93","-0,59",-,-
Ativo por ação,"4,32","5,37","6,51","7,52","6,73","6,63","10,51","13,28","16,82","20,17","26,78","31,38","40,51","50,19","63,91",-,-
Receita líquida por ação,"0,59","2,31","1,42","2,50","1,39","0,90","-2,98","1,74","0,12","-0,37","2,29","3,24","10,63","5,24","13,97",-,-
Margem bruta,"23,54%","29,89%","25,61%","31,88%","18,54%","-31,88%","24,48%","-37,93%","-149,82%","425,29%","-50,00%","-47,91%","-10,02%","-87,69%","13,93%","28,55%","24,10%"
Margem líquida,"-60,98%","-186,63%","-104,62%","-27,25%","-85,21%","-411,82%","151,68%","-233,49%","-2.008,66%","1.941,61%","-233,58%","-147,69%","-54,24%","-181,33%","-16,85%","8,66%","2,66%"
Margem EBIT,"-32,41%","-176,45%","-103,29%","-54,35%","-73,49%","-332,19%","113,33%","-100,71%","-1.660,00%","1.374,04%","-140,90%","-96,44%","-26,17%","-135,90%","-8,54%","12,22%","-2,34%"
Margem EBIT *,"-39,63%","2,21%","-42,80%","-7,32%","-61,91%","-108,81%","47,26%","-71,18%","-719,11%","579,97%","-89,25%","-80,52%","-22,70%","-132,24%","-4,23%","11,80%","-0,16%"
Margem EBITDA,"-31,02%","-176,13%","-102,24%","-53,34%","-71,97%","-325,91%","111,17%","-96,28%","-1.595,05%","1.351,92%","-137,27%","-92,80%","-24,60%","-131,65%","-6,92%","14,04%","-1,98%"
Margem EBITDA *,"-38,24%","2,53%","-41,74%","-6,31%","-60,38%","-102,53%","45,11%","-66,75%","-654,15%","557,84%","-85,62%","-76,88%","-21,13%","-127,99%","-2,61%","13,61%","0,19%"
Margem operacional,"-57,33%","-184,98%","-103,85%","-48,48%","-85,39%","-413,97%","151,87%","-224,23%","-2.847,30%","1.947,34%","-231,64%","-145,53%","-52,68%","-168,18%","-13,67%","12,16%","0,21%"
ROE,"43,32%","367,36%","-1.374,44%","16,43%","28,81%","79,74%","164,24%","-430,55%","180,73%","68,42%","141,62%","-286,85%","-89,33%","-78,62%","-11,43%","6,01%","1,63%"
ROA,"-0,08","-0,80","-0,23","-0,09","-0,18","-0,56","-0,43","-0,31","-0,15","-0,35","-0,20","-0,15","-0,14","-0,19","-0,04","0,03","0,01"
ROIC,"-4,70%","-82,97%","-24,30%","-21,01%","-19,82%","-51,26%","-33,37%","-13,61%","-12,39%","-26,50%","-12,53%","-10,40%","-7,68%","-15,46%","-2,15%","4,14%","-0,62%"
ROIC *,"-5,74%","1,04%","-10,07%","-2,83%","-16,70%","-16,79%","-13,92%","-9,62%","-5,37%","-11,19%","-7,93%","-8,68%","-6,66%","-15,04%","-1,07%","4,00%","-0,04%"
Giro do ativo,"0,14","0,43","0,22","0,33","0,21","0,14","-0,28","0,13","0,01","-0,02","0,09","0,10","0,26","0,10","0,22","0,31","0,25"
EBIT *,-12 mi,2 mi,-30 mi,-9 mi,-43 mi,-48 mi,-69 mi,-61 mi,-43 mi,-105 mi,-100 mi,-128 mi,-118 mi,-339 mi,-29 mi,91 mi,-1 mi
EBITDA,-9 mi,-199 mi,-72 mi,-66 mi,-49 mi,-144 mi,-162 mi,-82 mi,-95 mi,-243 mi,-154 mi,-147 mi,-128 mi,-337 mi,-48 mi,109 mi,-10 mi
EBITDA *,-12 mi,2 mi,-30 mi,-8 mi,-42 mi,-46 mi,-66 mi,-57 mi,-39 mi,-101 mi,-96 mi,-122 mi,-110 mi,-328 mi,-18 mi,105 mi,0 mi
Liquidez corrente,"0,90","1,27","1,06","0,51","0,45","0,32","0,45","1,03","0,86","0,59","0,81","1,14","1,54","1,18","1,75","2,41","2,21"
Liquidez seca,"0,48","0,80","0,50","0,31","0,27","0,16","0,06","0,62","0,47","0,35","0,52","0,74","1,08","0,69","1,25","1,62","1,15"
Liquidez imediata,"0,08","0,21","0,10","0,10","0,18","0,08","0,01","0,02","0,02","0,03","0,02","0,03","0,08","0,05","0,12","0,29","0,19"
Dívida bruta,22 mi,20 mi,41 mi,271 mi,227 mi,210 mi,196 mi,268 mi,589 mi,1.041 mi,1.030 mi,961 mi,1.015 mi,1.202 mi,1.355 mi,933 mi,561 mi
Dívida líquida,14 mi,1 mi,27 mi,232 mi,164 mi,181 mi,190 mi,260 mi,573 mi,1.008 mi,1.008 mi,931 mi,836 mi,1.032 mi,980 mi,743 mi,479 mi
Capital de giro,-10 mi,25 mi,8 mi,-195 mi,-199 mi,-244 mi,-243 mi,14 mi,-103 mi,-524 mi,-226 mi,138 mi,507 mi,247 mi,849 mi,921 mi,526 mi
Endividamento geral,"-620,15%","-557,83%","5.898,75%","-281,28%","-263,44%","-242,32%","-482,35%","1.304,94%","-1.344,63%","-293,21%","-807,59%","1.778,93%","527,56%","314,98%","210,05%","125,21%","144,19%"
