Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Margem operacional,"2,69%","2,64%","2,28%","2,05%","1,97%","2,58%","1,89%","2,97%","3,81%","3,27%","3,42%","3,12%","3,26%","4,10%","4,24%","3,83%","3,64%","3,82%"
ROE,"10,18%","9,72%","8,55%","7,92%","7,79%","7,59%","5,56%","14,64%","16,16%","14,01%","13,90%","13,15%","15,86%","20,28%","20,16%","18,78%","17,78%","19,56%"
ROA,"0,04","0,03","0,03","0,03","0,03","0,03","0,03","0,05","0,07","0,06","0,06","0,06","0,07","0,09","0,09","0,08","0,08","0,09"
ROIC,"10,06%","9,52%","7,71%","7,74%","6,80%","5,95%","6,65%","11,03%","16,38%","14,94%","16,70%","15,78%","14,96%","18,39%","21,43%","22,53%","22,20%","25,40%"
ROIC *,"9,82%","8,83%","6,96%","6,58%","6,11%","3,92%","6,35%","10,49%","14,53%","13,76%","-8,02%","-1,98%","-2,09%","0,61%","6,10%","7,42%","11,58%","19,93%"
Giro do ativo,"1,56","1,44","1,46","1,45","1,46","1,35","1,28","1,87","2,43","2,38","2,59","2,61","2,62","2,90","3,04","3,04","3,15","3,23"
EBIT *,263 mi,236 mi,176 mi,141 mi,123 mi,66 mi,87 mi,113 mi,99 mi,86 mi,-44 mi,-11 mi,-11 mi,2 mi,19 mi,18 mi,26 mi,36 mi
EBITDA,383 mi,487 mi,405 mi,366 mi,321 mi,259 mi,209 mi,215 mi,139 mi,117 mi,111 mi,102 mi,90 mi,88 mi,77 mi,64 mi,57 mi,53 mi
EBITDA *,376 mi,468 mi,386 mi,341 mi,308 mi,224 mi,205 mi,209 mi,127 mi,110 mi,-24 mi,7 mi,3 mi,13 mi,28 mi,25 mi,33 mi,43 mi
Liquidez corrente,"1,81","1,74","1,70","1,62","1,55","1,71","2,03","1,70","1,55","1,75","1,59","1,71","1,76","1,68","1,75","1,69","1,76","1,81"
Liquidez seca,"0,81","0,86","0,73","0,74","0,66","0,81","1,18","0,84","0,64","0,76","0,63","0,74","0,82","0,69","0,83","0,79","0,77","0,87"
Liquidez imediata,"0,01","0,03","0,07","0,02","0,03","0,07","0,19","0,14","0,08","0,15","0,06","0,05","0,03","0,03","0,04","0,05","0,03","0,04"
Dívida bruta,1.385 mi,1.506 mi,1.235 mi,1.022 mi,871 mi,690 mi,652 mi,505 mi,140 mi,158 mi,88 mi,109 mi,126 mi,65 mi,33 mi,21 mi,20 mi,19 mi
Dívida líquida,1.081 mi,1.075 mi,1.022 mi,777 mi,714 mi,481 mi,217 mi,433 mi,101 mi,99 mi,66 mi,92 mi,101 mi,46 mi,4 mi,-15 mi,-2 mi,-22 mi
Capital de giro,961 mi,976 mi,827 mi,705 mi,550 mi,580 mi,698 mi,349 mi,256 mi,301 mi,219 mi,224 mi,219 mi,170 mi,172 mi,147 mi,135 mi,125 mi
Endividamento geral,"181,75%","198,83%","173,54%","162,27%","146,64%","127,59%","117,13%","178,59%","115,64%","122,65%","115,11%","120,83%","131,05%","116,65%","114,28%","121,92%","117,94%","119,33%"
