Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,3T2010,2T2010,1T2010
Receita líquida,"1,45 B","1,57 B","1,37 B","1,31 B","1,26 B","1,35 B","1,24 B","1,13 B","1,23 B","1,22 B","1,13 B","1,08 B","1,03 B","1,09 B","1,02 B","986,28 M","901,55 M","893,83 M","802,47 M","776,77 M","752,34 M","803,53 M","699,05 M","623,56 M","692,96 M","748,37 M","689,46 M","649,03 M","637,82 M","661,93 M","613,47 M","586,44 M","570,41 M","589,09 M","570,79 M","552,21 M","546,16 M","569,30 M","522,86 M","507,67 M","528,90 M","535,82 M","501,43 M","476,58 M","472,20 M","513,14 M","465,56 M","465,19 M","443,19 M","460,95 M","453,63 M","428,06 M","397,79 M","407,08 M","385,86 M","372,35 M","358,71 M","362,25 M","340,35 M","336,74 M","305,61 M","319,82 M","304,98 M","289,48 M","272,87 M"
Custos,"-986,97 M","-1,06 B","-926,96 M","-880,24 M","-857,59 M","-922,97 M","-846,02 M","-770,11 M","-832,09 M","-845,18 M","-787,34 M","-737,63 M","-713,65 M","-749,03 M","-701,90 M","-670,93 M","-626,08 M","-620,85 M","-560,60 M","-536,09 M","-519,26 M","-567,55 M","-493,09 M","-441,59 M","-493,19 M","-525,87 M","-486,07 M","-452,53 M","-451,30 M","-462,84 M","-432,79 M","-415,04 M","-405,58 M","-324,26 M","-437,78 M","-416,98 M","-414,04 M","-438,11 M","-396,93 M","-369,73 M","-403,69 M","-413,71 M","-388,99 M","-360,56 M","-371,19 M","-406,60 M","-363,61 M","-349,11 M","-348,35 M","-360,93 M","-354,33 M","-332,18 M","-310,95 M","-313,77 M","-297,27 M","-287,85 M","-282,38 M","-287,30 M","-267,08 M","-262,15 M","-238,67 M","-252,21 M","-241,15 M","-225,83 M","-215,17 M"
Lucro bruto,"462,69 M","502,88 M","447,04 M","433,50 M","401,10 M","423,80 M","390,04 M","363,41 M","394,01 M","376,90 M","342,81 M","343,75 M","313,76 M","336,58 M","315,14 M","315,34 M","275,47 M","272,98 M","241,87 M","240,68 M","233,07 M","235,99 M","205,96 M","181,97 M","199,77 M","222,50 M","203,39 M","196,50 M","186,53 M","199,10 M","180,67 M","171,40 M","164,83 M","264,82 M","133,01 M","135,22 M","132,13 M","131,19 M","125,94 M","137,94 M","125,21 M","122,11 M","112,44 M","116,02 M","101,01 M","106,55 M","101,94 M","116,08 M","94,84 M","100,02 M","99,30 M","95,87 M","86,83 M","93,31 M","88,59 M","84,50 M","76,33 M","74,95 M","73,27 M","74,59 M","66,94 M","67,61 M","63,83 M","63,66 M","57,70 M"
Despesas operacionais,"-394,52 M","-425,90 M","-377,75 M","-378,41 M","-347,77 M","-364,99 M","-326,87 M","-340,40 M","-343,72 M","-330,70 M","-300,20 M","-303,54 M","-276,19 M","-300,25 M","-280,83 M","-274,55 M","-249,63 M","-247,05 M","-217,33 M","-214,72 M","-207,97 M","-209,42 M","-180,87 M","-169,68 M","-171,57 M","-195,16 M","-168,56 M","-163,10 M","-162,32 M","-164,71 M","-149,58 M","-145,16 M","-144,94 M","-247,91 M","-108,78 M","-107,75 M","-106,83 M","-108,56 M","-102,19 M","-113,56 M","-104,39 M","-98,29 M","-89,32 M","-91,90 M","-87,94 M","-83,35 M","-84,33 M","-94,11 M","-81,29 M","-87,86 M","-72,00 M","-72,31 M","-72,43 M","-78,40 M","-68,69 M","-65,89 M","-60,95 M","-62,61 M","-56,76 M","-59,64 M","-53,49 M","-58,81 M","-47,54 M","-50,02 M","-46,31 M"
Despesas com vendas,"-350,32 M","-373,64 M","-340,82 M","-329,73 M","-320,58 M","-332,42 M","-302,01 M","-294,05 M","-306,51 M","-306,93 M","-269,78 M","-270,76 M","-255,22 M","-268,99 M","-254,38 M","-254,52 M","-231,46 M","-228,32 M","-199,28 M","-202,53 M","-196,31 M","-185,65 M","-162,77 M","-154,96 M","-158,22 M","-178,03 M","-154,66 M","-148,96 M","-149,35 M","-153,43 M","-139,33 M","-135,36 M","-132,52 M","-144,43 M","-127,81 M","-125,22 M","-122,79 M","-127,02 M","-118,64 M","-143,69 M","-112,79 M","-110,54 M","-103,25 M","-100,48 M","-95,41 M","-101,10 M","-92,58 M","-98,23 M","-89,13 M","-102,90 M","-81,14 M","-75,59 M","-74,76 M","-80,08 M","-70,92 M","-68,06 M","-64,84 M","-68,93 M","-57,48 M","-60,75 M","-55,02 M","-59,39 M","-49,36 M","-48,37 M","-45,25 M"
Despesas administrativas,"-47,93 M","-51,14 M","-41,04 M","-48,44 M","-42,87 M","-40,68 M","-36,99 M","-44,20 M","-37,98 M","-38,39 M","-34,00 M","-33,17 M","-27,35 M","-31,02 M","-28,70 M","-26,16 M","-23,87 M","-26,60 M","-21,05 M","-24,26 M","-23,27 M","-23,55 M","-19,23 M","-15,38 M","-15,95 M","-20,43 M","-15,05 M","-15,46 M","-13,09 M","-16,45 M","-14,01 M","-13,05 M","-12,84 M","-16,70 M","-14,31 M","-13,91 M","-13,49 M","-17,61 M","-15,80 M","-15,27 M","-13,44 M","-14,91 M","-13,51 M","-12,30 M","-11,72 M","-14,62 M","-12,79 M","-11,13 M","-10,49 M","-15,43 M","-10,33 M","-9,57 M","-9,73 M","-12,90 M","-9,53 M","-8,86 M","-7,96 M","-8,18 M","-7,63 M","-7,19 M","-6,38 M","-6,35 M","-6,08 M","-6,53 M","-5,33 M"
EBIT,"68,17 M","76,99 M","69,28 M","55,09 M","53,33 M","58,81 M","63,17 M","23,01 M","50,29 M","46,20 M","42,60 M","40,21 M","37,56 M","36,33 M","34,31 M","40,80 M","25,84 M","25,92 M","24,54 M","25,95 M","25,11 M","26,57 M","25,09 M","12,29 M","28,20 M","27,34 M","34,83 M","33,40 M","24,21 M","34,39 M","31,09 M","26,24 M","19,89 M","16,92 M","24,23 M","27,48 M","25,30 M","22,63 M","23,75 M","24,38 M","20,83 M","23,82 M","23,12 M","24,12 M","13,07 M","23,19 M","17,61 M","21,97 M","13,55 M","12,16 M","27,30 M","23,56 M","14,40 M","14,91 M","19,90 M","18,60 M","15,38 M","12,34 M","16,51 M","14,95 M","13,45 M","8,80 M","16,29 M","13,63 M","11,39 M"
Resultado operacional,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Resultado financeiro,"-30,99 M","-30,10 M","-27,51 M","-27,49 M","-24,06 M","-22,26 M","-21,43 M","-17,78 M","-21,25 M","-18,48 M","-18,98 M","-19,14 M","-18,39 M","-16,07 M","-15,60 M","-16,02 M","-11,17 M","-7,98 M","-8,21 M","-3,34 M","1,24 M","-10,94 M","-7,09 M","-11,41 M","-9,41 M","-9,55 M","-10,36 M","-10,54 M","-8,49 M","-5,35 M","-5,13 M","-4,28 M","-4,24 M","-4,76 M","-5,10 M","-5,08 M","-5,04 M","-4,87 M","-4,98 M","-3,76 M","-5,27 M","-5,16 M","-7,16 M","-5,55 M","-4,25 M","-5,78 M","-3,90 M","-2,18 M","-2,94 M","211,00 Mil","-2,98 M","-2,78 M","-583,00 Mil","-934,00 Mil","-1,49 M","-1,36 M","-411,00 Mil","-1,75 M","-1,01 M","-1,60 M","-1,31 M","-868,00 Mil","-2,34 M","-2,36 M","-1,30 M"
Antes dos impostos,"37,18 M","46,89 M","41,77 M","27,61 M","29,27 M","36,56 M","41,74 M","5,23 M","29,04 M","27,72 M","23,62 M","21,06 M","19,18 M","20,26 M","18,72 M","24,78 M","14,67 M","17,94 M","16,34 M","22,61 M","26,35 M","15,62 M","18,00 M","889,00 Mil","18,80 M","17,79 M","24,47 M","22,86 M","15,72 M","29,04 M","25,96 M","21,97 M","15,65 M","12,16 M","19,13 M","22,39 M","20,26 M","17,76 M","18,77 M","20,63 M","15,56 M","18,66 M","15,96 M","18,56 M","8,82 M","17,41 M","13,71 M","19,78 M","10,61 M","12,37 M","24,32 M","20,78 M","13,82 M","13,98 M","18,41 M","17,24 M","14,97 M","10,59 M","15,50 M","13,34 M","12,13 M","7,93 M","13,95 M","11,27 M","10,08 M"
