Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"21,91","15,98","23,33","-291,75","57,58","20,94","15,95","13,49","8,07","6,21","4,83","4,00","3,96","7,09","7,96","-1,82","-25,14"
P/VP,"3,49","3,31","3,93","4,53","4,07","5,34","5,97","2,76","1,83","1,39","0,94","1,58","2,25","3,54","4,16","4,29","1,73"
P/EBIT,"20,76","21,95","36,11","51,83","176,26","19,83","26,81","9,27","5,42","4,16","3,69","2,73","2,42","3,67","3,40","-1,71","132,98"
P/EBIT *,"20,75","21,93","35,98","53,00","742,77","37,37","26,90","9,33","6,06","3,80","3,83","2,90","2,55","3,65","3,37","-1,69","102,11"
PSR,"1,75","1,67","1,85","2,16","2,30","2,57","2,38","0,78","0,47","0,36","0,23","0,31","0,33","0,30","0,25","0,16","0,21"
P/Ativos,"2,33","2,25","2,48","2,73","2,49","3,30","3,54","1,51","0,94","0,68","0,49","0,77","0,88","0,74","0,45","0,28","0,45"
LPA,"4,34","4,94","3,38","-0,27","1,34","4,49","5,14","1,92","1,80","1,47","1,06","1,83","1,85","0,79","0,41","-0,89","-0,09"
VPA,"27,19","23,88","20,11","17,50","18,92","17,59","13,74","9,41","7,94","6,57","5,45","4,64","3,25","1,58","0,79","0,38","1,27"
EBIT por ação,"4,58","3,60","2,19","1,53","0,44","4,74","3,06","2,80","2,69","2,20","1,39","2,68","3,02","1,52","0,96","-0,95","0,02"
EBIT por ação *,"4,58","3,60","2,19","1,50","0,10","2,51","3,05","2,78","2,40","2,41","1,33","2,52","2,87","1,53","0,97","-0,96","0,02"
Ativo por ação,"40,68","35,15","31,79","29,10","30,97","28,51","23,19","17,16","15,53","13,40","10,52","9,44","8,29","7,51","7,29","5,83","4,90"
Receita líquida por ação,"54,29","47,33","42,58","36,77","33,56","36,55","34,50","33,29","31,22","25,66","21,79","23,32","22,46","18,35","13,16","9,88","10,45"
Margem bruta,"24,92%","24,84%","23,15%","22,30%","18,96%","23,26%","25,27%","26,17%","26,19%","29,70%","29,71%","30,79%","32,21%","29,28%","31,37%","19,04%","26,74%"
Margem líquida,"7,99%","10,45%","7,95%","-0,74%","3,99%","12,28%","14,91%","5,78%","5,78%","5,74%","4,85%","7,83%","8,23%","4,29%","3,13%","-9,00%","-0,83%"
Margem EBIT,"8,43%","7,60%","5,14%","4,16%","1,30%","12,97%","8,87%","8,41%","8,60%","8,56%","6,36%","11,50%","13,46%","8,28%","7,33%","-9,61%","0,16%"
Margem EBIT *,"8,43%","7,61%","5,15%","4,07%","0,31%","6,88%","8,84%","8,36%","7,68%","9,39%","6,12%","10,81%","12,77%","8,34%","7,39%","-9,70%","0,21%"
Margem EBITDA,"10,34%","9,88%","7,73%","6,79%","4,05%","15,10%","11,37%","10,32%","10,47%","10,65%","7,68%","12,45%","14,17%","8,81%","7,88%","-8,96%","0,84%"
Margem EBITDA *,"10,34%","9,89%","7,75%","6,70%","3,06%","9,01%","11,34%","10,27%","9,55%","11,48%","7,43%","11,76%","13,47%","8,86%","7,94%","-9,04%","0,89%"
Margem operacional,"10,20%","8,98%","5,30%","4,14%","2,25%","16,02%","9,62%","8,54%","8,60%","8,66%","7,39%","11,68%","12,57%","6,40%","4,70%","-13,64%","-1,05%"
ROE,"15,95%","20,71%","16,83%","-1,55%","7,07%","25,52%","37,43%","20,45%","22,71%","22,42%","19,41%","39,35%","56,90%","49,92%","52,18%","-235,51%","-6,88%"
ROA,"0,11","0,14","0,11","-0,01","0,04","0,16","0,22","0,11","0,12","0,11","0,10","0,19","0,22","0,10","0,06","-0,15","-0,02"
ROIC,"24,37%","16,33%","10,73%","7,38%","2,15%","26,89%","26,70%","31,74%","28,42%","27,13%","19,34%","48,67%","49,82%","26,51%","17,37%","-20,37%","0,44%"
ROIC *,"24,39%","16,35%","10,77%","7,21%","0,51%","14,27%","26,61%","31,56%","25,39%","29,75%","18,59%","45,76%","47,26%","26,68%","17,52%","-20,56%","0,57%"
Giro do ativo,"1,33","1,35","1,34","1,26","1,08","1,28","1,49","1,94","2,01","1,92","2,07","2,47","2,71","2,44","1,81","1,69","2,13"
EBIT *,23 mi,18 mi,11 mi,7 mi,0 mi,13 mi,15 mi,14 mi,12 mi,12 mi,6 mi,13 mi,14 mi,7 mi,5 mi,-6 mi,0 mi
EBITDA,29 mi,24 mi,17 mi,13 mi,7 mi,28 mi,20 mi,17 mi,17 mi,14 mi,8 mi,15 mi,16 mi,8 mi,5 mi,-5 mi,0 mi
EBITDA *,29 mi,24 mi,17 mi,12 mi,5 mi,17 mi,20 mi,17 mi,15 mi,15 mi,8 mi,14 mi,15 mi,8 mi,5 mi,-5 mi,0 mi
Liquidez corrente,"1,80","1,47","1,20","1,21","0,79","1,20","1,46","1,54","1,39","1,32","1,26","1,67","1,26","0,87","0,79","1,53","0,88"
Liquidez seca,"1,61","1,21","0,99","0,90","0,53","0,91","1,24","1,27","1,19","1,05","0,97","1,36","1,06","0,68","0,65","1,22","0,64"
Liquidez imediata,"1,05","0,64","0,49","0,26","0,18","0,13","0,14","0,14","0,25","0,39","0,29","0,63","0,14","0,04","0,19","0,28","0,00"
Dívida bruta,0 mi,0 mi,5 mi,10 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,7 mi,11 mi,10 mi,0 mi
Dívida líquida,-71 mi,-36 mi,-23 mi,-4 mi,-11 mi,-26 mi,-36 mi,-25 mi,-14 mi,-12 mi,-7 mi,-13 mi,-3 mi,6 mi,6 mi,8 mi,0 mi
