Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
ROA,"-0,07","-0,13","0,04","0,06","0,23","0,17","0,14","0,23","0,13","0,13","-0,04","-0,10","0,02","0,08","0,07","-0,06","0,00"
ROIC,"-15,11%","-5,59%","-0,21%","3,61%","30,63%","20,97%","19,34%","25,82%","18,05%","8,90%","-1,28%","-4,60%","2,21%","13,92%","9,84%","-5,76%","-4,62%"
ROIC *,"-13,38%","-6,17%","-1,97%","3,12%","31,00%","19,63%","13,89%","25,35%","17,76%","2,28%","-1,74%","-4,95%","-1,71%","14,79%","11,14%","-3,85%","-2,94%"
Giro do ativo,"0,85","0,76","0,59","0,76","0,80","0,69","0,75","0,95","0,91","0,75","0,75","0,76","0,72","0,75","0,76","0,61","0,59"
EBIT *,-69 mi,-38 mi,-15 mi,24 mi,286 mi,124 mi,77 mi,150 mi,92 mi,12 mi,-9 mi,-25 mi,-9 mi,72 mi,51 mi,-17 mi,-14 mi
EBITDA,-45 mi,-5 mi,25 mi,50 mi,317 mi,155 mi,133 mi,172 mi,112 mi,76 mi,40 mi,18 mi,55 mi,111 mi,87 mi,18 mi,-2 mi
EBITDA *,-37 mi,-8 mi,12 mi,46 mi,320 mi,147 mi,103 mi,169 mi,111 mi,41 mi,37 mi,16 mi,35 mi,115 mi,93 mi,26 mi,5 mi
Liquidez corrente,"2,07","3,44","4,72","4,67","3,67","5,27","6,20","9,41","6,21","3,42","2,53","2,96","3,79","2,32","2,38","1,84","1,65"
Liquidez seca,"0,96","1,72","2,87","2,33","2,22","3,54","2,98","4,62","3,64","1,90","1,07","1,19","1,23","1,01","0,94","0,52","0,62"
Liquidez imediata,"0,16","0,04","0,04","0,56","0,80","2,47","1,97","0,85","0,97","0,01","0,06","0,04","0,04","0,08","0,05","0,07","0,09"
Dívida bruta,6 mi,11 mi,6 mi,10 mi,3 mi,5 mi,8 mi,1 mi,2 mi,50 mi,89 mi,40 mi,3 mi,17 mi,13 mi,6 mi,26 mi
Dívida líquida,-189 mi,-170 mi,-199 mi,-205 mi,-173 mi,-394 mi,-197 mi,-59 mi,-90 mi,-34 mi,42 mi,17 mi,-25 mi,-46 mi,-6 mi,0 mi,12 mi
Capital de giro,307 mi,388 mi,527 mi,491 mi,546 mi,674 mi,515 mi,467 mi,404 mi,301 mi,235 mi,200 mi,239 mi,203 mi,130 mi,75 mi,62 mi
Endividamento geral,"62,71%","46,13%","42,52%","30,66%","36,68%","46,13%","36,69%","34,50%","38,82%","52,77%","64,46%","43,73%","32,79%","47,56%","33,08%","32,49%","32,04%"
