Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-2,73","29,24","6,75","5,75","10,29","-31,63","5,44","7,64","11,78","-7,96","7,21","17,06","19,29","32,62","6,28","7,00","6,78"
P/VP,"0,71","0,69","1,05","0,95","0,76","0,94","0,64","0,94","0,91","0,72","0,66","0,75","0,88","1,82","1,17","1,11","1,20"
P/EBIT,"-11,40","4,31","4,20","3,68","4,83","11,12","4,25","5,61","9,50","-7,82","4,92","7,43","6,44","11,45","4,97","5,53","5,61"
P/EBIT *,"6,23","2,63","3,85","3,08","3,69","8,01","3,46","4,64","5,91","7,30","4,02","4,46","4,84","8,62","4,85","4,33","12,93"
PSR,"0,18","0,23","0,31","0,28","0,30","0,57","0,29","0,43","0,49","0,44","0,46","0,49","0,53","0,81","0,58","0,58","0,87"
P/Ativos,"0,19","0,21","0,34","0,28","0,28","0,39","0,30","0,42","0,39","0,30","0,28","0,31","0,37","0,57","0,37","0,46","0,49"
LPA,"-4,94","0,62","3,90","3,79","1,54","-0,58","2,11","2,05","1,16","-1,37","1,66","0,67","0,65","0,50","1,54","1,17","1,18"
VPA,"18,90","26,36","25,10","22,95","20,78","19,28","18,02","16,61","14,97","15,15","18,19","15,34","14,36","8,95","8,28","7,33","6,66"
EBIT por ação,"-1,18","4,23","6,26","5,93","3,29","1,64","2,69","2,79","1,44","-1,39","2,43","1,55","1,95","1,43","1,94","1,48","1,43"
EBIT por ação *,"2,16","6,91","6,85","7,08","4,30","2,27","3,31","3,38","2,31","1,49","2,98","2,57","2,60","1,89","1,99","1,88","0,62"
Ativo por ação,"70,91","86,91","77,65","77,34","56,71","46,16","38,69","37,06","34,80","36,01","43,42","37,47","34,03","28,70","25,82","17,67","16,45"
Receita líquida por ação,"73,18","80,52","85,83","76,85","53,47","32,14","38,98","36,45","27,98","24,58","25,87","23,52","23,58","20,17","16,50","14,13","9,24"
Margem bruta,"12,62%","18,06%","17,02%","18,55%","15,87%","16,09%","16,17%","16,48%","16,36%","14,28%","18,97%","18,20%","18,22%","17,19%","20,13%","21,13%","15,26%"
Margem líquida,"-6,75%","0,77%","4,55%","4,93%","2,87%","-1,79%","5,40%","5,63%","4,14%","-5,57%","6,42%","2,86%","2,76%","2,48%","9,31%","8,25%","12,81%"
Margem EBIT,"-1,61%","5,25%","7,30%","7,71%","6,14%","5,09%","6,91%","7,66%","5,13%","-5,67%","9,40%","6,58%","8,28%","7,08%","11,76%","10,45%","15,46%"
Margem EBIT *,"2,96%","8,58%","7,98%","9,21%","8,04%","7,07%","8,48%","9,27%","8,25%","6,08%","11,51%","10,95%","11,01%","9,40%","12,06%","13,33%","6,71%"
Margem EBITDA,"2,32%","8,88%","10,52%","11,14%","11,34%","13,32%","13,22%","13,45%","12,07%","3,40%","17,46%","16,15%","14,86%","12,62%","15,44%","14,53%","21,03%"
Margem EBITDA *,"6,89%","12,21%","11,20%","12,63%","13,23%","15,29%","14,79%","15,05%","15,19%","15,15%","19,56%","20,52%","17,58%","14,94%","15,75%","17,42%","12,28%"
Margem operacional,"-4,68%","2,43%","4,73%","6,32%","4,07%","-2,92%","6,56%","7,40%","3,61%","-7,28%","9,83%","5,37%","3,94%","3,84%","12,73%","10,24%","17,91%"
ROE,"-26,04%","2,36%","15,54%","16,55%","7,37%","-2,98%","11,68%","12,35%","7,73%","-9,04%","9,14%","4,39%","4,54%","5,60%","18,55%","15,91%","17,78%"
ROA,"-0,07","0,01","0,05","0,05","0,03","-0,01","0,05","0,06","0,03","-0,04","0,04","0,02","0,02","0,02","0,06","0,07","0,07"
ROIC,"-2,44%","7,31%","11,34%","11,13%","8,71%","5,32%","9,75%","10,35%","5,80%","-5,66%","8,20%","6,08%","8,25%","6,55%","14,01%","11,92%","11,51%"
ROIC *,"4,48%","11,96%","12,40%","13,29%","11,40%","7,39%","11,97%","12,52%","9,32%","6,06%","10,03%","10,12%","10,97%","8,70%","14,38%","15,21%","5,00%"
Giro do ativo,"1,03","0,93","1,11","0,99","0,94","0,70","1,01","0,98","0,80","0,68","0,60","0,63","0,69","0,70","0,64","0,80","0,56"
EBIT *,286 mi,915 mi,906 mi,937 mi,569 mi,300 mi,437 mi,447 mi,305 mi,197 mi,394 mi,340 mi,343 mi,250 mi,263 mi,249 mi,82 mi
