Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-96,98","-38,11","-13,22","-216,89","-18,14","456,23","-6,14","13,96","10,36","-332,98","-150,63","-29,35","-27,32","13.357,36","-72,72","-188,44","-82,90"
P/VP,"30,90","34,90","-13,09","-1.474,87","376,64","21,05","14,30","4,41","185,52","15,21","26,11","11,59","9,57","13,83","21,78","16,31","-57,73"
P/EBIT,"-166,97","-68,69","-15,49","-63,99","-18,26","87,13","-8,54","4,66","4,67","13,76","-366,89","170,80","221,24","36,84","6.752,89","162,80","17.491,78"
P/EBIT *,"-135,42","-41,42","-12,95","-69,24","-30,84","496,74","-10,83","5,70","15,08","14,48","-218,19","-35,20","88,83","47,74","-250,73","-100,98","-396,25"
PSR,"3,70","7,34","8,26","6,04","9,12","6,41","5,73","1,62","2,00","2,61","4,83","2,59","2,86","5,54","9,09","7,71","8,11"
P/Ativos,"4,20","4,45","8,81","5,10","5,77","4,15","2,31","0,93","1,36","1,58","3,46","2,10","2,20","4,25","6,39","5,71","10,56"
LPA,"-0,03","-0,10","-0,36","-0,02","-0,43","0,02","-0,98","0,18","0,28","-0,01","-0,04","-0,10","-0,12","0,00","-0,13","-0,05","-0,13"
VPA,"0,09","0,11","-0,36","-0,00","0,02","0,45","0,42","0,58","0,02","0,23","0,23","0,25","0,33","0,43","0,42","0,53","-0,19"
EBIT por ação,"-0,02","-0,06","-0,30","-0,08","-0,43","0,11","-0,70","0,55","0,63","0,25","-0,02","0,02","0,01","0,16","0,00","0,05","0,00"
EBIT por ação *,"-0,02","-0,09","-0,36","-0,08","-0,25","0,02","-0,55","0,45","0,20","0,24","-0,03","-0,08","0,04","0,13","-0,04","-0,09","-0,03"
Ativo por ação,"0,63","0,88","0,53","1,04","1,36","2,30","2,59","2,75","2,17","2,21","1,71","1,38","1,45","1,41","1,42","1,51","1,04"
Receita líquida por ação,"0,71","0,53","0,57","0,88","0,86","1,49","1,04","1,58","1,47","1,34","1,22","1,12","1,12","1,08","1,00","1,12","1,36"
Margem bruta,"29,75%","25,33%","-12,90%","23,26%","22,43%","30,06%","3,08%","51,77%","36,40%","40,45%","28,18%","33,05%","39,48%","45,97%","39,68%","34,87%","36,22%"
Margem líquida,"-3,81%","-19,26%","-62,47%","-2,78%","-50,31%","1,41%","-93,42%","11,60%","19,32%","-0,78%","-3,21%","-8,81%","-10,48%","0,04%","-12,49%","-4,09%","-9,79%"
Margem EBIT,"-2,21%","-10,69%","-53,32%","-9,44%","-49,96%","7,36%","-67,17%","34,71%","42,89%","18,99%","-1,32%","1,51%","1,29%","15,03%","0,13%","4,73%","0,05%"
Margem EBIT *,"-2,73%","-17,72%","-63,78%","-8,72%","-29,58%","1,29%","-52,95%","28,42%","13,27%","18,04%","-2,21%","-7,35%","3,22%","11,60%","-3,62%","-7,63%","-2,05%"
Margem EBITDA,"8,09%","3,79%","-21,50%","14,27%","-5,48%","32,74%","-41,50%","44,41%","52,83%","30,41%","10,89%","12,78%","13,33%","29,60%","15,46%","14,50%","12,64%"
Margem EBITDA *,"7,57%","-3,25%","-31,97%","14,99%","14,89%","26,67%","-27,28%","38,13%","23,21%","29,46%","9,99%","3,92%","15,26%","26,17%","11,71%","2,13%","10,54%"
Margem operacional,"-3,81%","-19,26%","-62,47%","-2,78%","-58,57%","1,41%","-93,42%","14,97%","26,65%","0,02%","-3,21%","-8,81%","-10,48%","1,92%","-12,49%","-4,05%","-9,79%"
ROE,"-31,86%","-91,56%","99,00%","680,00%","-2.076,72%","4,61%","-233,06%","31,62%","1.790,96%","-4,57%","-17,34%","-39,48%","-35,03%","0,10%","-29,95%","-8,65%","69,64%"
ROA,"-0,04","-0,12","-0,67","-0,02","-0,32","0,01","-0,38","0,07","0,13","-0,00","-0,02","-0,07","-0,08","0,00","-0,09","-0,03","-0,13"
ROIC,"-7,21%","-8,98%","-68,55%","-8,41%","-34,43%","6,14%","-33,24%","22,68%","32,41%","12,49%","-1,03%","1,40%","1,12%","12,11%","0,10%","3,69%","0,07%"
ROIC *,"-8,89%","-14,89%","-82,01%","-7,77%","-20,39%","1,08%","-26,20%","18,57%","10,03%","11,86%","-1,74%","-6,79%","2,78%","9,35%","-2,64%","-5,96%","-2,96%"
Giro do ativo,"1,14","0,61","1,07","0,84","0,63","0,65","0,40","0,57","0,68","0,61","0,72","0,81","0,77","0,77","0,70","0,74","1,30"
EBIT *,-1 mi,-2 mi,-5 mi,-1 mi,-3 mi,0 mi,-7 mi,4 mi,2 mi,2 mi,-1 mi,-1 mi,0 mi,1 mi,-1 mi,-1 mi,-1 mi
EBITDA,0 mi,0 mi,-2 mi,1 mi,-1 mi,5 mi,-5 mi,7 mi,8 mi,4 mi,1 mi,1 mi,1 mi,3 mi,1 mi,1 mi,1 mi
EBITDA *,0 mi,-1 mi,-3 mi,1 mi,1 mi,4 mi,-4 mi,6 mi,3 mi,4 mi,1 mi,0 mi,1 mi,3 mi,1 mi,0 mi,1 mi
Liquidez corrente,"1,53","1,99","0,50","0,88","0,55","0,57","0,41","0,62","0,64","1,16","0,67","0,55","0,56","0,44","0,34","0,37","0,27"
Liquidez seca,"1,53","1,99","0,50","0,88","0,55","0,57","0,41","0,62","0,64","1,16","0,67","0,55","0,56","0,44","0,34","0,37","0,27"
Liquidez imediata,"1,15","0,59","0,19","0,09","0,13","0,30","0,18","0,01","0,01","0,01","0,01","0,04","0,17","0,04","0,02","0,05","0,02"
Dívida bruta,0 mi,0 mi,2 mi,1 mi,1 mi,2 mi,2 mi,9 mi,9 mi,9 mi,6 mi,4 mi,2 mi,1 mi,1 mi,2 mi,2 mi
Dívida líquida,-5 mi,-2 mi,1 mi,0 mi,0 mi,-1 mi,0 mi,9 mi,9 mi,8 mi,5 mi,3 mi,1 mi,0 mi,1 mi,2 mi,2 mi
Capital de giro,2 mi,4 mi,-3 mi,-1 mi,-4 mi,-6 mi,-9 mi,-7 mi,-6 mi,1 mi,-3 mi,-3 mi,-4 mi,-4 mi,-4 mi,-4 mi,-7 mi
Endividamento geral,"635,12%","684,16%","-248,49%","-29.020,00%","6.428,45%","407,33%","518,90%","376,39%","13.516,38%","860,72%","655,23%","450,90%","334,90%","225,23%","241,02%","185,54%","-646,63%"
