Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-0,06","-0,07","-0,38","-4,90","-17,79",-,-,-,-,-,-,-,-,-,-,-,-
P/VP,"0,32","0,37","0,74","0,79","14,67",-,-,-,-,-,-,-,-,-,-,-,-
P/EBIT,"-0,10","-0,11","-0,38","-2,76","-11,15",-,-,-,-,-,-,-,-,-,-,-,-
P/EBIT *,"-0,15","-0,18","-0,85","-2,57","-11,97",-,-,-,-,-,-,-,-,-,-,-,-
PSR,"0,08","0,12","0,66","0,58","3,70",-,-,-,-,-,-,-,-,-,-,-,-
P/Ativos,"0,03","0,04","0,15","0,34","2,60",-,-,-,-,-,-,-,-,-,-,-,-
LPA,"-1,02","-1,04","-0,45","-0,09","-0,13",-,-,-,-,-,-,-,-,-,-,-,-
VPA,"0,19","0,19","0,23","0,54","0,16",-,-,-,-,-,-,-,-,-,-,-,-
EBIT por ação,"-0,63","-0,65","-0,45","-0,15","-0,22",-,-,-,-,-,-,-,-,-,-,-,-
EBIT por ação *,"-0,39","-0,39","-0,20","-0,16","-0,20",-,-,-,-,-,-,-,-,-,-,-,-
Ativo por ação,"2,25","1,98","1,16","1,22","0,92",-,-,-,-,-,-,-,-,-,-,-,-
Receita líquida por ação,"0,75","0,59","0,26","0,73","0,65",-,-,-,-,-,-,-,-,-,-,-,-
Margem bruta,"15,41%","16,37%","1,68%","9,79%","2,68%","30,88%","6,38%","-85,97%","-86,02%","-30,27%","10,17%","11,09%","11,18%","11,03%","14,11%","15,07%","10,14%"
Margem líquida,"-135,40%","-176,95%","-175,53%","-11,82%","-20,80%","247,37%","-144,38%","-272,12%","-132,14%","-32,53%","0,43%","2,13%","2,67%","4,03%","4,31%","4,94%","3,81%"
Margem EBIT,"-83,75%","-110,48%","-174,05%","-20,98%","-33,17%","290,91%","-78,19%","-170,70%","-117,55%","-38,46%","3,38%","4,60%","3,44%","5,25%","3,97%","9,44%","8,72%"
Margem EBIT *,"-52,02%","-65,52%","-78,44%","-22,52%","-30,91%","-3,08%","-20,26%","-115,07%","-108,76%","-43,40%","3,41%","5,72%","4,89%","3,71%","6,21%","10,86%","7,56%"
Margem EBITDA,"-35,38%","-48,72%","-147,91%","-12,38%","-23,06%","291,80%","-72,20%","-163,68%","-111,11%","-34,86%","4,92%","5,94%","4,80%","7,22%","6,09%","10,60%","9,52%"
Margem EBITDA *,"-3,64%","-3,76%","-52,30%","-13,93%","-20,79%","-2,20%","-14,27%","-108,05%","-102,32%","-39,80%","4,95%","7,06%","6,25%","5,69%","8,33%","12,02%","8,36%"
Margem operacional,"-117,53%","-153,37%","-228,75%","-30,13%","-39,63%","285,98%","-143,75%","-196,83%","-144,35%","-49,73%","0,82%","3,15%","1,75%","2,84%","4,07%","7,18%","4,89%"
ROE,"-535,98%","-553,52%","-195,40%","-16,02%","-82,45%","177,75%","15,36%","63,02%","107,53%","-676,51%","2,76%","15,65%","19,20%","27,33%","27,22%","74,89%","293,70%"
ROA,"-0,45","-0,53","-0,39","-0,07","-0,15","0,45","-0,58","-2,26","-0,63","-0,25","0,01","0,05","0,05","0,06","0,06","0,11","0,11"
ROIC,"-32,49%","-37,92%","-44,30%","-13,90%","-25,75%","60,09%","-50,06%","-285,50%","-72,98%","-33,96%","6,98%","12,94%","7,84%","9,85%","6,23%","24,02%","44,47%"
ROIC *,"-20,18%","-22,49%","-19,96%","-14,93%","-23,99%","-0,64%","-12,97%","-192,46%","-67,52%","-38,32%","7,04%","16,09%","11,15%","6,97%","9,74%","27,62%","38,54%"
Giro do ativo,"0,34","0,30","0,22","0,59","0,70","0,18","0,40","0,83","0,48","0,77","1,73","2,13","1,88","1,51","1,37","2,13","2,81"
EBIT *,-232 mi,-229 mi,-120 mi,-97 mi,-119 mi,-3 mi,-6 mi,-57 mi,-70 mi,-54 mi,9 mi,19 mi,14 mi,8 mi,11 mi,35 mi,31 mi
EBITDA,-158 mi,-171 mi,-225 mi,-54 mi,-89 mi,224 mi,-19 mi,-81 mi,-71 mi,-43 mi,14 mi,19 mi,13 mi,15 mi,11 mi,34 mi,39 mi
EBITDA *,-17 mi,-14 mi,-80 mi,-60 mi,-80 mi,-2 mi,-4 mi,-53 mi,-66 mi,-49 mi,14 mi,23 mi,17 mi,12 mi,15 mi,39 mi,34 mi
Liquidez corrente,"0,55","0,45","0,40","0,49","0,79","1,20","0,25","0,13","0,60","1,10","1,90","1,85","1,83","2,00","1,97","1,75","1,46"
Liquidez seca,"0,51","0,41","0,35","0,42","0,60","0,82","0,13","0,07","0,44","0,90","1,75","1,66","1,67","1,79","1,69","1,56","1,23"
Liquidez imediata,"0,06","0,06","0,01","0,01","0,05","0,20","0,03","0,00","0,00","0,04","0,17","0,44","0,21","0,39","0,19","0,18","0,45"
Dívida bruta,243 mi,240 mi,109 mi,39 mi,67 mi,19 mi,22 mi,28 mi,35 mi,32 mi,15 mi,17 mi,14 mi,19 mi,15 mi,18 mi,11 mi
Dívida líquida,203 mi,210 mi,106 mi,37 mi,55 mi,-1 mi,18 mi,28 mi,34 mi,29 mi,5 mi,-6 mi,3 mi,2 mi,6 mi,7 mi,-22 mi
Capital de giro,-313 mi,-292 mi,-188 mi,-162 mi,-49 mi,19 mi,-118 mi,-155 mi,-39 mi,8 mi,53 mi,45 mi,42 mi,43 mi,42 mi,45 mi,33 mi
Endividamento geral,"1.081,39%","951,29%","404,64%","128,46%","463,75%","291,80%","-126,55%","-127,87%","-270,25%","2.610,29%","269,80%","245,79%","281,54%","349,05%","361,88%","610,80%","2.640,83%"
