Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"8,77","7,38","10,27","10,90","9,83","12,38","8,86","-11,49","-3,80","-42,12","4,13","8,17","11,13","15,98","14,56","15,78","40,34"
P/VP,"3,61","2,34","1,74","1,61","1,13","1,14","0,71","0,69","0,38","0,31","0,31","1,04","1,72","2,71","2,20","3,31","4,86"
P/EBIT,"6,90","6,24","8,05","5,52","4,71","6,33","4,61","-28,88","-4,14","168,87","3,12","6,90","9,82","14,16","14,35","15,22","39,87"
P/EBIT *,"6,53","6,56","7,95","5,47","4,70","5,62","3,83","7,98","-4,09","1.181,28","2,80","6,45","9,85","13,79","14,43","15,63","37,95"
PSR,"1,59","1,41","1,45","0,96","0,81","0,93","0,61","0,76","0,73","0,37","0,33","0,92","1,46","2,48","2,38","3,36","8,45"
P/Ativos,"0,52","0,47","0,45","0,32","0,25","0,27","0,19","0,19","0,13","0,12","0,13","0,42","0,74","1,13","1,04","1,56","2,93"
LPA,"1,52","1,23","0,64","0,37","0,28","0,22","0,19","-0,15","-0,28","-0,02","0,24","0,40","0,44","0,43","0,34","0,32","0,15"
VPA,"3,68","3,87","3,75","2,48","2,46","2,36","2,41","2,46","2,80","3,06","3,16","3,10","2,83","2,55","2,22","1,52","1,26"
EBIT por ação,"1,93","1,45","0,81","0,72","0,59","0,43","0,37","-0,06","-0,25","0,01","0,31","0,47","0,50","0,49","0,34","0,33","0,15"
EBIT por ação *,"2,04","1,38","0,82","0,73","0,59","0,48","0,45","0,21","-0,26","0,00","0,35","0,50","0,50","0,50","0,34","0,32","0,16"
Ativo por ação,"25,40","19,34","14,55","12,47","10,87","9,80","8,94","8,94","7,96","7,86","7,47","7,60","6,60","6,11","4,71","3,23","2,09"
Receita líquida por ação,"8,34","6,43","4,52","4,15","3,41","2,88","2,80","2,24","1,44","2,61","3,02","3,53","3,35","2,78","2,06","1,50","0,73"
Margem bruta,"39,66%","36,39%","34,18%","33,93%","35,47%","34,82%","33,68%","27,17%","4,98%","11,51%","21,06%","23,26%","23,14%","27,53%","28,03%","31,73%","33,71%"
Margem líquida,"22,56%","21,73%","16,43%","11,82%","10,90%","10,00%","8,29%","-6,34%","-18,28%","-0,10%","9,95%","12,65%","13,56%","17,77%","16,93%","23,08%","20,95%"
Margem EBIT,"23,10%","22,55%","17,95%","17,36%","17,22%","14,75%","13,24%","-2,64%","-17,54%","0,22%","10,40%","13,27%","14,84%","17,53%","16,58%","22,08%","21,20%"
Margem EBIT *,"24,40%","21,45%","18,17%","17,53%","17,26%","16,59%","15,94%","9,56%","-17,75%","0,03%","11,62%","14,20%","14,79%","18,00%","16,48%","21,51%","22,26%"
Margem EBITDA,"24,96%","24,64%","20,52%","19,83%","20,10%","17,51%","15,70%","-0,92%","-14,48%","2,10%","13,10%","14,35%","15,73%","18,18%","17,54%","22,88%","22,81%"
Margem EBITDA *,"26,26%","23,55%","20,74%","20,00%","20,15%","19,35%","18,40%","11,29%","-14,69%","1,91%","14,31%","15,27%","15,69%","18,66%","17,45%","22,32%","23,88%"
Margem operacional,"24,83%","23,66%","18,55%","13,94%","12,90%","12,08%","10,55%","-4,40%","-16,05%","1,49%","11,44%","13,92%","14,92%","19,17%","19,27%","25,74%","23,96%"
ROE,"42,23%","32,72%","18,33%","17,64%","13,49%","11,20%","8,82%","-5,31%","-8,57%","-0,08%","8,79%","13,38%","14,77%","16,99%","14,73%","21,80%","11,69%"
ROA,"0,07","0,07","0,05","0,04","0,03","0,03","0,03","-0,02","-0,03","-0,00","0,04","0,06","0,07","0,08","0,07","0,11","0,07"
ROIC,"9,25%","9,08%","6,91%","7,25%","6,78%","5,42%","4,98%","-0,83%","-3,68%","0,09%","4,98%","7,71%","9,18%","9,40%","8,64%","11,78%","10,50%"
ROIC *,"9,77%","8,64%","7,00%","7,32%","6,79%","6,10%","6,00%","3,00%","-3,72%","0,01%","5,56%","8,24%","9,15%","9,66%","8,59%","11,48%","11,02%"
Giro do ativo,"0,33","0,33","0,31","0,33","0,31","0,29","0,31","0,25","0,18","0,33","0,40","0,46","0,51","0,46","0,44","0,47","0,35"
EBIT *,1.059 mi,718 mi,428 mi,379 mi,306 mi,248 mi,232 mi,111 mi,-134 mi,0 mi,182 mi,260 mi,257 mi,260 mi,176 mi,168 mi,84 mi
EBITDA,1.083 mi,825 mi,483 mi,428 mi,357 mi,262 mi,228 mi,-11 mi,-109 mi,28 mi,205 mi,263 mi,274 mi,263 mi,188 mi,178 mi,86 mi
EBITDA *,1.140 mi,788 mi,488 mi,432 mi,357 mi,290 mi,268 mi,131 mi,-111 mi,25 mi,224 mi,280 mi,273 mi,270 mi,187 mi,174 mi,90 mi
Liquidez corrente,"3,78","3,03","3,44","3,02","5,70","4,66","4,52","2,95","3,35","3,34","3,64","3,17","3,30","3,37","2,87","3,18","5,07"
Liquidez seca,"2,49","1,94","2,07","1,98","3,21","2,44","2,43","1,87","1,97","2,27","2,66","2,31","2,76","2,48","2,11","2,19","3,95"
Liquidez imediata,"0,74","0,53","0,61","0,80","1,46","1,28","1,03","0,94","0,59","0,57","0,65","0,74","0,66","0,49","0,53","0,46","1,84"
Dívida bruta,2.847 mi,1.633 mi,1.344 mi,1.420 mi,1.276 mi,1.070 mi,873 mi,997 mi,893 mi,906 mi,836 mi,948 mi,890 mi,793 mi,473 mi,302 mi,123 mi
Dívida líquida,664 mi,18 mi,16 mi,233 mi,227 mi,143 mi,143 mi,138 mi,410 mi,339 mi,337 mi,283 mi,347 mi,343 mi,122 mi,111 mi,-191 mi
Capital de giro,4.507 mi,3.063 mi,2.540 mi,1.858 mi,2.335 mi,2.094 mi,1.816 mi,1.486 mi,1.649 mi,1.764 mi,1.766 mi,1.861 mi,1.701 mi,1.804 mi,1.246 mi,896 mi,692 mi
