Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-0,24","-0,68","-165,32","-1,02","-0,95","-0,55","-9,10","-0,37","-1,21","-0,21","-0,21","-0,03","-0,07","-0,09","1,93","3,45","4,44"
P/VP,"-0,07","-0,14","-0,29","-0,24","-0,37","-0,34","-0,86","-0,18","-0,34","-0,28","0,61","0,01","0,02","0,01","0,08","0,12","0,15"
P/EBIT,"-2,04","4,38","2,35","27,73","-2,84","-0,77","9,74","-0,75","-2,09","-0,46","-0,80","0,06","-0,16","-0,45","0,23","0,59","0,93"
P/EBIT *,"-1,75","6,78","-5,73","32,07","-3,02","-0,81","-1,21","-1,15","-1,91","-0,45","-0,94","0,08","-0,16","-0,43","0,37","0,66","1,31"
PSR,"0,04","0,07","0,12","0,12","0,19","0,17","0,15","0,27","0,22","0,15","0,09","0,00","0,01","0,01","0,02","0,04","0,08"
P/Ativos,"0,08","0,11","0,17","0,13","0,19","0,11","0,10","0,22","0,16","0,09","0,06","0,00","0,01","0,01","0,02","0,04","0,06"
LPA,"-16,41","-8,85","-0,06","-7,82","-9,84","-9,42","-0,55","-20,70","-5,79","-20,27","-15,96","-6,13","-6,24","-5,03","0,93","0,74","0,81"
VPA,"-58,20","-41,79","-32,94","-32,88","-25,07","-15,23","-5,81","-41,39","-20,69","-14,90","5,37","20,92","25,72","31,90","22,77","21,39","23,74"
EBIT por ação,"-1,95","1,38","4,04","0,29","-3,29","-6,73","0,51","-10,11","-3,35","-9,14","-4,12","3,10","-2,52","-0,99","7,80","4,29","3,86"
EBIT por ação *,"-2,28","0,89","-1,66","0,25","-3,10","-6,41","-4,14","-6,59","-3,68","-9,26","-3,51","2,28","-2,58","-1,02","4,90","3,83","2,75"
Ativo por ação,"48,94","53,35","54,65","60,18","49,79","48,70","50,82","34,87","42,93","46,79","51,41","65,37","78,49","78,73","78,01","70,53","58,42"
Receita líquida por ação,"92,72","91,09","76,23","68,26","49,31","29,71","32,80","27,91","32,23","28,28","38,69","52,98","49,17","73,30","82,10","67,60","46,91"
Margem bruta,"12,71%","14,85%","12,22%","14,15%","7,56%","-1,27%","7,68%","3,14%","8,33%","-10,10%","7,10%","18,54%","9,95%","13,12%","20,13%","18,64%","20,88%"
Margem líquida,"-17,70%","-9,72%","-0,08%","-11,45%","-19,95%","-31,69%","-1,67%","-74,26%","-17,98%","-71,75%","-41,30%","-11,58%","-12,70%","-6,88%","1,13%","1,09%","1,74%"
Margem EBIT,"-2,11%","1,52%","5,30%","0,42%","-6,67%","-22,66%","1,57%","-36,22%","-10,40%","-32,30%","-10,65%","5,84%","-5,13%","-1,34%","9,49%","6,35%","8,24%"
Margem EBIT *,"-2,46%","0,98%","-2,18%","0,37%","-6,28%","-21,59%","-12,61%","-23,61%","-11,41%","-32,76%","-9,07%","4,30%","-5,26%","-1,39%","5,97%","5,67%","5,86%"
Margem EBITDA,"3,60%","6,58%","11,00%","6,66%","2,82%","-6,08%",--%,"-24,59%","0,18%","-20,29%","-1,50%","12,70%","2,31%","3,81%","13,19%","10,27%","13,98%"
Margem EBITDA *,"3,24%","6,04%","3,52%","6,60%","3,20%","-5,01%",--%,"-11,98%","-0,83%","-20,75%","0,07%","11,16%","2,18%","3,77%","9,66%","9,60%","11,60%"
Margem operacional,"-17,70%","-11,86%","-6,27%","-11,31%","-19,93%","-31,50%","-1,26%","-73,17%","-36,59%","-69,62%","-28,12%","-4,61%","-12,54%","-8,64%","2,44%","0,40%","1,09%"
ROE,"28,20%","21,18%","0,17%","23,77%","39,25%","61,84%","9,45%","50,02%","27,99%","136,06%","-297,20%","-29,30%","-24,26%","-15,78%","4,07%","3,45%","3,42%"
ROA,"-0,34","-0,17","-0,00","-0,13","-0,20","-0,19","-0,01","-0,59","-0,14","-0,43","-0,31","-0,09","-0,08","-0,06","0,01","0,01","0,01"
ROIC,"-5,18%","3,17%","8,93%","0,56%","-7,66%","-15,65%","1,08%","-30,70%","-8,66%","-20,93%","-8,69%","5,03%","-3,56%","-1,37%","11,11%","6,74%","7,11%"
ROIC *,"-6,06%","2,05%","-3,67%","0,49%","-7,21%","-14,91%","-8,69%","-20,01%","-9,50%","-21,23%","-7,40%","3,70%","-3,65%","-1,41%","6,98%","6,02%","5,06%"
Giro do ativo,"1,89","1,71","1,39","1,13","0,99","0,61","0,65","0,80","0,75","0,60","0,75","0,81","0,63","0,93","1,05","0,96","0,80"
EBIT *,-29 mi,11 mi,-21 mi,3 mi,-39 mi,-80 mi,-52 mi,-82 mi,-46 mi,-116 mi,-44 mi,28 mi,-33 mi,-13 mi,60 mi,47 mi,34 mi
EBITDA,41 mi,74 mi,104 mi,56 mi,17 mi,-23 mi,--,-86 mi,0 mi,-72 mi,-8 mi,83 mi,14 mi,34 mi,134 mi,86 mi,81 mi
EBITDA *,37 mi,68 mi,33 mi,55 mi,19 mi,-19 mi,--,-42 mi,-4 mi,-73 mi,0 mi,73 mi,13 mi,34 mi,98 mi,80 mi,67 mi
Liquidez corrente,"0,27","0,48","0,45","0,42","0,44","0,61","0,44","0,07","0,12","0,12","0,19","0,51","0,61","0,82","0,67","0,95","0,77"
Liquidez seca,"0,15","0,30","0,24","0,22","0,18","0,46","0,30","0,03","0,06","0,05","0,09","0,30","0,32","0,48","0,35","0,54","0,39"
Liquidez imediata,"0,04","0,07","0,04","0,04","0,03","0,12","0,05","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,01","0,01","0,00"
Dívida bruta,265 mi,318 mi,295 mi,326 mi,194 mi,183 mi,195 mi,444 mi,370 mi,333 mi,323 mi,386 mi,462 mi,428 mi,502 mi,404 mi,276 mi
Dívida líquida,239 mi,282 mi,278 mi,302 mi,182 mi,150 mi,178 mi,444 mi,369 mi,333 mi,322 mi,385 mi,460 mi,426 mi,499 mi,402 mi,275 mi
Capital de giro,-480 mi,-260 mi,-266 mi,-367 mi,-258 mi,-106 mi,-179 mi,-710 mi,-558 mi,-632 mi,-424 mi,-160 mi,-150 mi,-65 mi,-178 mi,-17 mi,-71 mi
Endividamento geral,"-184,09%","-227,65%","-265,92%","-283,01%","-298,64%","-419,80%","-974,59%","-184,15%","-307,28%","-413,77%","856,05%","212,13%","204,87%","146,51%","241,91%","229,15%","145,65%"
