Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Ativo por ação,"221,31","219,48","325,40","751,88","872,39","708,71","472,57","639,15","552,93","553,40","536,04","575,81","1.921,69","2.713,63","3.112,96","1.413,07","1.082,43","212,48"
Receita líquida por ação,"26,38","26,26","20,46","14,37","10,12","8,39","3,51","3,82","2,88","3,38","0,35","59,94","232,23","236,69","137,79","45,82","2,81","0,00"
Margem bruta,"99,98%","100,00%","100,00%","100,00%","100,00%","90,15%","90,75%","100,00%","100,00%","100,00%","-570,63%","-5,94%","24,89%","59,24%","40,03%","43,52%","6,42%",--%
Margem líquida,"-1.388,60%","-1.339,08%","-2.480,74%","-2.632,43%","-905,36%","465,27%","-7.887,74%","-4.733,44%","-4.719,37%","-5.432,26%","-134.891,77%","-330,14%","-579,54%","-322,07%","-7,54%","3,25%","-873,62%",--%
Margem EBIT,"-284,49%","-294,42%","-1.508,48%","-770,50%","1.751,30%","3.158,36%","-5.258,34%","-1.754,80%","-738,75%","-1.764,31%","-88.193,23%","-205,66%","-536,99%","-307,99%","-8,08%","-87,09%","-1.948,78%",--%
Margem EBIT *,"7,72%","-4,96%","-111,80%","-51,87%","-72,92%","-241,06%","-275,54%","-178,69%","-745,31%","-1.553,68%","-52.132,85%","-23,70%","0,72%","38,86%","-4,64%","-86,93%","-1.948,78%",--%
Margem EBITDA,"-283,82%","-293,91%","-1.507,96%","-750,14%","1.787,29%","3.218,64%","-5.127,92%","-1.634,60%","-723,59%","-1.730,84%","-87.837,51%","-203,45%","-518,50%","-294,31%","4,36%","-77,96%","-1.947,33%",--%
Margem EBITDA *,"8,39%","-4,44%","-111,28%","-31,51%","-36,93%","-180,78%","-145,11%","-58,49%","-730,14%","-1.520,22%","-51.777,13%","-21,49%","19,20%","52,54%","7,81%","-77,80%","-1.947,33%",--%
Margem operacional,"-1.480,40%","-1.432,29%","-2.984,59%","-2.891,02%","-396,90%","1.620,31%","-8.153,76%","-4.733,40%","-4.715,66%","-5.705,64%","-134.888,84%","-330,12%","-584,07%","-313,75%","-11,76%","7,86%","-1.243,83%",--%
ROE,"11,30%","11,16%","18,13%","17,49%","5,13%","-2,30%","15,97%","12,41%","10,65%","16,11%","48,20%","26,59%","226,98%","-108,91%","-0,98%","0,17%","-3,17%","-117,56%"
ROA,"-1,66","-1,60","-1,56","-0,50","-0,10","0,06","-0,59","-0,28","-0,25","-0,33","-0,87","-0,34","-0,70","-0,28","-0,00","0,00","-0,02","-0,05"
ROIC,"-35,07%","-36,55%","-95,51%","-15,12%","22,10%","41,93%","-46,07%","-11,89%","-4,38%","-11,78%","-63,63%","-22,99%","-80,46%","-31,28%","-0,46%","-4,09%","-14,97%","-5,54%"
ROIC *,"0,95%","-0,62%","-7,08%","-1,02%","-0,92%","-3,20%","-2,41%","-1,21%","-4,42%","-10,37%","-37,61%","-2,65%","0,11%","3,95%","-0,26%","-4,08%","-14,97%","-1,61%"
Giro do ativo,"0,12","0,12","0,06","0,02","0,01","0,01","0,01","0,01","0,01","0,01","0,00","0,10","0,12","0,09","0,04","0,03","0,00","0,00"
EBIT *,6 mi,-5 mi,-73 mi,-24 mi,-24 mi,-64 mi,-31 mi,-22 mi,-68 mi,-166 mi,-570 mi,-45 mi,5 mi,289 mi,-21 mi,-126 mi,-173 mi,-11 mi
EBITDA,-236 mi,-243 mi,-972 mi,-340 mi,569 mi,849 mi,-567 mi,-197 mi,-66 mi,-184 mi,-961 mi,-384 mi,-3.791 mi,-2.193 mi,18 mi,-113 mi,-173 mi,-37 mi
EBITDA *,6 mi,-4 mi,-72 mi,-15 mi,-12 mi,-48 mi,-17 mi,-8 mi,-67 mi,-162 mi,-566 mi,-41 mi,140 mi,391 mi,33 mi,-113 mi,-173 mi,-11 mi
Liquidez corrente,"0,05","0,04","0,01","0,01","0,04","0,02","0,02","0,03","0,03","0,02","0,07","0,44","1,02","0,69","0,71","1,94","5,21","0,01"
Liquidez seca,"0,05","0,04","0,01","0,01","0,04","0,02","0,02","0,03","0,03","0,02","0,06","0,44","0,96","0,67","0,70","1,94","5,21","0,01"
Liquidez imediata,"0,02","0,02","0,00","0,00","0,02","0,01","0,00","0,00","0,00","0,00","0,00","0,03","0,04","0,03","0,55","1,52","4,92","0,01"
Dívida bruta,7.933 mi,7.675 mi,6.721 mi,6.049 mi,5.344 mi,4.754 mi,4.500 mi,4.307 mi,4.016 mi,3.729 mi,3.377 mi,2.951 mi,5.893 mi,5.027 mi,5.445 mi,1.154 mi,818 mi,627 mi
Dívida líquida,7.921 mi,7.666 mi,6.720 mi,6.047 mi,5.326 mi,4.750 mi,4.499 mi,4.306 mi,4.016 mi,3.727 mi,3.377 mi,2.942 mi,5.692 mi,4.861 mi,3.740 mi,120 mi,-1.420 mi,619 mi
Capital de giro,-596 mi,-579 mi,-948 mi,-824 mi,-744 mi,-601 mi,-538 mi,-506 mi,-400 mi,-447 mi,-423 mi,-170 mi,65 mi,-1.712 mi,-875 mi,639 mi,1.915 mi,-633 mi
Endividamento geral,"-106,83%","-106,97%","-111,62%","-134,76%","-148,83%","-141,80%","-127,25%","-143,90%","-143,36%","-148,60%","-155,17%","-177,36%","-424,09%","287,67%","194,04%","64,74%","40,00%","2.257,30%"
