Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-67,54","-0,53","-11,64","-10,20","-11,77","-13,34","-15,94",-,-,-,-,-,-,-,-,-,-
P/VP,"1,44","0,16","7,68","5,93","8,46","4,93","5,79",-,-,-,-,-,-,-,-,-,-
P/EBIT,"-86,22","-0,51","-13,02","-10,95","-14,38","-17,03","-16,91",-,-,-,-,-,-,-,-,-,-
P/EBIT *,"85,84","-0,57","-13,90","-12,78","-14,88","-17,56","-19,13",-,-,-,-,-,-,-,-,-,-
PSR,"1,68","0,29","7,99","9,00","8,82","16,10","99,46",-,-,-,-,-,-,-,-,-,-
P/Ativos,"0,86","0,09","2,74","2,33","2,55","2,17","2,29",-,-,-,-,-,-,-,-,-,-
LPA,"-0,05","-0,56","-0,59","-0,68","-0,59","-0,52","-0,41",-,-,-,-,-,-,-,-,-,-
VPA,"2,29","1,92","0,90","1,16","0,82","1,40","1,12",-,-,-,-,-,-,-,-,-,-
EBIT por ação,"-0,04","-0,59","-0,53","-0,63","-0,48","-0,41","-0,38",-,-,-,-,-,-,-,-,-,-
EBIT por ação *,"0,04","-0,52","-0,50","-0,54","-0,46","-0,39","-0,34",-,-,-,-,-,-,-,-,-,-
Ativo por ação,"3,83","3,40","2,52","2,96","2,70","3,18","2,84",-,-,-,-,-,-,-,-,-,-
Receita líquida por ação,"1,97","1,04","0,86","0,77","0,78","0,43","0,07",-,-,-,-,-,-,-,-,-,-
Margem bruta,"31,55%","12,51%","19,68%","15,24%","25,15%","23,75%","5,83%","15,64%","34,95%",--%,"100,00%",--%,"100,00%",--%,"61,85%","50,29%","64,14%"
Margem líquida,"-2,48%","-54,05%","-68,65%","-88,19%","-74,95%","-120,62%","-624,02%","-2.717,88%","-37.017,48%",--%,"1.108,70%",--%,"-3.960,24%",--%,"-2.702,31%","-487,23%","-941,94%"
Margem EBIT,"-1,95%","-56,83%","-61,36%","-82,17%","-61,30%","-94,49%","-588,22%","-2.341,89%","-34.389,32%",--%,"-408,70%",--%,"-2.890,55%",--%,"-2.210,98%","-483,69%","-577,30%"
Margem EBIT *,"1,95%","-50,24%","-57,50%","-70,40%","-59,27%","-91,67%","-519,95%","-2.066,35%","-30.292,23%",--%,"-2.583,80%",--%,"-3.772,83%",--%,"-2.180,35%","-481,19%","-513,65%"
Margem EBITDA,"1,24%","-56,83%","-61,36%","-70,49%","-61,30%","-76,61%","-536,61%","-2.230,78%","-33.908,74%",--%,--%,--%,--%,--%,--%,"-462,14%",--%
Margem EBITDA *,"5,13%","-50,24%","-57,50%","-58,73%","-59,27%","-73,79%","-468,34%","-1.955,24%","-29.811,65%",--%,--%,--%,--%,--%,--%,"-459,64%",--%
Margem operacional,"-2,58%","-53,60%","-68,36%","-88,79%","-74,50%","-120,52%","-623,59%","-2.715,77%","-39.836,89%",--%,"2.091,03%",--%,"-3.960,24%",--%,"-2.702,31%","-487,23%","-941,94%"
ROE,"-2,13%","-29,39%","-66,00%","-58,17%","-71,93%","-36,96%","-36,35%","-40,12%","-64,30%","-69,18%","7,19%","-11,87%","-9,23%","64,29%","53,38%","105,22%","38.180,00%"
ROA,"-0,01","-0,17","-0,24","-0,23","-0,22","-0,16","-0,14","-0,14","-0,15","-0,19","0,04","-0,07","-0,07","-2,02","-0,37","-0,87","-0,54"
ROIC,"-1,26%","-28,00%","-27,55%","-32,36%","-22,10%","-19,69%","-21,50%","-18,45%","-17,43%","-17,44%","-2,83%","-17,46%","-6,89%","-272,09%","-47,52%","-111,16%","-98,29%"
ROIC *,"1,27%","-24,76%","-25,82%","-27,72%","-21,37%","-19,10%","-19,00%","-16,28%","-15,35%","-14,64%","-19,17%","-16,47%","-9,25%","-177,29%","-46,57%","-110,59%","-87,45%"
Giro do ativo,"0,51","0,31","0,34","0,26","0,29","0,13","0,02","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,18","0,06"
EBIT *,5 mi,-72 mi,-68 mi,-74 mi,-64 mi,-54 mi,-47 mi,-33 mi,-32 mi,-28 mi,-21 mi,-16 mi,-11 mi,-8 mi,-5 mi,-5 mi,-4 mi
