Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-13,46","-23,53","3,32","-6,84","45,77","16,48","14,52","77,79","11,38","14,49","5,34","11,74","5,94","9,32","14,00","10,49","7,47"
P/VP,"0,81","0,50","0,59","0,37","0,90","0,93","0,85","0,87","0,97","0,83","0,69","1,24","1,37","2,30","1,83","1,44","1,65"
P/EBIT,"11,03","8,51","1,84","3,66","9,18","6,55","5,94","8,05","4,54","3,70","2,56","6,22","3,63","5,69","7,63","5,84","5,13"
P/EBIT *,"13,31","6,81","1,80","3,68","9,33","6,66","6,05","7,95","4,57","3,73","2,61","6,34","3,64","5,69","7,66","5,65","4,97"
PSR,"2,89","1,51","0,72","1,43","4,84","4,21","3,37","3,30","2,46","2,45","1,82","4,65","2,30","3,70","3,92","4,17","1,81"
P/Ativos,"0,29","0,27","0,28","0,16","0,40","0,47","0,42","0,45","0,45","0,36","0,28","0,58","0,65","0,99","0,78","0,61","0,81"
LPA,"-1,11","-0,57","5,29","-1,39","0,53","1,51","1,50","0,27","2,06","1,32","2,83","2,09","4,31","3,83","1,67","1,59","2,31"
VPA,"18,50","26,74","29,62","25,58","26,80","26,79","25,48","24,25","24,29","22,92","21,81","19,77","18,65","15,53","12,74","11,58","10,44"
EBIT por ação,"1,36","1,57","9,56","2,60","2,63","3,80","3,66","2,62","5,18","5,17","5,89","3,95","7,05","6,28","3,06","2,86","3,36"
EBIT por ação *,"1,13","1,96","9,76","2,58","2,59","3,74","3,59","2,65","5,14","5,13","5,78","3,87","7,04","6,27","3,05","2,96","3,47"
Ativo por ação,"52,56","49,77","61,74","60,96","59,66","53,26","51,21","47,17","51,70","52,93","52,97","42,09","39,25","36,15","30,14","27,58","21,31"
Receita líquida por ação,"5,19","8,81","24,25","6,67","4,99","5,92","6,45","6,39","9,57","7,80","8,27","5,29","11,16","9,65","5,96","4,00","9,55"
Margem bruta,"48,82%","36,03%","49,42%","60,63%","79,97%","80,32%","74,48%","58,86%","67,32%","79,65%","81,63%","88,17%","70,06%","72,81%","62,78%","83,48%","41,74%"
Margem líquida,"-16,16%","-6,47%","21,69%","-21,53%","10,55%","25,98%","23,34%","4,61%","21,74%","17,07%","34,24%","39,72%","38,69%","39,64%","28,00%","39,76%","24,19%"
Margem EBIT,"26,19%","17,78%","39,43%","38,93%","52,67%","64,24%","56,74%","40,96%","54,11%","66,32%","71,28%","74,74%","63,21%","65,03%","51,39%","71,35%","35,21%"
Margem EBIT *,"21,70%","22,23%","40,27%","38,72%","51,82%","63,15%","55,65%","41,46%","53,70%","65,78%","69,90%","73,27%","63,13%","65,00%","51,20%","73,79%","36,33%"
Margem EBITDA,"43,84%","28,55%","43,05%","54,85%","70,18%","78,17%","68,40%","51,95%","61,75%","76,03%","71,28%","83,03%","63,21%","69,97%","51,39%","71,35%","39,24%"
Margem EBITDA *,"39,35%","33,00%","43,89%","54,65%","69,33%","77,08%","67,31%","52,45%","61,34%","75,48%","69,90%","81,56%","63,13%","69,95%","51,20%","73,79%","40,37%"
Margem operacional,"-9,59%","-2,27%","23,66%","-15,01%","18,57%","38,81%","28,55%","10,63%","28,96%","29,61%","40,56%","52,09%","50,40%","50,34%","34,81%","47,80%","29,46%"
ROE,"-4,52%","-2,12%","17,53%","-5,58%","1,95%","5,71%","5,87%","1,21%","8,54%","5,79%","12,95%","10,58%","23,05%","24,63%","13,10%","13,76%","22,12%"
