Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
ROA,"-0,02","-0,01","0,09","-0,02","0,01","0,03","0,03","0,01","0,04","0,03","0,05","0,05","0,11","0,11","0,06","0,06","0,11"
ROIC,"3,23%","3,48%","17,32%","4,51%","4,55%","8,34%","7,92%","6,17%","11,34%","10,68%","12,25%","10,83%","22,92%","21,04%","12,26%","12,97%","23,94%"
ROIC *,"2,67%","4,36%","17,69%","4,49%","4,48%","8,20%","7,77%","6,24%","11,26%","10,59%","12,01%","10,62%","22,90%","21,03%","12,21%","13,42%","24,70%"
Giro do ativo,"0,10","0,18","0,39","0,11","0,08","0,11","0,13","0,14","0,19","0,15","0,16","0,13","0,28","0,27","0,20","0,15","0,45"
EBIT *,65 mi,113 mi,563 mi,149 mi,149 mi,215 mi,207 mi,153 mi,296 mi,296 mi,333 mi,223 mi,406 mi,362 mi,176 mi,170 mi,200 mi
EBITDA,131 mi,145 mi,602 mi,211 mi,202 mi,267 mi,254 mi,191 mi,341 mi,342 mi,340 mi,253 mi,407 mi,389 mi,176 mi,164 mi,216 mi
EBITDA *,117 mi,167 mi,614 mi,210 mi,199 mi,263 mi,250 mi,193 mi,338 mi,339 mi,333 mi,249 mi,406 mi,389 mi,176 mi,170 mi,222 mi
Liquidez corrente,"1,78","3,02","2,77","2,56","0,53","2,73","4,49","2,15","2,47","1,71","2,14","2,37","2,71","2,09","1,87","2,33","3,76"
Liquidez seca,"1,78","3,02","2,77","2,56","0,53","2,73","4,49","2,15","2,47","1,71","2,14","2,37","2,71","2,09","1,87","2,33","3,76"
Liquidez imediata,"0,00","0,03","0,34","0,08","0,04","1,93","0,66","0,06","0,31","0,30","0,90","1,49","1,65","0,43","1,00","0,84","2,91"
Dívida bruta,1.025 mi,1.162 mi,1.556 mi,1.945 mi,1.801 mi,1.438 mi,1.417 mi,1.238 mi,1.498 mi,1.658 mi,1.725 mi,1.176 mi,1.101 mi,1.071 mi,912 mi,838 mi,563 mi
Dívida líquida,425 mi,886 mi,1.179 mi,1.747 mi,1.690 mi,997 mi,1.128 mi,966 mi,1.147 mi,1.398 mi,1.444 mi,853 mi,611 mi,706 mi,615 mi,518 mi,143 mi
Capital de giro,303 mi,536 mi,668 mi,363 mi,-255 mi,371 mi,299 mi,192 mi,297 mi,136 mi,187 mi,254 mi,356 mi,227 mi,175 mi,236 mi,340 mi
Endividamento geral,"183,45%","84,95%","105,81%","136,63%","120,53%","97,64%","99,77%","94,02%","112,31%","130,41%","142,46%","111,90%","109,63%","132,68%","136,53%","138,29%","104,12%"
