Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"3,76","3,33","3,11","6,27","3,10","3,39","5,10","5,03","5,89","-29,88","-4,15","6,31","22,25","5,70","12,19","12,15","7,95","9,18"
P/VP,"1,02","0,94","0,49","0,59","0,42","0,76","0,88","0,54","0,48","0,32","0,50","0,26","0,41","0,82","1,79","2,30","1,58","1,57"
P/EBIT,"3,03","2,56","2,17","3,08","2,19","3,05","4,02","2,65","3,27","3,56","-6,00","1,49","3,87","3,34","8,50","9,89","7,19","7,74"
P/EBIT *,"4,27","3,87","4,94","4,80","2,41","2,99","5,11","9,68","9,26","20,04","34,50","4,14","4,85","8,51","10,08","9,89","8,81","23,06"
PSR,"1,99","1,81","1,65","1,78","1,03","1,69","2,80","2,54","2,21","1,90","2,81","1,08","1,58","2,71","3,81","2,92","2,21","2,87"
P/Ativos,"0,40","0,34","0,20","0,26","0,20","0,40","0,45","0,28","0,22","0,15","0,23","0,10","0,16","0,34","0,80","1,04","0,79","0,78"
LPA,"2,80","2,77","1,25","0,66","0,94","1,47","0,94","0,47","0,27","-0,03","-0,38","0,16","0,06","0,47","0,41","0,32","0,31","0,23"
VPA,"10,33","9,86","7,92","7,03","6,94","6,53","5,48","4,41","3,26","3,10","3,14","3,87","3,32","3,23","2,79","1,69","1,56","1,33"
EBIT por ação,"3,48","3,60","1,79","1,35","1,33","1,63","1,19","0,89","0,48","0,28","-0,26","0,67","0,35","0,80","0,59","0,39","0,34","0,27"
EBIT por ação *,"2,47","2,38","0,79","0,87","1,21","1,66","0,94","0,24","0,17","0,05","0,05","0,24","0,28","0,31","0,50","0,39","0,28","0,09"
Ativo por ação,"26,56","27,18","19,44","16,20","14,92","12,30","10,65","8,54","7,04","6,53","6,85","9,60","8,49","7,75","6,26","3,72","3,12","2,65"
Receita líquida por ação,"5,28","5,09","2,35","2,33","2,83","2,94","1,71","0,93","0,71","0,52","0,56","0,92","0,86","0,98","1,31","1,33","1,12","0,73"
Margem bruta,"63,21%","63,44%","57,11%","59,13%","60,02%","69,44%","69,23%","48,74%","50,19%","41,37%","39,25%","43,10%","49,06%","46,76%","50,53%","43,07%","39,55%","32,82%"
Margem líquida,"52,58%","53,71%","53,58%","31,24%","33,25%","48,88%","54,58%","51,30%","40,24%","-7,66%","-67,06%","17,39%","7,34%","47,67%","31,43%","24,28%","27,98%","31,41%"
Margem EBIT,"65,84%","70,73%","76,11%","57,79%","46,89%","55,47%","69,73%","95,95%","67,65%","53,38%","-46,74%","72,63%","40,91%","81,11%","44,87%","29,56%","30,81%","37,00%"
Margem EBIT *,"46,74%","46,84%","33,51%","37,13%","42,66%","56,55%","54,86%","26,29%","23,86%","9,49%","8,13%","26,15%","32,65%","31,84%","37,83%","29,56%","25,13%","12,42%"
Margem EBITDA,"67,89%","72,20%","80,69%","61,26%","50,14%","58,32%","71,91%","99,83%","70,44%","57,27%","-42,28%","75,39%","42,75%","82,69%","45,03%","31,99%","34,06%","50,99%"
Margem EBITDA *,"48,79%","48,30%","38,09%","40,60%","45,91%","59,40%","57,04%","30,17%","26,65%","13,39%","12,59%","28,91%","34,48%","33,42%","37,98%","31,98%","28,39%","26,41%"
Margem operacional,"56,37%","60,83%","61,91%","44,93%","37,06%","49,60%","64,16%","74,21%","43,46%","11,34%","-116,47%","39,05%","18,59%","71,49%","39,52%","27,12%","29,96%","35,07%"
ROE,"25,46%","26,18%","14,76%","9,53%","12,87%","21,58%","16,69%","10,69%","8,62%","-1,27%","-11,86%","4,12%","1,88%","14,43%","14,69%","18,90%","19,79%","17,02%"
ROA,"0,10","0,10","0,06","0,04","0,06","0,12","0,09","0,06","0,04","-0,01","-0,06","0,02","0,01","0,06","0,07","0,09","0,10","0,09"
ROIC,"17,10%","18,55%","10,40%","8,83%","9,79%","14,78%","13,08%","11,67%","7,23%","4,33%","-3,99%","7,30%","4,47%","11,76%","11,13%","14,24%","16,30%","13,27%"
ROIC *,"12,14%","12,29%","4,58%","5,67%","8,90%","15,07%","10,29%","3,20%","2,55%","0,77%","0,70%","2,63%","3,57%","4,62%","9,38%","14,24%","13,30%","4,46%"
Giro do ativo,"0,20","0,19","0,12","0,14","0,19","0,24","0,16","0,11","0,10","0,08","0,08","0,10","0,10","0,13","0,21","0,36","0,36","0,27"
EBIT *,1.689 mi,1.629 mi,538 mi,591 mi,825 mi,1.135 mi,642 mi,167 mi,115 mi,33 mi,31 mi,164 mi,191 mi,213 mi,339 mi,268 mi,191 mi,61 mi
EBITDA,2.453 mi,2.511 mi,1.297 mi,976 mi,970 mi,1.170 mi,841 mi,635 mi,342 mi,203 mi,-163 mi,475 mi,251 mi,554 mi,404 mi,290 mi,259 mi,253 mi
EBITDA *,1.762 mi,1.680 mi,612 mi,646 mi,888 mi,1.192 mi,667 mi,192 mi,129 mi,47 mi,48 mi,182 mi,202 mi,224 mi,341 mi,290 mi,216 mi,131 mi
Liquidez corrente,"1,92","1,76","1,75","2,18","4,08","2,42","1,72","2,16","0,97","0,91","1,20","1,13","1,77","3,34","3,67","2,40","2,79","1,98"
Liquidez seca,"1,47","1,41","1,08","1,24","2,54","2,09","1,50","1,81","0,80","0,60","1,12","0,85","1,20","2,53","2,89","1,98","2,43","1,61"
Liquidez imediata,"0,68","0,80","0,47","0,26","0,35","0,50","0,45","0,67","0,06","0,03","0,12","0,09","0,41","1,02","1,20","1,04","1,43","0,87"
Dívida bruta,5.401 mi,5.857 mi,4.490 mi,3.264 mi,3.061 mi,1.976 mi,1.567 mi,1.206 mi,1.192 mi,1.338 mi,1.488 mi,1.916 mi,2.465 mi,2.167 mi,1.655 mi,1.028 mi,678 mi,444 mi
Dívida líquida,1.158 mi,537 mi,2.962 mi,2.620 mi,2.135 mi,1.099 mi,525 mi,669 mi,957 mi,1.305 mi,1.380 mi,1.725 mi,2.096 mi,1.556 mi,1.068 mi,427 mi,31 mi,48 mi
Capital de giro,3.429 mi,3.467 mi,1.798 mi,1.463 mi,2.377 mi,1.198 mi,781 mi,500 mi,-24 mi,-30 mi,119 mi,210 mi,576 mi,1.209 mi,1.133 mi,752 mi,756 mi,447 mi
Endividamento geral,"143,37%","160,39%","127,77%","112,10%","103,91%","85,01%","90,30%","90,98%","112,37%","107,94%","115,12%","146,37%","153,55%","139,15%","122,57%","117,92%","97,75%","98,08%"
