Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Giro do ativo,"0,33","0,31","0,30","0,32","0,32","0,30","0,24","0,28","0,35","0,35","0,28","0,19","0,20","0,34","0,31","0,25","0,28","0,32"
EBIT *,2.462 mi,1.750 mi,1.727 mi,2.475 mi,2.462 mi,1.908 mi,1.065 mi,474 mi,1.184 mi,1.163 mi,1.023 mi,902 mi,846 mi,945 mi,781 mi,461 mi,495 mi,378 mi
EBITDA,2.971 mi,2.081 mi,2.101 mi,2.756 mi,2.651 mi,2.101 mi,1.440 mi,1.206 mi,1.318 mi,1.236 mi,1.099 mi,990 mi,926 mi,1.001 mi,868 mi,534 mi,617 mi,475 mi
EBITDA *,2.941 mi,2.067 mi,2.008 mi,2.713 mi,2.631 mi,2.042 mi,1.186 mi,595 mi,1.272 mi,1.240 mi,1.095 mi,1.009 mi,956 mi,1.049 mi,879 mi,574 mi,544 mi,421 mi
Liquidez corrente,"1,95","1,47","1,70","1,74","1,63","2,34","3,01","3,00","3,03","2,30","2,99","2,92","1,61","1,97","2,42","2,95","2,57","1,38"
Liquidez seca,"1,35","0,97","1,20","1,27","1,21","1,87","2,66","2,58","2,61","2,03","2,74","2,81","1,39","1,66","2,15","2,61","2,30","1,13"
Liquidez imediata,"0,67","0,40","0,44","0,56","0,55","0,82","1,81","1,42","1,17","0,01","0,77","0,82","0,61","0,60","1,05","1,62","1,38","0,38"
Dívida bruta,8.543 mi,9.311 mi,9.380 mi,9.937 mi,9.607 mi,7.360 mi,5.513 mi,1.402 mi,564 mi,656 mi,860 mi,4.921 mi,4.804 mi,3.908 mi,3.959 mi,4.546 mi,2.950 mi,794 mi
Dívida líquida,6.232 mi,7.665 mi,7.640 mi,7.356 mi,6.745 mi,5.073 mi,769 mi,-844 mi,-1.083 mi,-866 mi,-488 mi,2.165 mi,2.974 mi,2.750 mi,2.223 mi,1.950 mi,540 mi,295 mi
Capital de giro,3.278 mi,1.937 mi,2.741 mi,3.433 mi,3.304 mi,3.715 mi,5.275 mi,3.156 mi,2.854 mi,2.216 mi,3.468 mi,6.421 mi,1.836 mi,1.857 mi,2.352 mi,3.118 mi,2.738 mi,492 mi
Endividamento geral,"84,10%","100,87%","102,94%","112,79%","122,94%","101,54%","86,67%","36,85%","27,69%","30,92%","30,72%","97,04%","85,76%","76,62%","84,27%","100,50%","97,41%","78,30%"
