Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"9,54","13,58","9,77","12,92","13,97","17,85","14,70","14,15","12,93","20,91","13,71","27,19","27,38","35,76","43,16","-130,24","45,40","42,47"
P/VP,"1,14","1,30","1,08","1,85","2,23","2,42","2,06","1,89","1,77","2,61","1,85","1,90","1,47","1,30","1,28","1,07","2,35","3,63"
P/EBIT,"6,44","9,20","7,20","8,46","9,55","12,06","14,43","15,17","11,87","17,39","15,72","17,22","13,50","10,24","11,42","16,91","20,91","28,70"
P/EBIT *,"6,52","9,28","7,59","8,60","9,63","12,44","17,87","34,70","12,33","17,34","15,78","16,86","13,02","9,71","11,25","15,43","24,00","32,75"
PSR,"1,86","2,11","1,76","2,69","3,14","4,00","4,66","5,00","3,92","5,76","5,00","5,15","3,98","2,16","2,27","2,14","4,26","6,31"
P/Ativos,"0,62","0,65","0,53","0,87","1,00","1,20","1,10","1,38","1,38","1,99","1,42","0,96","0,79","0,73","0,70","0,53","1,19","2,04"
LPA,"2,39","1,70","1,90","2,34","2,41","1,89","1,84","1,65","1,60","1,37","1,67","0,80","0,57","0,36","0,29","-0,08","0,37","0,41"
VPA,"20,06","17,79","17,18","16,34","15,12","13,96","13,13","12,37","11,74","10,99","12,37","11,41","10,62","10,05","9,76","9,44","7,19","4,85"
EBIT por ação,"3,54","2,51","2,59","3,58","3,53","2,80","1,87","1,54","1,75","1,65","1,46","1,26","1,16","1,27","1,09","0,60","0,81","0,61"
EBIT por ação *,"3,50","2,49","2,45","3,52","3,50","2,71","1,51","0,67","1,68","1,65","1,45","1,28","1,20","1,34","1,11","0,66","0,70","0,54"
Ativo por ação,"36,93","35,74","34,88","34,81","33,74","28,15","24,50","16,93","15,00","14,39","16,17","22,48","19,73","17,76","17,98","18,93","14,19","8,66"
Receita líquida por ação,"12,27","10,94","10,57","11,24","10,72","8,43","5,81","4,68","5,29","4,97","4,59","4,20","3,93","6,05","5,50","4,72","3,97","2,79"
Margem bruta,"60,74%","59,04%","58,86%","63,12%","63,10%","64,05%","64,30%","63,30%","71,56%","73,52%","74,19%","74,75%","75,57%","64,55%","62,19%","60,28%","59,29%","56,30%"
Margem líquida,"19,43%","15,46%","17,88%","20,85%","22,51%","22,41%","31,67%","35,33%","30,33%","27,57%","36,48%","18,94%","14,55%","6,03%","5,26%","-1,64%","9,38%","14,85%"
Margem EBIT,"28,87%","22,92%","24,45%","31,81%","32,90%","33,15%","32,26%","32,95%","33,02%","33,14%","31,83%","29,89%","29,50%","21,05%","19,89%","12,66%","20,36%","21,98%"
Margem EBIT *,"28,52%","22,73%","23,21%","31,27%","32,63%","32,14%","26,05%","14,41%","31,79%","33,24%","31,70%","30,53%","30,59%","22,19%","20,19%","13,87%","17,74%","19,26%"
Margem EBITDA,"34,41%","27,04%","28,23%","34,82%","35,14%","35,40%","35,23%","36,61%","35,41%","35,34%","34,07%","33,51%","33,46%","23,52%","22,41%","16,08%","22,13%","24,17%"
Margem EBITDA *,"34,06%","26,85%","26,98%","34,28%","34,87%","34,39%","29,02%","18,06%","34,18%","35,44%","33,93%","34,15%","34,55%","24,65%","22,71%","17,28%","19,51%","21,45%"
Margem operacional,"18,50%","11,69%","13,16%","19,07%","21,35%","27,69%","30,41%","33,39%","33,02%","34,67%","25,88%","12,45%","14,64%","7,37%","8,92%","-5,64%","13,80%","22,76%"
ROE,"11,88%","9,50%","11,00%","14,33%","15,94%","13,53%","14,02%","13,36%","13,66%","12,47%","13,52%","6,97%","5,39%","3,63%","2,97%","-0,82%","5,18%","8,55%"
ROA,"0,06","0,05","0,05","0,07","0,07","0,07","0,08","0,10","0,11","0,10","0,10","0,04","0,03","0,02","0,02","-0,00","0,03","0,05"
ROIC,"10,76%","7,69%","8,14%","11,69%","12,13%","11,44%","10,78%","11,62%","14,12%","13,76%","10,37%","6,80%","6,94%","8,27%","7,37%","4,03%","7,69%","7,90%"
ROIC *,"10,63%","7,63%","7,72%","11,49%","12,03%","11,09%","8,71%","5,08%","13,59%","13,80%","10,32%","6,95%","7,19%","8,72%","7,48%","4,42%","6,70%","6,92%"
