Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"16,59","26,03","8,28","18,63","18,49","13,30","10,40","3,75","4,75","-20,45","8,57","-0,79","-3,26","-1,75","-1,56","6,56","15,14","33,65"
P/VP,"1,31","1,44","0,70","0,75","0,61","0,99","0,90","0,59","1,13","0,85","0,66","0,27","0,17","0,18","0,16","0,32","0,48","0,44"
P/EBIT,"22,82","43,26","3,86","6,17","8,70","6,01","7,65","4,35","3,64","5,80","1,84","-0,91","-5,05","-2,08","-1,18","5,69","7,71","7,57"
P/EBIT *,"21,39","29,87","6,37","7,68","14,00","15,25","24,34","4,88","3,96","10,23","2,29","-0,87","-13,36","-2,01","-1,10","6,41","13,93","24,08"
PSR,"3,63","4,14","2,14","2,28","1,97","2,17","2,27","1,41","2,44","1,22","0,49","0,35","0,33","0,45","0,32","0,72","1,14","1,19"
P/Ativos,"0,57","0,61","0,30","0,32","0,25","0,40","0,37","0,24","0,35","0,21","0,17","0,08","0,07","0,08","0,08","0,15","0,23","0,22"
LPA,"3,27","2,25","3,56","1,56","1,25","1,94","2,17","3,84","4,55","-0,60","1,18","-4,95","-1,04","-2,12","-2,36","1,28","0,77","0,31"
VPA,"41,55","40,62","41,80","38,53","37,90","26,11","25,20","24,25","19,05","14,52","15,16","14,44","19,39","21,05","23,01","26,36","24,11","23,75"
EBIT por ação,"2,38","1,35","7,63","4,71","2,65","4,29","2,96","3,32","5,94","2,13","5,47","-4,30","-0,67","-1,78","-3,12","1,48","1,51","1,39"
EBIT por ação *,"2,54","1,96","4,63","3,78","1,65","1,69","0,93","2,95","5,46","1,21","4,40","-4,49","-0,25","-1,85","-3,33","1,31","0,84","0,44"
Ativo por ação,"96,01","95,93","99,43","91,60","92,69","64,59","61,39","61,27","62,16","59,33","58,48","51,33","49,61","47,54","48,86","56,28","50,39","47,23"
Receita líquida por ação,"14,95","14,16","13,78","12,75","11,69","11,88","9,97","10,19","8,84","10,10","20,69","11,18","10,34","8,18","11,54","11,64","10,23","8,86"
Margem bruta,"46,97%","42,92%","45,00%","49,75%","53,46%","72,05%","53,83%","74,93%","78,52%","67,87%","73,12%","47,86%","45,82%","49,19%","83,26%","86,10%","85,64%","84,91%"
Margem líquida,"21,90%","15,89%","25,83%","11,83%","10,68%","16,50%","21,96%","37,47%","51,79%","-5,86%","5,82%","-45,89%","-9,83%","-25,98%","-20,58%","11,09%","8,56%","4,84%"
Margem EBIT,"15,92%","9,56%","55,37%","36,95%","22,66%","36,10%","29,66%","32,53%","67,15%","21,12%","26,45%","-38,49%","-6,49%","-21,82%","-27,05%","12,69%","14,80%","15,68%"
Margem EBIT *,"16,99%","13,84%","33,57%","29,68%","14,08%","14,22%","9,32%","28,95%","61,77%","11,98%","21,29%","-40,12%","-2,45%","-22,57%","-28,87%","11,26%","8,19%","4,93%"
Margem EBITDA,"26,10%","20,65%","65,30%","46,70%","31,40%","40,27%","36,06%","38,61%","73,75%","26,30%","29,51%","-32,84%","-0,59%","-15,48%","-22,03%","17,77%","20,14%","21,97%"
Margem EBITDA *,"27,17%","24,93%","43,50%","39,43%","22,82%","18,39%","15,72%","35,03%","68,38%","17,15%","24,35%","-34,47%","3,44%","-16,23%","-23,85%","16,35%","13,53%","11,22%"
Margem operacional,"-8,31%","-16,91%","26,43%","4,65%","9,82%","31,94%","23,91%","24,29%","61,81%","15,23%","19,94%","-43,71%","-4,19%","-20,24%","-22,04%","13,38%","13,57%","1,60%"
ROE,"7,87%","5,54%","8,51%","3,91%","3,28%","7,48%","8,66%","15,65%","23,83%","-4,04%","7,97%","-35,83%","-5,21%","-10,06%","-10,29%","4,87%","3,62%","1,80%"
ROA,"0,03","0,02","0,04","0,02","0,01","0,03","0,04","0,06","0,07","-0,01","0,02","-0,10","-0,02","-0,04","-0,05","0,02","0,02","0,01"
ROIC,"2,77%","1,59%","8,84%","5,61%","3,21%","7,54%","5,47%","5,98%","10,22%","4,05%","10,43%","-9,60%","-1,50%","-4,32%","-7,36%","3,11%","3,57%","3,46%"
ROIC *,"2,96%","2,30%","5,36%","4,51%","1,99%","2,97%","1,72%","5,32%","9,40%","2,30%","8,39%","-10,01%","-0,57%","-4,47%","-7,86%","2,76%","1,97%","1,09%"
Giro do ativo,"0,16","0,15","0,14","0,14","0,13","0,18","0,16","0,17","0,14","0,17","0,35","0,22","0,21","0,17","0,24","0,21","0,20","0,19"
EBIT *,7.403 mi,5.715 mi,13.489 mi,11.029 mi,4.798 mi,4.924 mi,2.708 mi,8.600 mi,15.920 mi,3.526 mi,12.840 mi,-13.076 mi,-740 mi,-5.380 mi,-9.713 mi,3.821 mi,2.441 mi,1.273 mi
EBITDA,11.373 mi,8.523 mi,26.236 mi,17.351 mi,10.698 mi,13.944 mi,10.487 mi,11.474 mi,19.007 mi,7.742 mi,17.798 mi,-10.702 mi,-180 mi,-3.691 mi,-7.412 mi,6.028 mi,6.003 mi,5.675 mi
EBITDA *,11.839 mi,10.292 mi,17.477 mi,14.650 mi,7.776 mi,6.367 mi,4.571 mi,10.408 mi,17.622 mi,5.050 mi,14.684 mi,-11.234 mi,1.037 mi,-3.868 mi,-8.025 mi,5.545 mi,4.034 mi,2.898 mi
Liquidez corrente,"2,11","1,68","2,04","1,77","1,88","1,66","1,64","1,57","1,28","1,09","0,94","1,05","1,58","1,53","1,65","1,40","1,77","2,17"
Liquidez seca,"2,09","1,67","2,02","1,75","1,86","1,62","1,60","1,54","1,26","1,07","0,91","1,01","1,54","1,49","1,62","1,37","1,74","2,12"
Liquidez imediata,"0,48","0,53","0,84","0,50","0,52","0,12","0,14","0,14","0,06","0,06","0,07","0,07","0,16","0,17","0,24","0,31","0,61","0,75"
Dívida bruta,73.523 mi,74.295 mi,75.620 mi,59.677 mi,59.859 mi,44.919 mi,48.055 mi,49.106 mi,55.817 mi,46.670 mi,46.991 mi,48.212 mi,41.625 mi,34.088 mi,28.722 mi,45.350 mi,35.664 mi,31.256 mi
Dívida líquida,45.846 mi,46.744 mi,40.096 mi,40.137 mi,33.828 mi,26.541 mi,30.525 mi,35.117 mi,47.265 mi,37.623 mi,39.132 mi,39.328 mi,34.744 mi,23.515 mi,16.358 mi,26.103 mi,17.611 mi,13.634 mi
Capital de giro,29.033 mi,21.112 mi,32.820 mi,20.862 mi,23.182 mi,15.861 mi,17.432 mi,15.146 mi,10.321 mi,3.171 mi,-1.866 mi,1.337 mi,11.267 mi,13.459 mi,16.535 mi,10.537 mi,14.200 mi,15.531 mi
Endividamento geral,"130,96%","136,02%","137,60%","137,46%","143,38%","146,42%","142,66%","151,02%","223,54%","304,60%","286,93%","258,52%","154,42%","125,07%","111,70%","112,53%","108,28%","98,49%"
