Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"5,01","7,54","3,31","3,76","3,19","6,03","-10,36","-0,71","-0,94","-10,66","18,02","10,33","10,90","9,69","10,80","11,46","16,83"
P/VP,"0,29","0,36","0,55","0,77","1,53","4,46","-46,41","8,64","1,53","0,87","1,06","1,71","2,20","2,28","2,40","2,84","3,15"
P/EBIT,"4,02","8,14","5,62","2,93","2,49","5,08","3,50","-1,00","-1,14","-55,51","5,75","6,88","7,78","7,04","8,95","9,46","11,66"
P/EBIT *,"9,65","5,36","5,35","3,22","2,86","11,33","-2,55","-2,03","24,79","8,26","3,69","6,06","7,37","6,67","8,03","8,55","10,77"
PSR,"0,21","0,26","0,37","0,44","0,77","1,40","0,27","0,20","0,39","0,49","0,54","0,90","1,16","1,21","1,28","1,54","2,11"
P/Ativos,"0,18","0,22","0,32","0,42","0,85","1,28","0,24","0,19","0,46","0,48","0,57","0,98","1,34","1,35","1,52","1,77","2,15"
LPA,"0,79","0,63","2,06","2,23","4,36","2,57","-0,20","-2,42","-4,47","-0,61","0,48","1,38","1,66","1,83","1,57","1,65","1,18"
VPA,"13,64","13,05","12,46","10,95","9,12","3,48","-0,05","0,20","2,76","7,44","8,10","8,33","8,19","7,76","7,09","6,68","6,33"
EBIT por ação,"0,99","0,58","1,21","2,86","5,60","3,05","0,61","-1,71","-3,70","-0,12","1,49","2,07","2,32","2,52","1,90","2,00","1,71"
EBIT por ação *,"0,41","0,88","1,27","2,60","4,86","1,37","-0,83","-0,84","0,17","0,79","2,33","2,35","2,45","2,66","2,11","2,21","1,85"
Ativo por ação,"22,07","21,15","21,05","19,79","16,38","12,06","8,83","9,21","9,12","13,64","15,11","14,53","13,49","13,11","11,20","10,70","9,26"
Receita líquida por ação,"18,62","18,50","18,28","19,22","18,18","11,06","7,91","8,69","10,78","13,39","15,78","15,83","15,50","14,67","13,28","12,28","9,44"
Margem bruta,"20,61%","22,60%","25,75%","31,32%","43,72%","33,27%","14,03%","19,39%","24,61%","30,92%","38,65%","39,29%","39,84%","43,77%","39,47%","43,03%","42,12%"
