Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Margem líquida,"4,26%","3,40%","11,27%","11,60%","23,99%","23,23%","-2,58%","-27,82%","-41,52%","-4,55%","3,02%","8,71%","10,68%","12,47%","11,85%","13,45%","12,54%"
Margem EBIT,"5,30%","3,14%","6,63%","14,87%","30,78%","27,60%","7,65%","-19,72%","-34,32%","-0,87%","9,45%","13,06%","14,96%","17,16%","14,30%","16,30%","18,09%"
Margem EBIT *,"2,21%","4,77%","6,96%","13,53%","26,72%","12,37%","-10,50%","-9,67%","1,58%","5,87%","14,74%","14,85%","15,81%","18,13%","15,93%","18,03%","19,59%"
Margem EBITDA,"10,69%","7,62%","9,97%","16,74%","32,24%","30,42%","11,44%","-17,18%","-28,97%","3,79%","13,49%","16,92%","18,60%","20,34%","17,08%","18,69%","21,17%"
Margem EBITDA *,"7,60%","9,25%","10,30%","15,40%","28,18%","15,19%","-6,71%","-7,13%","6,93%","10,54%","18,78%","18,71%","19,44%","21,30%","18,71%","20,42%","22,68%"
Margem operacional,"3,99%","1,54%","5,58%","13,90%","30,90%","28,34%","9,09%","-24,83%","-36,79%","-3,35%","7,04%","13,30%","14,86%","17,41%","15,99%","17,58%","17,94%"
ROE,"5,81%","4,82%","16,53%","20,36%","47,83%","73,83%","454,50%","-1.219,32%","-162,10%","-8,20%","5,88%","16,54%","20,20%","23,57%","22,18%","24,75%","18,71%"
ROA,"0,04","0,03","0,10","0,11","0,27","0,21","-0,02","-0,26","-0,49","-0,04","0,03","0,09","0,12","0,14","0,14","0,15","0,13"
ROIC,"4,86%","2,98%","6,20%","16,91%","46,53%","31,25%","7,85%","-20,31%","-45,00%","-0,90%","10,60%","15,83%","19,22%","23,37%","20,08%","22,93%","26,04%"
ROIC *,"2,03%","4,53%","6,51%","15,38%","40,39%","14,00%","-10,77%","-9,96%","2,07%","6,07%","16,52%","18,00%","20,30%","24,69%","22,36%","25,37%","28,21%"
Giro do ativo,"0,84","0,87","0,87","0,97","1,11","0,92","0,90","0,94","1,18","0,98","1,04","1,09","1,15","1,12","1,19","1,15","1,02"
EBIT *,25 mi,54 mi,78 mi,160 mi,300 mi,84 mi,-52 mi,-52 mi,10 mi,48 mi,143 mi,145 mi,151 mi,164 mi,130 mi,136 mi,114 mi
EBITDA,122 mi,87 mi,112 mi,198 mi,362 mi,207 mi,55 mi,-93 mi,-193 mi,31 mi,131 mi,165 mi,178 mi,184 mi,140 mi,141 mi,123 mi
EBITDA *,87 mi,105 mi,116 mi,182 mi,316 mi,103 mi,-33 mi,-39 mi,46 mi,87 mi,183 mi,182 mi,186 mi,193 mi,153 mi,154 mi,132 mi
Liquidez corrente,"1,60","1,86","1,92","2,52","3,54","2,20","1,02","1,14","2,00","2,08","2,00","1,79","2,02","2,05","2,16","1,99","2,76"
Liquidez seca,"0,95","1,18","1,35","1,78","2,66","1,86","0,56","0,76","1,33","1,13","1,11","1,12","1,28","1,43","1,48","1,41","2,25"
Liquidez imediata,"0,08","0,06","0,04","0,13","0,03","0,37","0,04","0,04","0,05","0,03","0,03","0,06","0,07","0,08","0,26","0,23","0,68"
Dívida bruta,154 mi,126 mi,142 mi,84 mi,37 mi,66 mi,113 mi,130 mi,97 mi,124 mi,167 mi,127 mi,82 mi,79 mi,48 mi,23 mi,31 mi
Dívida líquida,111 mi,110 mi,125 mi,-28 mi,-182 mi,-15 mi,104 mi,121 mi,68 mi,116 mi,144 mi,79 mi,33 mi,-16 mi,-21 mi,-57 mi,-115 mi
Capital de giro,190 mi,248 mi,271 mi,431 mi,531 mi,264 mi,3 mi,34 mi,148 mi,183 mi,206 mi,174 mi,196 mi,217 mi,188 mi,169 mi,209 mi
Endividamento geral,"61,72%","62,08%","68,92%","80,73%","79,63%","246,62%","-19.739,56%","4.546,01%","230,55%","83,28%","86,60%","74,41%","64,71%","68,94%","57,94%","60,27%","46,32%"
