Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"36,86","42,14","69,70","10,06","31,03","126,11","137,50","149,46","-0,61","3,85","-1,43","-21,53","653,50","-851,35","-55,70","244,82","-1.519,59"
P/VP,"3,17","2,33","4,46","4,67","6,65","4,62","4,83","-2,53","-0,94","1,91","5,55","3,84","7,80","9,18","7,73","7,36","9,48"
P/EBIT,"6,40","6,43","12,29","10,22","12,27","8,47","8,87","6,68","-0,74","2,08","8,12","14,78","46,47","113,89","-61,51","111,20","-713,36"
P/EBIT *,"10,37","8,84","15,77","12,36","16,12","12,47","14,06","16,15","39,47","-4,63","-16,42","116,27","143,23","-6.449,37","-266,52","122,82","-799,65"
PSR,"1,12","0,81","1,79","1,98","2,17","1,45","1,45","0,92","0,42","0,46","0,60","1,86","5,35","7,02","6,52","7,26","13,09"
P/Ativos,"0,89","0,59","1,16","1,19","1,24","0,74","0,80","0,78","0,32","0,20","0,23","0,85","2,11","2,64","2,67","3,89","5,99"
LPA,"0,87","0,50","0,56","3,79","0,91","0,12","0,10","0,06","-5,66","0,88","-3,50","-0,79","0,06","-0,06","-0,72","0,17","-0,03"
VPA,"10,15","9,03","8,75","8,16","4,24","3,30","2,95","-3,31","-3,67","1,77","0,90","4,40","5,18","5,12","5,18","5,71","5,48"
EBIT por ação,"5,03","3,28","3,18","3,73","2,30","1,80","1,61","1,25","-4,66","1,63","0,62","1,14","0,87","0,41","-0,65","0,38","-0,07"
EBIT por ação *,"3,10","2,38","2,48","3,08","1,75","1,22","1,01","0,52","0,09","-0,73","-0,30","0,15","0,28","-0,01","-0,15","0,34","-0,07"
Ativo por ação,"36,26","35,53","33,73","32,14","22,72","20,56","17,82","10,65","10,77","17,31","21,71","19,88","19,20","17,81","14,97","10,81","8,69"
Receita líquida por ação,"28,71","26,05","21,79","19,26","13,02","10,49","9,81","9,11","8,13","7,40","8,34","9,08","7,55","6,69","6,14","5,79","3,97"
Margem bruta,"16,93%","15,89%","19,97%","23,59%","20,75%","20,68%","18,82%","13,70%","9,67%","-0,51%","3,56%","7,75%","11,01%","7,18%","6,49%","14,45%","12,78%"
Margem líquida,"3,04%","1,92%","2,57%","19,68%","6,98%","1,15%","1,06%","0,62%","-69,58%","11,85%","-41,95%","-8,64%","0,81%","-0,83%","-11,71%","2,95%","-0,95%"
Margem EBIT,"17,51%","12,57%","14,58%","19,35%","17,65%","17,12%","16,39%","13,74%","-57,29%","22,00%","7,38%","12,59%","11,52%","6,17%","-10,59%","6,53%","-1,83%"
Margem EBIT *,"10,79%","9,14%","11,36%","16,01%","13,43%","11,63%","10,35%","5,68%","1,07%","-9,86%","-3,65%","1,60%","3,74%","-0,11%","-2,44%","5,91%","-1,64%"
Margem EBITDA,"26,77%","22,53%","24,31%","27,87%","26,42%","26,57%","25,77%","20,26%","-50,75%","32,68%","15,19%","19,21%","18,81%","15,48%","-3,83%","11,26%","3,55%"
Margem EBITDA *,"20,06%","19,11%","21,09%","24,52%","22,21%","21,09%","19,72%","12,20%","7,61%","0,82%","4,15%","8,22%","11,02%","9,20%","4,32%","10,64%","3,75%"
Margem operacional,"13,02%","2,96%","6,19%","12,02%","6,86%","-1,91%","2,44%","0,27%","-74,86%","18,34%","-38,40%","-3,99%","-2,97%","-4,62%","-17,78%","5,66%","-0,59%"
ROE,"8,60%","5,54%","6,41%","46,45%","21,43%","3,67%","3,52%","-1,71%","154,33%","49,51%","-388,06%","-17,84%","1,18%","-1,09%","-13,90%","2,99%","-0,69%"
ROA,"0,02","0,01","0,02","0,12","0,04","0,01","0,01","0,01","-0,53","0,05","-0,16","-0,04","0,00","-0,00","-0,05","0,02","-0,00"
ROIC,"15,67%","10,35%","11,48%","14,52%","14,35%","13,90%","15,37%","13,21%","-51,28%","10,60%","3,02%","6,06%","4,85%","2,53%","-4,62%","3,78%","-0,98%"
ROIC *,"9,66%","7,53%","8,94%","12,01%","10,93%","9,45%","9,70%","5,46%","0,96%","-4,75%","-1,49%","0,77%","1,57%","-0,04%","-1,07%","3,42%","-0,87%"
Giro do ativo,"0,79","0,73","0,65","0,60","0,57","0,51","0,55","0,85","0,76","0,43","0,38","0,46","0,39","0,38","0,41","0,54","0,46"
EBIT *,332 mi,255 mi,265 mi,330 mi,187 mi,131 mi,108 mi,55 mi,9 mi,-79 mi,-33 mi,15 mi,30 mi,-1 mi,-17 mi,36 mi,-7 mi
EBITDA,824 mi,630 mi,568 mi,576 mi,369 mi,299 mi,271 mi,198 mi,-443 mi,259 mi,135 mi,187 mi,152 mi,111 mi,-26 mi,69 mi,15 mi
EBITDA *,618 mi,534 mi,493 mi,506 mi,310 mi,237 mi,207 mi,119 mi,66 mi,6 mi,37 mi,80 mi,89 mi,66 mi,28 mi,66 mi,15 mi
Liquidez corrente,"1,42","1,12","1,55","1,57","1,97","2,54","2,76","1,01","1,07","1,17","0,23","1,02","1,34","1,20","1,77","3,15","3,65"
Liquidez seca,"1,34","1,04","1,46","1,49","1,89","2,49","2,69","0,94","1,02","1,13","0,22","0,98","1,30","1,17","1,67","3,01","3,56"
Liquidez imediata,"0,32","0,33","0,61","0,50","0,44","0,24","0,17","0,06","0,22","0,04","0,01","0,02","0,06","0,15","0,11","0,25","0,16"
Dívida bruta,1.699 mi,1.689 mi,1.626 mi,1.521 mi,1.493 mi,1.390 mi,1.256 mi,1.258 mi,1.270 mi,1.329 mi,1.884 mi,1.423 mi,1.293 mi,1.116 mi,757 mi,406 mi,201 mi
Dívida líquida,1.392 mi,1.391 mi,1.063 mi,938 mi,887 mi,680 mi,593 mi,1.234 mi,1.204 mi,1.268 mi,1.858 mi,1.407 mi,1.210 mi,1.006 mi,693 mi,341 mi,88 mi
Capital de giro,389 mi,104 mi,393 mi,386 mi,475 mi,642 mi,581 mi,1 mi,21 mi,63 mi,-1.411 mi,6 mi,93 mi,47 mi,93 mi,142 mi,174 mi
Endividamento geral,"257,05%","293,54%","285,38%","293,90%","435,58%","523,37%","503,09%","-422,37%","-393,78%","877,88%","2.308,90%","352,04%","270,28%","248,24%","189,47%","89,57%","58,42%"
