Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Margem líquida,"-9,30%","-11,08%","0,01%","5,94%","6,45%","29,82%","8,03%","2,52%","6,03%","2,94%","-6,82%","-36,18%","1,78%","0,13%","-4,71%","3,40%","12,22%","11,68%"
Margem EBIT,"-5,65%","-5,19%","1,93%","2,89%","8,21%","34,06%","18,20%","6,37%","8,32%","8,23%","-2,62%","-35,63%","6,02%","5,46%","-2,42%","5,82%","15,12%","10,75%"
Margem EBIT *,"3,36%","3,49%","2,28%","2,36%","13,74%","30,24%","15,11%","7,75%","10,47%","9,13%","-1,65%","-5,16%","2,08%","4,45%","-2,95%","2,73%","12,57%","6,81%"
Margem EBITDA,"-0,49%","-0,34%","6,67%","6,73%","10,99%","36,97%","24,42%","13,01%","15,81%","19,15%","11,77%","-22,75%","15,51%","13,82%","5,17%","13,02%","21,47%","18,64%"
Margem EBITDA *,"8,52%","8,35%","7,02%","6,21%","16,52%","33,15%","21,33%","14,39%","17,96%","20,04%","12,74%","7,72%","11,57%","12,81%","4,65%","9,93%","18,92%","14,70%"
Margem operacional,"-5,76%","-5,64%","-0,37%","4,22%","10,10%","36,57%","11,47%","2,96%","8,99%","3,92%","-2,98%","-47,86%","1,57%","-1,51%","-6,28%","5,40%","15,23%","16,32%"
ROE,"-10,04%","-12,28%","0,01%","6,18%","8,08%","41,30%","7,67%","2,42%","5,28%","2,08%","-3,80%","-24,58%","1,11%","0,09%","-3,23%","2,13%","8,32%","7,97%"
ROA,"-0,07","-0,08","0,00","0,04","0,05","0,25","0,04","0,01","0,03","0,01","-0,02","-0,13","0,01","0,00","-0,02","0,01","0,05","0,05"
ROIC,"-5,54%","-5,21%","1,61%","2,54%","8,31%","38,53%","12,64%","4,16%","4,82%","3,89%","-0,96%","-14,57%","2,72%","2,75%","-1,19%","2,59%","7,55%","5,33%"
ROIC *,"3,29%","3,50%","1,90%","2,07%","13,90%","34,20%","10,50%","5,06%","6,07%","4,32%","-0,60%","-2,11%","0,94%","2,24%","-1,45%","1,22%","6,28%","3,37%"
Giro do ativo,"0,73","0,74","0,65","0,69","0,81","0,85","0,54","0,57","0,52","0,41","0,32","0,37","0,39","0,41","0,39","0,36","0,41","0,42"
EBIT *,848 mi,917 mi,588 mi,653 mi,4.461 mi,10.200 mi,2.431 mi,1.159 mi,1.437 mi,979 mi,-140 mi,-526 mi,244 mi,571 mi,-375 mi,325 mi,1.629 mi,743 mi
EBITDA,-124 mi,-90 mi,1.725 mi,1.861 mi,3.569 mi,12.473 mi,3.928 mi,1.944 mi,2.171 mi,2.055 mi,994 mi,-2.318 mi,1.821 mi,1.773 mi,657 mi,1.549 mi,2.783 mi,2.036 mi
EBITDA *,2.153 mi,2.192 mi,1.814 mi,1.715 mi,5.364 mi,11.183 mi,3.431 mi,2.150 mi,2.467 mi,2.151 mi,1.076 mi,785 mi,1.358 mi,1.643 mi,590 mi,1.182 mi,2.452 mi,1.605 mi
Liquidez corrente,"4,54","4,12","3,64","3,25","3,78","3,16","2,64","3,07","2,50","2,38","3,66","1,53","1,73","1,86","1,98","3,08","3,51","3,04"
Liquidez seca,"2,96","2,67","2,09","1,89","1,93","1,97","1,77","1,75","1,33","1,47","2,18","0,92","0,99","1,10","1,28","1,85","2,11","1,85"
Liquidez imediata,"1,31","1,26","1,09","0,97","0,79","1,00","0,73","0,43","0,33","0,58","0,41","0,18","0,44","0,52","0,58","0,71","1,19","1,02"
Dívida bruta,6.196 mi,6.390 mi,6.768 mi,5.916 mi,6.197 mi,6.299 mi,5.968 mi,5.106 mi,5.849 mi,6.635 mi,6.924 mi,7.868 mi,6.684 mi,6.840 mi,7.997 mi,8.762 mi,7.717 mi,5.537 mi
Dívida líquida,-495 mi,-554 mi,814 mi,-94 mi,1.125 mi,-724 mi,1.100 mi,3.185 mi,4.156 mi,4.321 mi,4.666 mi,5.844 mi,3.832 mi,3.372 mi,3.336 mi,3.571 mi,3.173 mi,2.454 mi
Capital de giro,12.693 mi,12.722 mi,12.647 mi,12.417 mi,14.966 mi,13.667 mi,7.350 mi,5.971 mi,4.988 mi,4.208 mi,4.668 mi,2.398 mi,3.475 mi,4.372 mi,5.305 mi,8.524 mi,8.773 mi,6.203 mi
Endividamento geral,"48,48%","50,56%","49,42%","51,27%","54,52%","62,09%","77,88%","69,20%","68,97%","71,13%","72,82%","85,13%","62,48%","66,50%","77,03%","75,45%","67,03%","62,12%"
