Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,3T2010,2T2010,1T2010
Receita líquida,"741,39 M","991,60 M","805,64 M","842,25 M","715,41 M","1,05 B","819,57 M","813,08 M","994,67 M","1,62 B","849,02 M","754,51 M","702,91 M","1,27 B","1,06 B","1,63 B","1,03 B","1,07 B","828,79 M","785,89 M","676,47 M","886,52 M","510,13 M","416,96 M","378,57 M","556,24 M","461,13 M","550,28 M","347,64 M","528,87 M","477,48 M","485,11 M","429,66 M","587,45 M","437,17 M","435,49 M","453,51 M","392,12 M","413,79 M","564,51 M","375,60 M","496,40 M","442,71 M","452,07 M","452,00 M","618,33 M","534,28 M","579,27 M","599,69 M","769,11 M","552,14 M","631,92 M","613,37 M","649,44 M","507,44 M","503,62 M","441,99 M","617,15 M","490,89 M","548,26 M","424,98 M","590,68 M","618,35 M","588,27 M","530,30 M"
Custos,"-572,39 M","-739,57 M","-590,26 M","-637,87 M","-544,13 M","-775,53 M","-621,52 M","-610,78 M","-756,45 M","-1,19 B","-619,79 M","-524,17 M","-530,73 M","-825,46 M","-839,82 M","-1,30 B","-826,51 M","-863,99 M","-630,99 M","-582,19 M","-519,71 M","-679,96 M","-401,96 M","-357,21 M","-304,30 M","-424,92 M","-339,84 M","-410,92 M","-259,52 M","-388,80 M","-360,21 M","-370,42 M","-317,52 M","-466,78 M","-324,29 M","-309,59 M","-319,60 M","-259,43 M","-280,69 M","-405,79 M","-293,71 M","-409,86 M","-364,18 M","-363,78 M","-358,21 M","-474,92 M","-406,46 M","-445,93 M","-478,20 M","-592,23 M","-443,29 M","-501,10 M","-480,79 M","-489,83 M","-392,34 M","-374,93 M","-328,57 M","-454,68 M","-373,38 M","-465,96 M","-334,27 M","-478,17 M","-454,94 M","-404,68 M","-354,27 M"
Lucro bruto,"169,00 M","252,04 M","215,38 M","204,38 M","171,28 M","270,57 M","198,05 M","202,29 M","238,21 M","430,79 M","229,23 M","230,34 M","172,18 M","441,17 M","224,68 M","326,12 M","204,79 M","210,34 M","197,80 M","203,71 M","156,76 M","206,56 M","108,17 M","59,75 M","74,27 M","131,33 M","121,29 M","139,36 M","88,11 M","140,08 M","117,27 M","114,69 M","112,14 M","120,67 M","112,88 M","125,90 M","133,91 M","132,69 M","133,10 M","158,72 M","81,89 M","86,54 M","78,53 M","88,28 M","93,80 M","143,41 M","127,81 M","133,34 M","121,49 M","176,88 M","108,85 M","130,82 M","132,58 M","159,61 M","115,10 M","128,69 M","113,43 M","162,47 M","117,52 M","82,30 M","90,71 M","112,51 M","163,41 M","183,59 M","176,03 M"
Despesas operacionais,"-117,45 M","-160,35 M","-166,06 M","-149,23 M","-137,43 M","-188,04 M","-144,54 M","-131,28 M","-135,75 M","-186,69 M","-120,90 M","-146,54 M","-99,82 M","-214,50 M","-113,14 M","-151,78 M","-92,23 M","-127,59 M","-119,44 M","-101,24 M","-117,19 M","34,13 M","-57,08 M","-60,90 M","-87,22 M","-98,71 M","-99,94 M","-101,36 M","-81,23 M","-89,53 M","-98,31 M","-118,62 M","-102,70 M","-146,72 M","-94,57 M","-101,94 M","-111,06 M","-105,26 M","-107,69 M","-117,71 M","-54,47 M","-125,45 M","-85,44 M","-94,19 M","-104,03 M","-124,69 M","-103,78 M","-108,09 M","-102,58 M","-140,59 M","-100,35 M","-117,49 M","-115,84 M","-138,46 M","-101,89 M","-112,31 M","-103,85 M","-120,56 M","-98,08 M","-171,22 M","-115,97 M","-116,29 M","-148,90 M","-138,13 M","-116,52 M"
Despesas com vendas,"-77,19 M","-123,20 M","-102,31 M","-93,45 M","-82,27 M","-134,26 M","-96,62 M","-98,87 M","-106,58 M","-190,31 M","-114,17 M","-99,76 M","-91,99 M","-179,77 M","-114,03 M","-141,80 M","-97,87 M","-71,78 M","-98,98 M","-91,15 M","-90,48 M","-72,17 M","-82,94 M","-60,00 M","-57,73 M","-75,55 M","-62,68 M","-78,21 M","-56,55 M","-61,91 M","-71,11 M","-98,57 M","-75,10 M","-98,09 M","-71,83 M","-79,30 M","-82,91 M","-77,08 M","-78,13 M","-93,21 M","-59,74 M","-83,65 M","-71,81 M","-72,24 M","-77,73 M","-98,18 M","-88,03 M","-82,34 M","-84,29 M","-113,99 M","-88,73 M","-98,70 M","-91,86 M","-111,70 M","-82,69 M","-91,12 M","-86,19 M","-105,33 M","-84,97 M","-149,54 M","-95,63 M","-91,03 M","-132,66 M","-96,34 M","-92,43 M"
Despesas administrativas,"-46,02 M","-68,82 M","-57,91 M","-54,24 M","-48,67 M","-72,82 M","-52,13 M","-45,63 M","-50,24 M","-77,64 M","-47,11 M","-44,93 M","-46,49 M","-71,06 M","-44,90 M","-46,12 M","-42,03 M","-81,89 M","-29,88 M","-38,96 M","-24,47 M","-66,53 M","-21,95 M","-20,39 M","-27,84 M","-34,15 M","-29,72 M","-24,67 M","-23,55 M","-25,22 M","-27,47 M","-28,29 M","-24,17 M","-24,70 M","-25,45 M","-23,19 M","-25,57 M","-27,46 M","-25,01 M","-25,61 M","-23,73 M","-32,81 M","-23,53 M","-22,28 M","-28,66 M","-29,34 M","-31,66 M","-30,35 M","-30,99 M","-34,49 M","-22,22 M","-27,14 M","-26,28 M","-32,27 M","-22,21 M","-24,93 M","-20,98 M","-25,17 M","-20,16 M","-21,97 M","-20,46 M","-27,29 M","-14,45 M","-43,63 M","-23,46 M"
EBIT,"51,55 M","91,69 M","49,31 M","55,15 M","33,85 M","82,53 M","53,51 M","71,01 M","102,47 M","244,10 M","108,33 M","83,80 M","72,36 M","226,66 M","111,54 M","174,33 M","112,56 M","82,75 M","78,36 M","102,47 M","39,57 M","240,69 M","51,10 M","-1,15 M","-12,96 M","32,62 M","21,35 M","38,00 M","6,88 M","50,55 M","18,96 M","-3,93 M","9,44 M","-26,05 M","18,31 M","23,96 M","22,85 M","27,43 M","25,41 M","41,01 M","27,43 M","-38,91 M","-6,90 M","-5,91 M","-10,23 M","18,71 M","24,03 M","25,25 M","18,91 M","36,29 M","8,50 M","13,34 M","16,74 M","21,15 M","13,21 M","16,39 M","9,58 M","41,91 M","19,44 M","-88,92 M","-25,26 M","-3,78 M","14,51 M","45,46 M","59,52 M"
Resultado operacional,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Resultado financeiro,"-56,48 M","-65,74 M","-46,74 M","-52,66 M","-44,66 M","-54,70 M","-49,72 M","-64,95 M","-38,00 M","-50,41 M","-79,31 M","-61,37 M","-63,34 M","-89,86 M","-60,93 M","-82,98 M","-84,33 M","-144,34 M","16,94 M","-49,50 M","17,00 M","-24,29 M","7,59 M","-8,52 M","19,94 M","-24,85 M","-10,30 M","-23,95 M","-11,48 M","-42,50 M","-7,13 M","-7,68 M","-7,47 M","-16,50 M","-13,64 M","-21,73 M","-31,20 M","-25,46 M","-19,94 M","-28,37 M","-37,84 M","-14,11 M","8,14 M","-33,70 M","21,88 M","-13,46 M","-10,48 M","-21,90 M","-17,77 M","-5,29 M","-27,37 M","-21,52 M","-5,04 M","-11,79 M","-5,68 M","-14,58 M","991,00 Mil","2,00 M","-15,69 M","665,00 Mil","-5,92 M","-8,52 M","-2,21 M","-6,74 M","-7,97 M"
Antes dos impostos,"-4,93 M","25,95 M","2,58 M","2,48 M","-10,81 M","27,83 M","3,79 M","6,05 M","64,47 M","193,69 M","29,02 M","22,42 M","9,02 M","136,80 M","50,61 M","91,35 M","28,23 M","-61,59 M","95,30 M","52,97 M","56,57 M","216,40 M","58,69 M","-9,68 M","6,98 M","7,78 M","11,05 M","14,05 M","-4,59 M","8,05 M","11,83 M","-11,61 M","1,96 M","-42,55 M","4,67 M","2,24 M","-8,35 M","1,97 M","5,47 M","12,64 M","-10,41 M","-53,02 M","1,24 M","-39,61 M","11,65 M","5,26 M","13,55 M","3,35 M","1,14 M","31,00 M","-18,88 M","-8,19 M","11,70 M","9,36 M","7,54 M","1,80 M","10,57 M","43,91 M","3,75 M","-88,25 M","-31,18 M","-12,30 M","12,30 M","38,72 M","51,54 M"
Imposto,"-7,38 M","-4,46 M","-1,48 M","-233,00 Mil","-1,80 M","-13,73 M","-2,06 M","-1,20 M","-117,00 Mil","-1,52 M","-165,00 Mil","-1,09 M","-498,00 Mil","116,00 Mil","-104,00 Mil","-859,00 Mil","220,00 Mil","-1,90 M","-1,20 M","-1,43 M","-815,00 Mil","-66,64 M","-8,38 M","1,08 M","-2,61 M","-2,46 M","-1,99 M","-2,98 M",0,"-10,69 M",0,0,0,"-3,22 M","-48,00 Mil","-292,00 Mil",0,"-826,00 Mil","-2,00 Mil",0,0,0,0,0,"-139,00 Mil",0,"-2,00 Mil","-25,00 Mil","-7,00 Mil","-54,00 Mil",0,0,0,0,0,0,"1,12 M","1,51 M","1,17 M","340,00 Mil","842,00 Mil","25,17 M","187,00 Mil","-11,74 M","-14,68 M"
