Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"67,30","8,12","5,03","2,89","5,10","3,87","22,49","-525,98","-7,81","41,72","-1,95","8,96","16,55","14,00","-10,75","8,84","7,54"
P/VP,"0,37","0,40","0,78","0,63","0,87","0,72","0,70","0,48","0,73","0,66","0,27","0,32","0,40","0,66","1,18","1,15","1,51"
P/EBIT,"2,53","2,11","2,44","1,40","3,37","2,66","3,74","3,23","9,51","3,04","-2,52","2,40","3,45","7,00","-13,82","6,81","6,18"
P/EBIT *,"2,74","2,44","3,55","1,91","4,23","18,92","3,90","3,35","5,96","3,82","-2,38","4,10","5,65","9,44","-10,40","6,90","6,37"
PSR,"0,17","0,18","0,32","0,18","0,30","0,34","0,19","0,13","0,19","0,21","0,08","0,09","0,10","0,20","0,35","0,34","0,44"
P/Ativos,"0,13","0,15","0,27","0,21","0,27","0,26","0,19","0,14","0,21","0,20","0,08","0,12","0,14","0,24","0,47","0,48","0,72"
LPA,"0,06","0,57","1,74","2,14","1,41","1,35","0,12","-0,00","-0,34","0,06","-0,56","0,16","0,11","0,21","-0,48","0,63","0,90"
VPA,"11,11","11,54","11,19","9,85","8,26","7,21","3,72","3,59","3,57","3,94","4,06","4,66","4,55","4,51","4,37","4,84","4,50"
EBIT por ação,"1,62","2,18","3,59","4,41","2,14","1,96","0,70","0,53","0,28","0,86","-0,44","0,61","0,53","0,43","-0,37","0,82","1,10"
EBIT por ação *,"1,50","1,88","2,47","3,24","1,70","0,28","0,67","0,51","0,44","0,68","-0,46","0,36","0,32","0,32","-0,50","0,81","1,07"
Ativo por ação,"31,55","31,50","32,31","29,62","26,47","19,92","13,72","12,62","12,23","12,86","13,53","12,41","13,26","12,44","10,98","11,51","9,51"
Receita líquida por ação,"23,66","26,01","27,69","35,21","23,73","15,46","13,51","13,33","13,50","12,31","13,00","16,44","18,10","14,83","14,68","16,41","15,38"
Margem bruta,"25,13%","25,05%","27,06%","23,97%","22,84%","20,47%","25,07%","24,00%","25,78%","29,00%","18,83%","22,56%","21,40%","24,58%","21,77%","27,30%","28,09%"
Margem líquida,"0,36%","2,31%","6,39%","6,14%","6,03%","8,93%","1,09%","-0,02%","-2,48%","0,51%","-4,33%","1,00%","0,61%","1,44%","-3,26%","3,83%","5,87%"
Margem EBIT,"6,86%","8,39%","12,95%","12,52%","9,01%","12,67%","5,16%","3,97%","2,04%","6,95%","-3,36%","3,73%","2,92%","2,87%","-2,54%","4,97%","7,17%"
Margem EBIT *,"6,33%","7,24%","8,92%","9,20%","7,17%","1,78%","4,96%","3,83%","3,26%","5,52%","-3,56%","2,18%","1,78%","2,13%","-3,37%","4,91%","6,96%"
Margem EBITDA,"9,32%","9,95%","14,38%","13,52%","10,27%","14,77%","7,48%","5,69%","3,71%","9,80%","0,26%","5,89%","4,86%","4,57%","-1,07%","5,87%","8,14%"
Margem EBITDA *,"8,79%","8,79%","10,35%","10,20%","8,43%","3,88%","7,28%","5,55%","4,93%","8,38%","0,07%","4,35%","3,73%","3,82%","-1,90%","5,81%","7,94%"
Margem operacional,"0,60%","2,77%","6,47%","6,15%","6,19%","12,43%","1,48%","0,54%","-2,30%","0,55%","-4,33%","1,00%","0,61%","1,39%","-3,45%","3,88%","2,87%"
ROE,"0,78%","5,17%","15,72%","21,78%","17,17%","18,96%","3,90%","-0,09%","-9,39%","1,58%","-13,86%","3,52%","2,41%","4,72%","-10,97%","13,00%","20,05%"
ROA,"0,00","0,02","0,05","0,07","0,05","0,07","0,01","-0,00","-0,03","0,00","-0,04","0,01","0,01","0,02","-0,04","0,05","0,10"
ROIC,"7,27%","9,55%","16,06%","19,66%","13,72%","16,16%","8,98%","7,92%","4,54%","12,07%","-5,73%","7,10%","5,68%","4,74%","-4,72%","8,95%","15,86%"
ROIC *,"6,71%","8,23%","11,05%","14,44%","10,93%","2,27%","8,63%","7,64%","7,24%","9,60%","-6,06%","4,15%","3,47%","3,52%","-6,28%","8,84%","15,40%"
Giro do ativo,"0,75","0,83","0,86","1,19","0,90","0,78","0,98","1,06","1,10","0,96","0,96","1,32","1,37","1,19","1,34","1,43","1,62"
