Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"2,70","4,02","-5,07","0,01","8,19","-0,03","0,67","2,11","-0,08","0,75","-0,41","0,07","-0,13","-0,07","-0,15","-0,42","-1,70"
P/VP,"-0,01","-0,01","-0,01","-0,01","-0,01","-0,01","-0,01","-0,01","-0,01","-0,01","-0,01","-0,02","-0,01","-0,01","-0,02","-0,02","-0,02"
P/EBIT,"0,62","0,83","1,48","0,73","1,56","-69,00","3,10","0,28","-0,58","0,45","-0,61","-2,52","1,25","0,51","-2,45","2,68","2,42"
P/EBIT *,"0,60","0,77","1,48","0,73","1,56","-71,09","3,11","2,70","-0,58","1,24","2,82","6,89","1,38","0,58","2,28","2,47","1,22"
PSR,"0,54","0,71","0,85","0,67","1,39","2,99","2,09","1,89","1,59","0,85","1,58","1,46","1,26","0,55","1,82","2,20","0,93"
P/Ativos,"0,20","0,25","0,25","0,15","0,36","0,40","0,23","0,31","0,47","0,27","0,38","0,79","0,74","0,33","0,84","0,41","0,37"
LPA,"1,85","1,42","-1,24","399,33","0,87","-337,35","6,74","2,64","-102,96","5,97","-13,21","157,09","-66,40","-61,50","-75,13","-32,52","-7,95"
VPA,"-686,05","-687,90","-689,32","-688,08","-1.087,41","-1.088,28","-750,93","-757,66","-760,30","-657,34","-663,38","-654,95","-812,02","-745,64","-680,78","-593,37","-560,67"
EBIT por ação,"8,11","6,84","4,27","5,37","4,55","-0,13","1,45","20,15","-13,64","10,10","-8,93","-4,16","6,96","8,18","-4,53","5,15","5,58"
EBIT por ação *,"8,36","7,36","4,26","5,37","4,55","-0,13","1,45","2,06","-13,60","3,62","1,93","1,52","6,30","7,21","4,86","5,59","11,10"
Ativo por ação,"24,69","23,10","25,53","25,78","19,94","23,11","19,36","17,77","16,85","16,52","14,50","13,21","11,71","12,71","13,25","33,88","36,67"
Receita líquida por ação,"9,26","8,07","7,41","5,87","5,13","3,08","2,15","2,94","4,99","5,32","3,45","7,19","6,89","7,65","6,09","6,27","14,57"
Margem bruta,"100,00%","100,00%","100,00%","100,00%","100,00%","100,00%","100,00%","100,00%","100,00%","100,00%","100,00%","100,00%","100,00%","100,00%","100,00%","100,00%","86,98%"
Margem líquida,"19,97%","17,56%","-16,78%","6.806,82%","16,93%","-10.958,53%","312,65%","89,54%","-2.061,56%","112,28%","-383,28%","2.184,21%","-964,29%","-803,64%","-1.234,47%","-518,31%","-54,54%"
Margem EBIT,"87,63%","84,73%","57,60%","91,51%","88,69%","-4,33%","67,33%","684,74%","-273,14%","189,93%","-259,10%","-57,82%","101,05%","106,92%","-74,48%","82,03%","38,29%"
Margem EBIT *,"90,30%","91,14%","57,54%","91,51%","88,69%","-4,20%","67,24%","69,89%","-272,36%","68,07%","55,97%","21,18%","91,51%","94,21%","79,93%","89,12%","76,17%"
Margem EBITDA,"87,63%","84,73%","57,60%","91,51%","88,69%","-4,33%","67,33%","684,74%","-273,14%","189,93%","-259,10%","-57,82%","101,05%","106,92%","-74,48%",--%,--%
Margem EBITDA *,"90,30%","91,14%","57,54%","91,51%","88,69%","-4,20%","67,24%","69,89%","-272,36%","68,07%","55,97%","21,18%","91,51%","94,21%","79,93%",--%,--%
Margem operacional,"26,98%","25,74%","-19,59%","3.228,24%","16,93%","-10.958,60%","19,56%","109,39%","-737,81%","117,88%","-383,28%","-739,42%","-1.103,19%","-819,93%","-1.258,38%","-322,78%","-54,54%"
ROE,"-0,27%","-0,21%","0,18%","-58,04%","-0,08%","31,00%","-0,90%","-0,35%","13,54%","-0,91%","1,99%","-23,99%","8,18%","8,25%","11,04%","5,48%","1,42%"
ROA,"0,07","0,06","-0,05","15,49","0,04","-14,60","0,35","0,15","-6,11","0,36","-0,91","11,89","-5,67","-4,84","-5,67","-0,96","-0,22"
ROIC,"32,94%","29,68%","16,73%","20,85%","22,84%","-0,58%","7,57%","114,01%","-81,36%","61,82%","-62,88%","-31,95%","60,09%","64,98%","-34,53%","15,22%","15,27%"
ROIC *,"33,94%","31,93%","16,71%","20,85%","22,84%","-0,56%","7,56%","11,64%","-81,12%","22,16%","13,58%","11,70%","54,42%","57,26%","37,05%","16,54%","30,38%"
Giro do ativo,"0,38","0,35","0,29","0,23","0,26","0,13","0,11","0,17","0,30","0,32","0,24","0,54","0,59","0,60","0,46","0,19","0,40"
EBIT *,4 mi,3 mi,2 mi,2 mi,2 mi,-1 mi,0 mi,1 mi,-7 mi,1 mi,0 mi,0 mi,3 mi,3 mi,2 mi,2 mi,5 mi
EBITDA,4 mi,3 mi,2 mi,2 mi,2 mi,-1 mi,0 mi,10 mi,-7 mi,5 mi,-5 mi,-3 mi,3 mi,4 mi,-3 mi,--,--
EBITDA *,4 mi,3 mi,2 mi,2 mi,2 mi,-1 mi,0 mi,1 mi,-7 mi,1 mi,0 mi,0 mi,3 mi,3 mi,2 mi,--,--
Liquidez corrente,"0,61","0,23","0,49","0,69","0,01","0,02","0,01","0,01","0,03","0,15","0,21","0,07","0,22","0,37","0,14","0,22","0,70"
Liquidez seca,"0,61","0,23","0,49","0,69","0,01","0,02","0,01","0,01","0,03","0,15","0,21","0,07","0,22","0,37","0,14","0,22","0,70"
Liquidez imediata,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Dívida bruta,324 mi,324 mi,324 mi,324 mi,324 mi,324 mi,324 mi,324 mi,324 mi,304 mi,304 mi,304 mi,389 mi,0 mi,4 mi,0 mi,0 mi
Dívida líquida,324 mi,324 mi,324 mi,324 mi,324 mi,324 mi,324 mi,324 mi,324 mi,304 mi,304 mi,304 mi,389 mi,0 mi,4 mi,-1 mi,0 mi
Capital de giro,-3 mi,-4 mi,-3 mi,-2 mi,-79 mi,-57 mi,-39 mi,-39 mi,-32 mi,-6 mi,-7 mi,-8 mi,-5 mi,-3 mi,-9 mi,-4 mi,-1 mi
Endividamento geral,"-103,60%","-103,36%","-103,70%","-103,75%","-101,83%","-102,12%","-102,58%","-102,35%","-102,22%","-102,51%","-102,19%","-102,02%","-101,44%","-101,70%","-101,95%","-105,71%","-106,54%"
