Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Margem bruta,"2,20%","7,75%","4,28%","11,77%","30,35%","19,15%","12,70%","19,74%","26,11%","26,60%","21,66%","12,98%","12,57%","9,54%","11,32%","16,02%","16,15%"
Margem líquida,"-15,50%","-15,57%","-6,93%","-0,85%","13,22%","-11,98%","-5,54%","5,01%","8,39%","-1,53%","5,89%","1,58%","1,24%","-2,04%","-1,50%","7,41%","2,47%"
Margem EBIT,"-2,56%","-1,39%","-3,96%","4,43%","24,66%","-0,12%","-0,11%","14,32%","19,00%","12,49%","14,70%","7,75%","6,69%","4,40%","5,75%","12,61%","8,70%"
Margem EBIT *,"-5,07%","1,17%","-2,48%","6,33%","25,73%","12,28%","4,57%","13,35%","19,89%","20,62%","16,25%","7,54%","7,21%","3,55%","5,67%","9,08%","8,03%"
Margem EBITDA,"4,05%","5,00%","3,42%","9,33%","28,61%","6,79%","6,83%","19,47%","24,94%","18,11%","19,23%","12,22%","11,71%","9,72%","11,05%","18,91%","15,14%"
Margem EBITDA *,"1,54%","7,56%","4,90%","11,24%","29,69%","19,20%","11,51%","18,51%","25,84%","26,25%","20,79%","12,00%","12,23%","8,87%","10,98%","15,38%","14,46%"
Margem operacional,"-4,02%","-22,91%","-8,77%","0,05%","17,00%","-16,54%","-9,18%","6,30%","11,00%","-0,29%","9,42%","2,56%","2,35%","-4,99%","-2,82%","7,40%","10,90%"
ROE,"66,42%","281,72%","-149,13%","-13,44%","225,05%","181,44%","-73,44%","49,18%","72,64%","-42,38%","291,93%","12,32%","6,60%","-8,53%","-4,89%","18,15%","8,00%"
ROA,"-0,13","-0,12","-0,05","-0,01","0,15","-0,08","-0,04","0,05","0,08","-0,01","0,05","0,01","0,01","-0,02","-0,01","0,05","0,02"
ROIC,"-3,18%","-1,59%","-4,70%","7,00%","38,11%","-0,12%","-0,11%","19,34%","22,28%","15,70%","16,89%","10,35%","8,57%","5,52%","6,82%","12,17%","8,57%"
ROIC *,"-6,31%","1,33%","-2,95%","10,01%","39,78%","12,26%","4,73%","18,03%","23,33%","25,92%","18,68%","10,06%","9,24%","4,46%","6,73%","8,77%","7,90%"
Giro do ativo,"0,86","0,76","0,77","1,10","1,14","0,68","0,77","0,98","0,92","0,91","0,77","0,93","0,88","0,88","0,87","0,74","0,69"
EBIT *,-3.586 mi,904 mi,-1.750 mi,6.112 mi,27.182 mi,7.190 mi,2.388 mi,7.745 mi,9.798 mi,9.827 mi,7.618 mi,3.469 mi,2.954 mi,1.283 mi,1.844 mi,2.315 mi,1.295 mi
EBITDA,2.866 mi,3.871 mi,2.414 mi,9.005 mi,30.221 mi,3.976 mi,3.575 mi,11.294 mi,12.287 mi,8.634 mi,9.015 mi,5.625 mi,4.796 mi,3.515 mi,3.592 mi,4.821 mi,2.442 mi
EBITDA *,1.087 mi,5.854 mi,3.456 mi,10.845 mi,31.361 mi,11.238 mi,6.020 mi,10.735 mi,12.727 mi,12.510 mi,9.744 mi,5.526 mi,5.010 mi,3.207 mi,3.567 mi,3.921 mi,2.333 mi
Liquidez corrente,"0,76","1,31","1,53","1,42","1,56","1,20","1,44","0,93","0,94","0,71","1,03","1,05","1,10","1,00","1,12","1,03","0,93"
Liquidez seca,"0,50","0,83","1,02","0,84","0,91","0,91","0,97","0,56","0,58","0,49","0,68","0,67","0,73","0,68","0,72","0,68","0,70"
Liquidez imediata,"0,26","0,53","0,58","0,52","0,34","0,49","0,42","0,24","0,20","0,28","0,40","0,28","0,32","0,26","0,33","0,31","0,35"
Dívida bruta,51.821 mi,53.232 mi,42.236 mi,35.716 mi,35.035 mi,41.913 mi,29.244 mi,25.164 mi,23.647 mi,23.331 mi,27.350 mi,20.336 mi,18.602 mi,17.511 mi,15.163 mi,12.728 mi,10.142 mi
Dívida líquida,39.984 mi,36.460 mi,23.093 mi,20.955 mi,22.861 mi,24.423 mi,20.753 mi,17.259 mi,17.569 mi,15.438 mi,19.892 mi,16.253 mi,14.179 mi,14.051 mi,12.006 mi,9.867 mi,7.023 mi
Capital de giro,-9.770 mi,8.765 mi,12.947 mi,10.271 mi,14.099 mi,5.803 mi,7.173 mi,-1.733 mi,-1.146 mi,-6.783 mi,496 mi,677 mi,1.402 mi,35 mi,1.118 mi,277 mi,-567 mi
Endividamento geral,"-596,18%","-2.474,36%","2.697,83%","1.341,54%","1.392,05%","-2.326,39%","1.627,10%","901,38%","837,40%","2.942,44%","6.312,23%","738,46%","509,47%","375,84%","274,73%","231,25%","369,44%"
