Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-0,65","-0,55","-2,64","-39,15","1,43","-2,50","-5,41","14,02","8,96","-96,87","3,40","9,41","15,88","-10,91","-19,43","4,65","22,41"
P/VP,"-0,40","-1,29","3,03","1,80","2,53","-7,60","3,10","5,92","5,61","14,56","6,26","1,35","1,07","0,93","0,99","0,85","1,79"
P/EBIT,"-3,58","-5,73","-4,33","3,08","0,77","-232,87","-267,72","4,84","3,91","6,70","1,48","2,28","2,95","5,01","5,16","2,74","6,36"
P/EBIT *,"-1,80","6,83","-6,92","2,15","0,73","2,33","6,34","5,19","3,73","4,06","1,34","2,34","2,74","6,22","5,23","3,80","6,89"
PSR,"0,09","0,08","0,17","0,14","0,19","0,29","0,29","0,69","0,74","0,84","0,22","0,18","0,20","0,22","0,30","0,35","0,55"
P/Ativos,"0,08","0,06","0,13","0,15","0,22","0,19","0,22","0,68","0,69","0,76","0,17","0,16","0,17","0,19","0,26","0,26","0,38"
LPA,"-12,39","-14,20","-5,74","-0,42","17,54","-8,39","-3,51","3,60","5,12","-0,52","3,77","1,08","0,64","-0,92","-0,62","2,38","0,50"
VPA,"-20,25","-6,00","5,01","9,18","9,87","-2,76","6,13","8,51","8,18","3,44","2,05","7,58","9,46","10,74","12,25","13,03","6,25"
EBIT por ação,"-2,27","-1,35","-3,50","5,36","32,67","-0,09","-0,07","10,42","11,74","7,47","8,64","4,48","3,44","2,00","2,34","4,03","1,76"
EBIT por ação *,"-4,50","1,13","-2,20","7,67","34,10","9,02","3,00","9,72","12,29","12,33","9,56","4,35","3,71","1,61","2,31","2,90","1,62"
Ativo por ação,"102,71","127,41","115,08","110,45","116,11","107,98","85,46","74,25","66,91","65,67","76,05","61,99","58,72","51,64","46,91","43,25","29,32"
Receita líquida por ação,"88,71","97,10","88,52","121,07","132,49","73,44","65,63","72,75","61,79","59,79","58,81","57,74","51,39","45,36","40,76","31,98","20,24"
