Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
P/L,"23,19","25,66","3,37","8,21","7,99","15,56","35,52","3,45","15,94","20,25","3,39","2,84",-,-,-,-,-
P/VP,"2,25","2,24","1,34","3,06","2,75","3,13","5,10","1,34","3,35","1,17","0,98","0,34",-,-,-,-,-
P/EBIT,"18,79","31,93","5,00","5,94","6,94","9,78","17,06","3,31","17,63","24,39","3,17","3,73",-,-,-,-,-
P/EBIT *,"15,95","25,10","5,20","6,00","6,99","9,44","57,57","6,34","15,93","1.387,53","-9,58","-2,50",-,-,-,-,-
PSR,"3,40","3,71","2,42","3,57","4,27","4,72","8,44","1,77","3,87","1,93","2,06","1,24",-,-,-,-,-
P/Ativos,"0,94","0,90","0,62","1,50","1,34","1,70","2,37","0,53","2,17","0,81","0,76","0,27",-,-,-,-,-
LPA,"2,97","2,58","11,81","5,94","3,90","1,53","0,52","0,97","0,24","0,06","0,28","0,13",-,-,-,-,-
VPA,"30,52","29,55","29,71","15,91","11,34","7,59","3,61","2,48","1,13","1,01","0,96","1,05",-,-,-,-,-
EBIT por ação,"3,66","2,07","7,96","8,20","4,49","2,43","1,08","1,01","0,21","0,05","0,30","0,10",-,-,-,-,-
EBIT por ação *,"4,31","2,64","7,65","8,13","4,46","2,52","0,32","0,53","0,24","0,00","-0,10","-0,14",-,-,-,-,-
Ativo por ação,"72,84","73,56","63,89","32,45","23,27","14,01","7,79","6,29","1,74","1,46","1,24","1,35",-,-,-,-,-
Receita líquida por ação,"20,26","17,86","16,46","13,64","7,29","5,04","2,18","1,88","0,97","0,61","0,46","0,29",-,-,-,-,-
Margem bruta,"25,55%","19,99%","50,66%","64,33%","66,90%","57,16%","32,42%","42,81%","38,22%","18,52%","-2,66%","-16,35%","3,85%","48,42%","53,71%","5,11%","7,54%"
Margem líquida,"14,65%","14,45%","71,73%","43,51%","53,46%","30,32%","23,79%","51,23%","24,30%","9,52%","60,73%","43,63%","-206,04%","-50.918,54%","-4.114,53%","-3.059,63%","-913,04%"
Margem EBIT,"18,08%","11,61%","48,36%","60,11%","61,54%","48,26%","49,51%","53,41%","21,98%","7,91%","65,12%","33,28%","-219,35%","-59.277,09%","-5.991,46%","-5.101,11%","-1.228,00%"
Margem EBIT *,"21,29%","14,77%","46,46%","59,57%","61,12%","49,98%","14,67%","27,87%","24,32%","0,14%","-21,52%","-49,69%","-25,65%","-7.559,11%","-8.163,34%","-5.100,46%","-1.208,70%"
Margem EBITDA,"31,37%","49,19%","65,73%","77,37%","74,97%","68,31%","93,82%","84,36%","30,52%","31,08%","82,60%","59,29%","-183,13%","-58.700,68%","-5.463,64%","-4.925,46%","-1.215,85%"
Margem EBITDA *,"34,59%","52,34%","63,83%","76,83%","74,55%","70,02%","58,98%","58,82%","32,86%","23,32%","-4,04%","-23,67%","10,57%","-6.982,71%","-7.635,52%","-4.924,82%","-1.196,56%"
Margem operacional,"5,06%","-1,49%","44,30%","51,28%","57,15%","34,10%","25,42%","32,90%","27,98%","9,11%","63,58%","41,45%","-216,09%","-58.274,45%","-4.114,53%","-2.825,99%","-891,33%"
ROE,"9,72%","8,73%","39,74%","37,32%","34,39%","20,14%","14,37%","38,91%","21,00%","5,76%","28,97%","12,08%","-161,34%","-153,85%","-7,59%","-7,85%","-5,35%"
ROA,"0,04","0,04","0,18","0,18","0,17","0,11","0,07","0,15","0,14","0,04","0,22","0,09","-0,95","-1,24","-0,07","-0,06","-0,05"
ROIC,"5,48%","3,10%","13,62%","28,46%","38,68%","29,15%","16,47%","18,62%","28,78%","7,09%","56,21%","13,42%","-190,56%","-198,21%","-12,45%","-13,18%","-73,31%"
ROIC *,"6,45%","3,94%","13,08%","28,21%","38,42%","30,19%","4,88%","9,72%","31,84%","0,12%","-18,58%","-20,04%","-22,28%","-25,28%","-16,96%","-13,18%","-72,16%"
Giro do ativo,"0,28","0,24","0,26","0,42","0,31","0,36","0,28","0,30","0,56","0,42","0,37","0,21","0,46","0,00","0,00","0,00","0,01"
EBIT *,3.763 mi,2.301 mi,6.671 mi,7.091 mi,3.889 mi,2.197 mi,279 mi,458 mi,206 mi,0 mi,-86 mi,-126 mi,-125 mi,-333 mi,-551 mi,-507 mi,-189 mi
EBITDA,5.544 mi,7.665 mi,9.439 mi,9.210 mi,4.770 mi,3.002 mi,1.786 mi,1.387 mi,259 mi,165 mi,328 mi,150 mi,-892 mi,-2.580 mi,-369 mi,-490 mi,-190 mi
EBITDA *,6.112 mi,8.157 mi,9.165 mi,9.146 mi,4.743 mi,3.078 mi,1.123 mi,967 mi,278 mi,124 mi,-17 mi,-60 mi,51 mi,-307 mi,-516 mi,-490 mi,-187 mi
Liquidez corrente,"1,92","1,82","2,16","1,53","7,64","5,62","0,86","0,91","2,79","3,92","9,82","10,53","5,10","3,01","5,99","4,79","69,50"
Liquidez seca,"1,50","1,23","1,83","1,34","7,31","5,42","0,77","0,83","2,63","3,73","9,40","10,24","5,04","3,01","5,99","4,79","69,50"
Liquidez imediata,"0,50","0,65","1,08","0,67","6,93","0,89","0,38","0,28","0,50","0,43","0,31","3,32","2,27","0,15","0,23","0,10","0,59"
Dívida bruta,26.901 mi,28.438 mi,22.433 mi,9.554 mi,9.222 mi,3.901 mi,2.535 mi,2.258 mi,317 mi,128 mi,32 mi,32 mi,87 mi,70 mi,3 mi,0 mi,0 mi
Dívida líquida,24.107 mi,25.039 mi,18.440 mi,7.218 mi,-391 mi,-750 mi,1.703 mi,1.572 mi,-477 mi,-477 mi,-540 mi,-465 mi,-362 mi,-358 mi,-906 mi,-1.492 mi,-2.427 mi
Capital de giro,5.103 mi,4.310 mi,4.264 mi,1.831 mi,9.214 mi,5.020 mi,-309 mi,-157 mi,664 mi,632 mi,701 mi,814 mi,632 mi,449 mi,818 mi,2.258 mi,2.410 mi
Endividamento geral,"138,63%","148,95%","115,04%","103,99%","105,24%","84,61%","115,56%","153,56%","54,37%","43,83%","29,76%","28,76%","70,47%","24,11%","16,32%","39,22%","1,32%"
