Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-1,02","-1,28","-0,18","-0,86","-6,26","1,44","-1,75","0,16","-0,15","-1,17","4,46","-0,25","22,66","-10,25","-262,08","10,49","8,71","8,10"
P/VP,"-0,17","-0,17","-0,18","41,41","2,56","1,85","-2,36","2,07","-0,19","0,90","0,67","0,35","0,41","0,79","1,37","1,42","1,31","1,44"
P/EBIT,"-0,81","-0,82","-0,81","-0,84","-16,29","1,14","2,26","-0,71","-0,61","3,77","0,97","0,58","0,64","1,58","3,21","2,19","3,17","-15,36"
P/EBIT *,"-0,77","-0,78","-0,80","-0,83","-40,98","1,23","2,38","-0,73","-0,62","14,17","0,98","1,12","0,69","1,65","3,84","2,37","3,67","-21,68"
PSR,"0,06","0,05","0,04","0,06","0,17","0,22","0,16","0,09","0,03","0,03","0,04","0,01","0,03","0,06","0,12","0,14","0,15","0,16"
P/Ativos,"0,12","0,10","0,07","0,10","0,31","0,33","0,19","0,07","0,07","0,05","0,07","0,03","0,05","0,12","0,21","0,26","0,27","0,28"
LPA,"-4,03","-3,20","-21,44","-6,70","-2,80","12,39","-3,70","12,34","-14,48","-2,33","0,80","-6,24","0,15","-0,63","-0,05","1,19","1,15","1,15"
VPA,"-24,23","-24,50","-21,30","0,14","6,84","9,64","-2,75","0,95","-11,55","3,04","5,37","4,57","8,27","8,12","8,75","8,79","7,61","6,46"
EBIT por ação,"-5,08","-4,97","-4,69","-6,86","-1,07","15,64","2,87","-2,75","-3,64","0,73","3,67","2,73","5,27","4,09","3,74","5,68","3,15","-0,60"
EBIT por ação *,"-5,36","-5,26","-4,72","-6,93","-0,43","14,48","2,73","-2,67","-3,56","0,19","3,64","1,42","4,86","3,90","3,13","5,26","2,73","-0,43"
Ativo por ação,"33,90","39,90","57,85","55,77","56,02","53,50","33,62","29,70","33,90","54,68","52,92","61,90","61,48","55,64","56,85","48,17","37,56","33,58"
Receita líquida por ação,"68,98","76,03","85,57","99,07","105,37","79,68","41,11","21,93","68,49","88,93","96,46","117,13","110,51","100,78","98,61","87,34","65,39","59,27"
Margem bruta,"-0,98%","0,15%","2,86%","0,16%","4,28%","23,29%","14,36%","6,62%","5,04%","9,60%","12,27%","8,74%","12,30%","12,00%","9,78%","12,85%","11,81%","6,76%"
Margem líquida,"-5,85%","-4,21%","-25,06%","-6,77%","-2,65%","15,55%","-9,00%","56,26%","-21,14%","-2,62%","0,83%","-5,33%","0,13%","-0,62%","-0,05%","1,36%","1,76%","1,93%"
Margem EBIT,"-7,37%","-6,53%","-5,49%","-6,93%","-1,02%","19,63%","6,99%","-12,53%","-5,31%","0,82%","3,81%","2,33%","4,77%","4,06%","3,79%","6,51%","4,82%","-1,02%"
Margem EBIT *,"-7,76%","-6,92%","-5,52%","-7,00%","-0,41%","18,18%","6,63%","-12,19%","-5,20%","0,22%","3,77%","1,21%","4,40%","3,87%","3,17%","6,03%","4,17%","-0,72%"
Margem EBITDA,"-4,45%","-4,30%","-4,14%","-6,04%","-0,46%","20,28%","8,24%","-9,96%","-4,08%","1,92%","4,80%","3,14%","5,58%","4,94%","4,73%","7,48%","6,02%","0,15%"
Margem EBITDA *,"-4,84%","-4,69%","-4,17%","-6,11%","0,15%","18,82%","7,89%","-9,62%","-3,97%","1,32%","4,77%","2,02%","5,20%","4,75%","4,11%","7,00%","5,37%","0,45%"
Margem operacional,"-4,48%","-1,54%","-22,19%","-7,34%","-3,86%","16,00%","-8,74%","77,64%","-14,33%","-4,03%","1,16%","-8,16%","0,16%","-0,98%","-0,16%","2,02%","2,51%","2,49%"
ROE,"16,65%","13,05%","100,66%","-4.802,49%","-40,86%","128,53%","134,47%","1.301,58%","125,37%","-76,77%","14,93%","-136,56%","1,79%","-7,75%","-0,52%","13,49%","15,08%","17,73%"
ROA,"-0,12","-0,08","-0,37","-0,12","-0,05","0,23","-0,11","0,42","-0,43","-0,04","0,02","-0,10","0,00","-0,01","-0,00","0,02","0,03","0,03"
ROIC,"-21,77%","-18,49%","-45,68%","-25,98%","-3,47%","34,70%","10,65%","-10,99%","-25,66%","2,12%","10,95%","6,09%","14,14%","15,63%","12,38%","22,30%","13,21%","-3,09%"
ROIC *,"-22,93%","-19,60%","-45,97%","-26,24%","-1,38%","32,13%","10,11%","-10,70%","-25,14%","0,56%","10,84%","3,16%","13,04%","14,90%","10,35%","20,66%","11,43%","-2,19%"
Giro do ativo,"2,03","1,91","1,48","1,78","1,88","1,49","1,22","0,74","2,02","1,63","1,82","1,89","1,80","1,81","1,73","1,81","1,74","1,77"
EBIT *,-289 mi,-284 mi,-255 mi,-374 mi,-23 mi,780 mi,146 mi,-145 mi,-192 mi,10 mi,195 mi,76 mi,261 mi,210 mi,168 mi,283 mi,146 mi,-24 mi
EBITDA,-166 mi,-177 mi,-191 mi,-323 mi,-27 mi,870 mi,182 mi,-118 mi,-151 mi,91 mi,249 mi,198 mi,331 mi,267 mi,251 mi,352 mi,212 mi,4 mi
EBITDA *,-180 mi,-193 mi,-193 mi,-326 mi,8 mi,807 mi,174 mi,-114 mi,-147 mi,63 mi,247 mi,127 mi,309 mi,257 mi,218 mi,329 mi,189 mi,14 mi
Liquidez corrente,"0,68","0,73","0,79","1,12","1,51","1,72","1,35","1,51","0,40","0,61","0,67","0,62","0,80","0,87","0,89","0,98","0,91","0,78"
Liquidez seca,"0,24","0,21","0,27","0,57","0,58","0,45","0,50","0,83","0,28","0,32","0,37","0,29","0,49","0,57","0,55","0,63","0,55","0,48"
Liquidez imediata,"0,11","0,06","0,03","0,02","0,04","0,03","0,06","0,04","0,01","0,03","0,03","0,02","0,11","0,19","0,02","0,02","0,03","0,01"
Dívida bruta,49 mi,75 mi,24 mi,25 mi,11 mi,500 mi,307 mi,162 mi,1.002 mi,1.230 mi,1.053 mi,1.659 mi,1.331 mi,1.006 mi,1.231 mi,1.003 mi,783 mi,629 mi
Dívida líquida,-101 mi,-26 mi,-74 mi,-16 mi,-51 mi,470 mi,267 mi,142 mi,982 mi,1.163 mi,988 mi,1.589 mi,1.017 mi,571 mi,760 mi,611 mi,606 mi,475 mi
Capital de giro,-461 mi,-481 mi,-586 mi,232 mi,789 mi,853 mi,244 mi,256 mi,-1.428 mi,-1.030 mi,-769 mi,-1.132 mi,-549 mi,-293 mi,-283 mi,-40 mi,-114 mi,-314 mi
Endividamento geral,"-239,94%","-262,84%","-371,60%","39.855,61%","718,75%","455,08%","-1.322,61%","3.032,57%","-393,60%","1.700,12%","885,46%","1.255,01%","643,71%","585,36%","549,83%","447,75%","393,71%","419,84%"
