Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
P/L,"-129,46","14,51","10,30","8,86","4,33","6,12","11,21","5,89","6,01","26,43","75,70","3,03","-33,20","16,48","-83,48","31,06","-26,79"
P/VP,"0,94","0,92","1,07","1,08","1,02","0,89","1,19","1,18","1,00","1,08","0,88","0,73","0,76","0,81","0,83","0,80","0,89"
P/EBIT,"-113,47","9,77","12,57","8,62","3,26","4,93","8,16","5,58","4,72","-3.901,97","-20,90","3,47","-16,21","17,55","-35,19","43,32","-10,88"
P/EBIT *,"-217,16","9,48","12,21","8,29","3,33","4,66","8,21","5,58","6,85","70,36","-19,36","3,31","-16,46","15,52","-35,16","43,62","-10,79"
PSR,"2,00","1,71","2,21","1,86","1,17","1,59","1,90","1,88","1,98","3,92","4,47","1,46","2,91","1,94","2,98","4,52","51,40"
P/Ativos,"0,50","0,52","0,65","0,68","0,67","0,57","0,66","0,77","0,64","0,82","0,71","0,54","0,54","0,61","0,63","0,61","0,70"
LPA,"-0,14","1,34","2,21","2,62","5,07","3,09","1,16","1,72","1,23","0,27","0,08","1,76","-0,13","0,28","-0,05","0,14","-0,18"
VPA,"19,88","21,21","21,23","21,40","21,58","21,26","10,92","8,58","7,36","6,50","6,70","7,32","5,69","5,72","5,44","5,55","5,40"
EBIT por ação,"-0,16","2,00","1,81","2,69","6,72","3,84","1,60","1,82","1,57","-0,00","-0,28","1,54","-0,27","0,26","-0,13","0,10","-0,44"
EBIT por ação *,"-0,09","2,06","1,86","2,79","6,59","4,06","1,59","1,82","1,08","0,10","-0,30","1,61","-0,26","0,30","-0,13","0,10","-0,45"
Ativo por ação,"37,21","37,37","35,11","34,16","32,58","33,39","19,91","13,22","11,49","8,60","8,33","9,91","8,07","7,51","7,17","7,32","6,91"
Receita líquida por ação,"9,33","11,41","10,31","12,47","18,68","11,89","6,87","5,41","3,74","1,79","1,32","3,65","1,48","2,38","1,52","0,99","0,09"
Margem bruta,"12,72%","28,86%","29,45%","30,76%","40,44%","40,27%","31,39%","42,53%","40,55%","25,99%","0,33%","54,48%","8,98%","30,18%","12,60%","39,30%","-215,40%"
Margem líquida,"-1,54%","11,78%","21,42%","20,98%","27,11%","26,02%","16,95%","31,88%","32,90%","14,82%","5,91%","48,27%","-8,78%","11,75%","-4,23%","14,47%","-202,79%"
Margem EBIT,"-1,76%","17,49%","17,55%","21,55%","35,97%","32,29%","23,30%","33,65%","41,87%","-0,10%","-21,41%","42,16%","-17,98%","11,03%","-8,47%","10,43%","-472,16%"
Margem EBIT *,"-0,92%","18,02%","18,07%","22,42%","35,25%","34,14%","23,14%","33,64%","28,83%","5,57%","-23,11%","44,24%","-17,70%","12,48%","-8,47%","10,36%","-476,49%"
Margem EBITDA,"13,02%","23,89%","25,12%","28,46%","40,28%","41,30%","31,84%","37,80%","47,92%","8,06%","-5,16%","48,10%","-3,90%","22,49%","9,08%","24,38%","-367,58%"
Margem EBITDA *,"13,86%","24,41%","25,64%","29,33%","39,56%","43,15%","31,69%","37,80%","34,87%","13,72%","-6,86%","50,17%","-3,62%","23,94%","9,08%","24,30%","-371,90%"
Margem operacional,"-6,26%","10,63%","18,09%","22,01%","33,22%","24,42%","18,93%","35,97%","39,64%","18,05%","6,98%","50,88%","-19,00%","10,79%","-12,45%","19,59%","-307,97%"
ROE,"-0,72%","6,34%","10,41%","12,22%","23,47%","14,55%","10,66%","20,11%","16,71%","4,09%","1,16%","24,04%","-2,29%","4,89%","-1,18%","2,54%","-3,47%"
ROA,"-0,00","0,04","0,06","0,08","0,16","0,09","0,06","0,13","0,11","0,03","0,01","0,18","-0,02","0,04","-0,01","0,02","-0,03"
ROIC,"-0,47%","5,86%","5,74%","9,45%","26,94%","18,06%","9,32%","16,19%","16,79%","-0,02%","-4,53%","25,70%","-4,10%","4,25%","-2,12%","1,90%","-10,30%"
ROIC *,"-0,25%","6,03%","5,91%","9,83%","26,41%","19,10%","9,26%","16,19%","11,56%","1,36%","-4,89%","26,96%","-4,04%","4,81%","-2,12%","1,89%","-10,39%"
Giro do ativo,"0,25","0,31","0,29","0,36","0,57","0,36","0,34","0,41","0,33","0,21","0,16","0,37","0,18","0,32","0,21","0,13","0,01"
EBIT *,-9 mi,211 mi,191 mi,286 mi,676 mi,416 mi,163 mi,186 mi,110 mi,10 mi,-32 mi,165 mi,-27 mi,30 mi,-14 mi,10 mi,-46 mi
EBITDA,124 mi,279 mi,265 mi,364 mi,772 mi,504 mi,224 mi,209 mi,184 mi,14 mi,-7 mi,180 mi,-6 mi,54 mi,14 mi,24 mi,-36 mi
EBITDA *,132 mi,286 mi,271 mi,375 mi,758 mi,526 mi,223 mi,209 mi,133 mi,25 mi,-10 mi,187 mi,-6 mi,58 mi,14 mi,24 mi,-36 mi
Liquidez corrente,"1,47","1,79","2,09","2,14","3,28","2,66","1,61","1,95","1,83","1,09","2,36","2,26","1,33","2,37","1,97","2,24","2,54"
Liquidez seca,"1,16","1,34","1,64","1,80","2,68","2,26","1,26","1,52","1,49","0,94","2,20","2,09","1,10","2,12","1,32","1,55","2,37"
Liquidez imediata,"0,09","0,22","0,32","0,61","0,90","1,60","0,43","0,47","0,51","0,28","0,48","0,38","0,48","0,66","0,61","1,21","2,13"
Dívida bruta,1.443 mi,1.311 mi,1.043 mi,871 mi,702 mi,862 mi,666 mi,333 mi,276 mi,112 mi,99 mi,110 mi,120 mi,101 mi,94 mi,93 mi,77 mi
Dívida líquida,1.349 mi,1.151 mi,850 mi,459 mi,171 mi,-197 mi,495 mi,222 mi,160 mi,61 mi,-68 mi,-239 mi,11 mi,16 mi,26 mi,-43 mi,-129 mi
Capital de giro,385 mi,519 mi,572 mi,717 mi,1.104 mi,1.099 mi,242 mi,214 mi,169 mi,13 mi,152 mi,249 mi,58 mi,157 mi,107 mi,138 mi,149 mi
Endividamento geral,"87,22%","76,19%","65,40%","59,67%","50,96%","57,07%","82,28%","54,18%","56,06%","32,33%","24,37%","35,33%","41,87%","31,32%","31,63%","30,22%","26,60%"
