Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"5,11","6,13","28,78","6,88","6,97","4,44","103,65","7,40","-5,39","-2,24","355,46","5,66","2,29","3,37","4,65","3,67","3,82","7,92"
P/VP,"0,57","0,77","0,67","0,76","0,38","0,56","0,87","0,53","0,55","0,43","0,31","0,27","0,27","0,48","0,67","0,52","0,68","1,07"
P/EBIT,"4,82","5,78","11,53","7,58","5,80","3,87","5,59","3,70","-5,36","-2,33","-24,82","6,11","2,78","2,88","2,86","2,96","2,87","5,25"
P/EBIT *,"3,96","5,54","3,42","6,97","3,62","3,08","6,25","3,71","-11,48","-4,94","18,70","3,31","2,38","2,71","2,80","2,86","2,80","5,34"
PSR,"0,58","0,76","0,56","0,83","0,31","0,45","0,91","0,48","0,59","0,54","0,38","0,26","0,26","0,39","0,48","0,43","0,49","0,84"
P/Ativos,"0,21","0,28","0,23","0,20","0,11","0,17","0,29","0,18","0,18","0,16","0,13","0,11","0,12","0,20","0,27","0,24","0,32","0,43"
LPA,"1,08","1,19","0,21","1,08","0,52","1,16","0,07","0,60","-0,80","-1,68","0,01","0,51","1,26","1,41","1,28","1,13","1,26","0,62"
VPA,"9,64","9,40","9,00","9,73","9,56","9,10","8,73","8,34","7,89","8,71","10,63","10,80","10,61","9,94","8,85","7,97","7,05","4,59"
EBIT por ação,"1,15","1,26","0,53","0,98","0,63","1,33","1,36","1,19","-0,81","-1,62","-0,13","0,47","1,04","1,65","2,08","1,40","1,68","0,94"
EBIT por ação *,"1,40","1,32","1,77","1,07","1,01","1,67","1,22","1,19","-0,38","-0,76","0,18","0,87","1,22","1,76","2,13","1,45","1,72","0,92"
Ativo por ação,"26,45","26,08","25,89","36,49","33,49","29,65","25,88","24,92","24,21","23,72","25,09","25,68","24,40","24,02","21,86","17,45","15,30","11,36"
Receita líquida por ação,"9,57","9,60","10,79","8,95","11,59","11,38","8,36","9,23","7,37","6,93","8,72","11,03","11,03","12,29","12,56","9,54","9,78","5,84"
Margem bruta,"27,52%","27,11%","26,78%","22,51%","22,54%","27,77%","28,87%","26,64%","13,75%","11,10%","19,33%","23,59%","27,85%","28,28%","28,32%","27,28%","27,39%","28,45%"
Margem líquida,"14,31%","15,57%","6,10%","12,94%","8,41%","12,58%","3,19%","7,73%","-9,54%","-21,57%","2,29%","6,77%","12,42%","13,35%","14,37%","12,20%","13,04%","11,61%"
Margem EBIT,"11,99%","13,12%","4,87%","10,95%","5,42%","11,65%","16,28%","12,90%","-10,96%","-23,39%","-1,53%","4,26%","9,41%","13,45%","16,60%","14,71%","17,20%","16,08%"
Margem EBIT *,"14,59%","13,70%","16,40%","11,90%","8,68%","14,66%","14,58%","12,89%","-5,12%","-11,01%","2,04%","7,87%","11,02%","14,30%","16,96%","15,18%","17,57%","15,80%"
Margem EBITDA,"12,10%","13,33%","5,06%","11,49%","5,81%","12,02%","16,78%","13,58%","-10,05%","-21,77%","-0,85%","4,78%","10,35%","14,02%","17,03%","15,00%","17,48%","16,38%"
Margem EBITDA *,"14,70%","13,91%","16,59%","12,45%","9,08%","15,03%","15,08%","13,57%","-4,20%","-9,39%","2,72%","8,39%","11,96%","14,87%","17,39%","15,47%","17,85%","16,10%"
Margem operacional,"17,09%","18,30%","7,47%","12,95%","10,92%","14,49%","17,11%","12,45%","-7,79%","-18,86%","4,67%","8,91%","14,65%","15,37%","16,53%","15,39%","16,57%","15,37%"
ROE,"11,87%","13,63%","6,36%","8,04%","7,15%","11,04%","2,15%","7,60%","-7,78%","-15,04%","1,65%","6,05%","11,32%","14,18%","17,00%","14,60%","18,09%","14,78%"
ROA,"0,05","0,06","0,03","0,03","0,03","0,05","0,01","0,03","-0,03","-0,06","0,01","0,03","0,06","0,07","0,08","0,07","0,08","0,06"
ROIC,"5,36%","6,03%","2,42%","3,15%","2,24%","5,38%","7,07%","6,01%","-4,10%","-8,05%","-0,61%","2,14%","5,07%","8,33%","11,21%","9,29%","13,47%","9,61%"
ROIC *,"6,52%","6,29%","8,13%","3,42%","3,58%","6,77%","6,33%","6,00%","-1,92%","-3,79%","0,81%","3,95%","5,94%","8,85%","11,46%","9,59%","13,76%","9,44%"
Giro do ativo,"0,36","0,37","0,42","0,25","0,35","0,38","0,32","0,37","0,30","0,29","0,35","0,43","0,45","0,51","0,57","0,55","0,64","0,51"
EBIT *,279 mi,263 mi,353 mi,213 mi,201 mi,333 mi,243 mi,237 mi,-76 mi,-153 mi,35 mi,173 mi,243 mi,351 mi,426 mi,289 mi,343 mi,184 mi
EBITDA,231 mi,256 mi,109 mi,205 mi,134 mi,273 mi,280 mi,250 mi,-149 mi,-302 mi,-15 mi,105 mi,228 mi,344 mi,427 mi,286 mi,341 mi,191 mi
