Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"9,52","10,33","7,27","7,35","5,38","6,51","9,33","5,70","8,80","8,55","6,93","4,47","6,97","10,08","12,02","8,95","10,65","13,64"
P/VP,"2,21","2,41","1,23","1,34","0,98","1,18","1,29","1,15","1,46","1,40","1,10","0,85","1,19","1,32","1,51","1,36","1,55","1,65"
P/EBIT,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
P/EBIT *,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
PSR,"13,88","15,38","13,17","10,82","30,95","39,72","43,15","36,93","22,20","33,01","48,00","14,29","26,95","33,12","42,02","40,79","107,09","238,56"
P/Ativos,"0,92","1,00","0,10","0,60","0,42","0,78","0,84","0,84","0,97","0,94","0,78","0,57","0,97","1,07","1,24","1,17","1,35","1,56"
LPA,"4,21","4,14","3,38","3,03","2,69","2,38","1,72","2,42","1,99","1,91","1,71","1,91","1,58","1,06","0,98","1,08","0,93","0,70"
VPA,"18,12","17,77","0,00","16,55","14,70","13,11","12,40","11,99","11,96","11,65","10,75","10,04","9,24","8,09","7,78","7,11","6,41","5,76"
EBIT por ação,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EBIT por ação *,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Ativo por ação,"43,47","42,95","0,00","37,03","34,57","19,81","19,08","16,54","17,97","17,45","15,24","14,87","11,38","9,94","9,51","8,26","7,37","6,12"
Receita líquida por ação,"2,89","2,78","1,87","2,06","0,47","0,39","0,37","0,37","0,79","0,50","0,25","0,60","0,41","0,32","0,28","0,24","0,09","0,04"
Margem bruta,"36,39%","35,55%","31,43%","31,59%","-0,33%","14,89%","16,50%","43,39%","24,80%","51,02%","118,13%","66,77%","75,43%","71,25%","66,38%","71,12%","63,19%","84,19%"
Margem líquida,"145,79%","148,82%","181,19%","147,16%","575,60%","610,57%","462,24%","647,88%","252,32%","386,24%","692,49%","319,86%","386,83%","328,56%","349,67%","455,83%","1.005,63%","1.749,61%"
Margem EBIT,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem EBIT *,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem EBITDA,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem EBITDA *,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem operacional,"139,65%","136,86%","163,26%","137,42%","566,21%","618,78%","412,21%","654,31%","244,86%","382,64%","683,93%","312,60%","389,23%","340,37%","343,21%","449,11%","999,85%","1.735,15%"
ROE,"23,24%","23,30%","19,04%","18,29%","18,32%","18,15%","13,87%","20,20%","16,64%","16,43%","15,90%","19,05%","17,07%","13,07%","12,58%","15,17%","14,54%","12,14%"
ROA,"0,10","0,10","0,01","0,08","0,08","0,12","0,09","0,15","0,11","0,11","0,11","0,13","0,14","0,11","0,10","0,13","0,13","0,11"
ROIC,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
ROIC *,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
Giro do ativo,"0,07","0,06","0,12","0,06","0,01","0,02","0,02","0,02","0,04","0,03","0,02","0,04","0,04","0,03","0,03","0,03","0,01","0,01"
EBIT *,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EBITDA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EBITDA *,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Liquidez corrente,"0,77","0,88",--,"1,60","1,46","1,54","1,31","5,17","1,02","1,06","0,75","3,12","8,90","9,39","8,41","4,60","1,33","4,03"
Liquidez seca,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Liquidez imediata,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Dívida bruta,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Dívida líquida,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Capital de giro,-63.401 mi,-33.264 mi,--,58.208 mi,45.840 mi,9.948 mi,4.934 mi,21.262 mi,363 mi,1.617 mi,-4.091 mi,10.968 mi,18.191 mi,13.801 mi,12.075 mi,22.420 mi,935 mi,8.114 mi
Endividamento geral,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
