Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"6,44","7,28","7,67","12,88","7,00","7,97","13,92","18,43","39,32","8,97","9,83","3,82","5,38","5,86","9,65","7,98","6,54","9,81"
P/VP,"0,70","0,77","0,65","0,66","0,51","0,80","1,39","1,38","1,47","1,27","0,80","0,63","1,06","1,63","1,96","1,88","1,45","1,75"
P/EBIT,"7,91","8,82","9,29","16,32","9,48","11,07","21,19","23,54","1.447,96","10,17","13,48","4,34","5,85","6,04","10,52","9,10","7,01","10,02"
P/EBIT *,"11,03","11,29","11,58","33,81","14,85","14,13","25,18","36,82","-430,05","11,69","17,59","6,18","7,55","7,41","13,09","9,03","7,04","9,97"
PSR,"2,39","2,60","1,99","2,85","2,03","3,58","6,02","6,44","9,82","3,28","3,95","2,08","2,68","3,01","5,13","3,53","2,50","3,16"
P/Ativos,"0,49","0,54","0,48","0,52","0,41","0,68","1,20","1,21","1,29","1,04","0,64","0,52","0,75","1,21","1,59","1,48","1,15","1,41"
LPA,"2,00","1,90","1,44","0,85","1,16","1,53","1,44","1,00","0,35","1,28","0,82","1,58","1,69","2,09","1,20","1,17","0,87","0,58"
VPA,"18,33","17,90","17,10","16,53","15,91","15,24","14,49","13,39","9,29","9,02","10,06","9,62","8,59","7,48","5,89","4,98","3,91","3,25"
EBIT por ação,"1,62","1,57","1,19","0,67","0,85","1,10","0,95","0,78","0,01","1,13","0,60","1,39","1,55","2,02","1,10","1,03","0,81","0,57"
EBIT por ação *,"1,16","1,23","0,95","0,32","0,54","0,86","0,80","0,50","-0,03","0,98","0,46","0,98","1,20","1,65","0,88","1,03","0,81","0,57"
Ativo por ação,"26,12","25,61","23,01","20,92","19,69","18,06","16,78","15,22","10,58","11,05","12,51","11,71","12,16","10,14","7,27","6,31","4,92","4,03"
Receita líquida por ação,"5,37","5,33","5,55","3,85","3,99","3,41","3,33","2,86","1,39","3,49","2,04","2,90","3,39","4,05","2,25","2,65","2,26","1,80"
Margem bruta,"41,51%","41,71%","34,14%","31,73%","34,27%","46,12%","43,04%","40,80%","36,30%","44,34%","47,20%","51,20%","52,57%","52,34%","53,68%","50,48%","46,77%","40,25%"
Margem líquida,"38,20%","36,53%","27,47%","22,72%","30,51%","47,20%","44,31%","36,11%","26,14%","36,87%","40,59%","54,58%","49,81%","51,69%","53,53%","44,44%","38,57%","32,25%"
