Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-8,04",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P/VP,"1,11",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P/EBIT,"10,13",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P/EBIT *,"5,08",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PSR,"0,66",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
P/Ativos,"0,50",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LPA,"-1,30",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VPA,"9,44",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EBIT por ação,"1,03",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EBIT por ação *,"2,06",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ativo por ação,"21,08",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Receita líquida por ação,"15,88",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Margem bruta,"66,61%","66,79%","66,25%","65,33%","72,75%","73,12%","72,08%","71,76%","70,45%","69,08%","69,41%","69,63%","69,89%","70,56%","70,20%","69,69%","69,48%"
Margem líquida,"-8,18%","3,58%","43,14%","0,95%","4,51%","6,01%","2,72%","4,09%","6,80%","3,90%","6,62%","10,01%","12,09%","13,78%","14,86%","14,48%","16,12%"
Margem EBIT,"6,49%","7,50%","13,27%","12,70%","10,14%","11,09%","9,35%","9,38%","13,79%","13,69%","15,91%","18,42%","20,20%","21,60%","23,52%","22,74%","21,59%"
Margem EBIT *,"12,95%","14,40%","16,54%","15,76%","12,83%","12,97%","11,15%","11,45%","14,62%","13,00%","15,08%","18,15%","20,07%","21,78%","22,39%","23,08%","21,94%"
Margem EBITDA,"10,22%","10,76%","17,02%","16,55%","17,50%","18,88%","17,09%","13,78%","17,68%","16,98%","18,94%","20,98%","22,95%","23,83%","25,49%","24,47%","23,77%"
Margem EBITDA *,"16,68%","17,66%","20,30%","19,61%","20,19%","20,76%","18,88%","15,86%","18,51%","16,29%","18,11%","20,72%","22,83%","24,01%","24,36%","24,81%","24,12%"
Margem operacional,"2,52%","4,94%","-0,89%","2,15%","6,58%","8,37%","3,82%","5,03%","9,86%","5,39%","11,08%","14,80%","17,94%","20,46%","22,14%","21,77%","20,61%"
ROE,"-13,76%","8,26%","68,71%","2,06%","11,95%","16,30%","11,57%","21,30%","41,00%","30,94%","48,50%","64,53%","72,57%","67,92%","66,46%","59,17%","60,00%"
ROA,"-0,06","0,04","0,33","0,01","0,04","0,04","0,02","0,04","0,04","0,04","0,06","0,10","0,14","0,16","0,22","0,23","0,25"
ROIC,"6,62%","12,81%","15,34%","9,44%","11,31%","11,61%","9,78%","11,21%","13,96%","20,40%","21,64%","27,82%","33,46%","44,74%","47,16%","50,89%","46,14%"
ROIC *,"13,21%","24,58%","19,14%","11,71%","14,31%","13,58%","11,65%","13,69%","14,80%","19,38%","20,50%","27,42%","33,25%","45,12%","44,90%","51,65%","46,87%"
Giro do ativo,"0,75","1,05","0,76","0,53","0,79","0,72","0,80","0,87","0,66","0,94","0,84","1,03","1,12","1,18","1,47","1,59","1,55"
EBIT *,2.827 mi,3.062 mi,2.469 mi,2.058 mi,2.659 mi,2.379 mi,1.610 mi,1.534 mi,1.440 mi,1.028 mi,1.190 mi,1.344 mi,1.407 mi,1.382 mi,1.251 mi,1.185 mi,930 mi
EBITDA,2.229 mi,2.289 mi,2.540 mi,2.162 mi,3.628 mi,3.463 mi,2.468 mi,1.846 mi,1.741 mi,1.343 mi,1.495 mi,1.554 mi,1.608 mi,1.511 mi,1.424 mi,1.256 mi,1.008 mi
EBITDA *,3.641 mi,3.756 mi,3.029 mi,2.561 mi,4.185 mi,3.808 mi,2.727 mi,2.124 mi,1.824 mi,1.289 mi,1.430 mi,1.534 mi,1.600 mi,1.523 mi,1.361 mi,1.274 mi,1.023 mi
Liquidez corrente,"1,65","1,95","2,06","1,41","1,59","1,16","1,44","1,41","1,02","1,15","1,32","1,36","1,51","1,40","1,73","1,59","1,39"
Liquidez seca,"1,25","1,60","1,76","1,09","1,20","0,92","1,12","1,11","0,84","0,95","1,11","1,07","1,17","1,11","1,19","1,10","0,98"
Liquidez imediata,"0,20","0,25","0,25","0,28","0,40","0,32","0,33","0,27","0,24","0,26","0,35","0,37","0,43","0,47","0,08","0,03","0,05"
Dívida bruta,6.175 mi,2.389 mi,2.512 mi,7.622 mi,8.296 mi,9.127 mi,7.902 mi,7.994 mi,9.331 mi,4.390 mi,5.535 mi,3.981 mi,2.893 mi,2.308 mi,1.186 mi,691 mi,704 mi
Dívida líquida,3.504 mi,-1.019 mi,-702 mi,3.777 mi,3.627 mi,3.976 mi,5.414 mi,5.563 mi,5.661 mi,2.091 mi,2.752 mi,2.285 mi,1.584 mi,665 mi,671 mi,131 mi,204 mi
Capital de giro,4.830 mi,6.504 mi,6.636 mi,3.038 mi,4.167 mi,1.482 mi,1.941 mi,1.888 mi,144 mi,625 mi,1.445 mi,1.120 mi,1.186 mi,963 mi,928 mi,691 mi,481 mi
Endividamento geral,"123,26%","120,58%","108,66%","311,32%","236,05%","276,43%","434,50%","497,47%","814,97%","745,21%","771,71%","526,81%","434,84%","316,08%","203,38%","156,21%","140,50%"
