Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"9,28","10,33","9,82","14,56","10,36","34,11","27,32","21,59","26,95","29,08","27,32","21,92","23,88","19,45","25,53","21,64","19,29","33,35"
P/VP,"1,34","1,44","1,09","1,42","1,33","2,20","5,44","5,00","6,95","6,61","6,48","5,49","6,07","5,31","6,95","6,31","5,82","7,30"
P/EBIT,"7,64","8,38","9,33","15,99","9,51","26,53","34,96","13,99","19,31","19,60","17,50","13,59","14,03","12,18","16,22","15,42","14,69","24,48"
P/EBIT *,"3,79","4,16","3,90","5,01","4,64","12,09","31,19","9,48","13,31","12,37","9,45","7,15","7,60","6,94","9,03","8,93","8,63","11,63"
PSR,"0,87","0,95","0,81","1,04","1,01","2,04","3,97","2,45","3,26","2,86","2,65","2,06","2,16","1,81","2,35","2,25","2,16","2,68"
P/Ativos,"0,73","0,77","0,58","0,69","0,63","1,01","2,05","2,03","3,12","2,82","2,64","2,16","2,12","1,75","2,41","2,44","2,42","3,29"
LPA,"1,48","1,45","1,19","0,97","1,28","0,63","1,09","1,08","1,01","0,73","0,62","0,00","0,47","0,40","0,35","0,33","0,31","0,19"
VPA,"10,30","10,39","10,70","9,98","10,02","9,74","5,46","4,66","3,93","3,20","2,62","2,30","1,84","1,48","1,30","1,15","1,01","0,86"
EBIT por ação,"1,80","1,78","1,25","0,88","1,40","0,81","0,85","1,67","1,41","1,08","0,97","0,93","0,80","0,65","0,56","0,47","0,40","0,26"
EBIT por ação *,"3,64","3,60","2,99","2,82","2,87","1,77","0,95","2,46","2,05","1,71","1,80","1,76","1,47","1,13","1,00","0,81","0,68","0,54"
Ativo por ação,"18,74","19,49","20,23","20,35","21,01","21,27","14,54","11,47","8,76","7,50","6,43","5,82","5,28","4,48","3,74","2,96","2,44","1,91"
Receita líquida por ação,"15,83","15,72","14,34","13,56","13,18","10,50","7,49","9,52","8,37","7,39","6,41","6,10","5,18","4,34","3,84","3,22","2,73","2,35"
Margem bruta,"61,95%","61,71%","60,56%","60,23%","60,17%","58,39%","57,23%","61,09%","61,02%","60,44%","60,09%","59,13%","58,48%","57,26%","57,69%","56,89%","56,04%","54,10%"
Margem líquida,"9,37%","9,21%","8,29%","7,15%","9,73%","5,99%","14,54%","11,33%","12,11%","9,84%","9,69%","9,42%","9,04%","9,32%","9,20%","10,40%","11,20%","8,02%"
Margem EBIT,"11,38%","11,35%","8,72%","6,51%","10,61%","7,70%","11,37%","17,48%","16,90%","14,61%","15,12%","15,19%","15,37%","14,88%","14,48%","14,59%","14,70%","10,93%"
Margem EBIT *,"22,97%","22,90%","20,87%","20,78%","21,74%","16,90%","12,74%","25,79%","24,51%","23,13%","28,02%","28,88%","28,39%","26,14%","26,01%","25,20%","25,02%","23,01%"
Margem EBITDA,"19,41%","19,51%","17,34%","14,56%","18,45%","16,36%","21,86%","24,73%","20,63%","19,03%","19,95%","19,50%","19,45%","18,71%","17,92%","17,61%","17,45%","14,05%"
Margem EBITDA *,"31,00%","31,05%","29,49%","28,83%","29,59%","25,57%","23,24%","33,03%","28,24%","27,55%","32,85%","33,19%","32,47%","29,97%","29,46%","28,22%","27,77%","26,14%"
Margem operacional,"10,84%","10,83%","9,15%","6,16%","10,43%","6,05%","15,93%","15,56%","16,26%","13,49%","13,52%","13,48%","13,57%","13,33%","13,17%","14,68%","15,69%","11,25%"
ROE,"14,41%","13,94%","11,11%","9,72%","12,80%","6,46%","19,93%","23,15%","25,80%","22,73%","23,71%","25,05%","25,41%","27,28%","27,22%","29,17%","30,16%","21,88%"
ROA,"0,08","0,07","0,06","0,05","0,06","0,03","0,07","0,09","0,12","0,10","0,10","0,10","0,09","0,09","0,09","0,11","0,13","0,10"
ROIC,"11,77%","11,30%","7,98%","5,70%","8,83%","5,94%","8,11%","18,42%","22,21%","19,54%","19,91%","20,41%","20,44%","20,06%","21,26%","23,79%","27,82%","20,80%"
ROIC *,"23,76%","22,79%","19,09%","18,19%","18,10%","13,04%","9,09%","27,18%","32,22%","30,96%","36,89%","38,81%","37,76%","35,23%","38,20%","41,09%","47,34%","43,80%"
Giro do ativo,"0,84","0,81","0,71","0,67","0,63","0,49","0,51","0,83","0,96","0,99","1,00","1,05","0,98","0,97","1,02","1,09","1,12","1,23"
EBIT *,3.661 mi,3.624 mi,3.012 mi,2.836 mi,2.885 mi,1.786 mi,960 mi,2.472 mi,2.065 mi,1.722 mi,1.807 mi,1.774 mi,1.481 mi,1.142 mi,1.004 mi,816 mi,688 mi,543 mi
EBITDA,3.093 mi,3.088 mi,2.503 mi,1.987 mi,2.448 mi,1.730 mi,1.647 mi,2.371 mi,1.738 mi,1.416 mi,1.286 mi,1.198 mi,1.014 mi,817 mi,692 mi,570 mi,480 mi,332 mi
EBITDA *,4.941 mi,4.915 mi,4.257 mi,3.934 mi,3.926 mi,2.702 mi,1.751 mi,3.167 mi,2.379 mi,2.051 mi,2.119 mi,2.039 mi,1.693 mi,1.309 mi,1.137 mi,913 mi,764 mi,617 mi
Liquidez corrente,"1,77","1,69","1,61","1,63","1,86","1,76","1,58","1,40","1,37","1,67","1,40","1,60","1,72","1,55","1,45","1,92","1,92","1,47"
Liquidez seca,"1,42","1,42","1,36","1,39","1,60","1,56","1,33","1,16","1,11","1,35","1,13","1,34","1,42","1,29","1,18","1,55","1,63","1,26"
Liquidez imediata,"0,16","0,14","0,25","0,34","0,41","0,69","0,37","0,21","0,22","0,36","0,31","0,32","0,41","0,41","0,40","0,55","0,70","0,42"
Dívida bruta,399 mi,379 mi,945 mi,1.926 mi,2.405 mi,3.467 mi,3.384 mi,1.645 mi,1.923 mi,1.870 mi,1.875 mi,1.903 mi,1.951 mi,1.782 mi,1.315 mi,849 mi,656 mi,417 mi
Dívida líquida,-1.455 mi,-1.523 mi,-1.826 mi,-1.177 mi,-1.099 mi,-2.481 mi,712 mi,272 mi,539 mi,728 mi,981 mi,1.165 mi,1.117 mi,980 mi,632 mi,270 mi,-28 mi,6 mi
Capital de giro,4.782 mi,4.767 mi,4.669 mi,4.699 mi,6.037 mi,6.030 mi,3.263 mi,1.890 mi,1.605 mi,1.966 mi,1.167 mi,1.402 mi,1.461 mi,1.068 mi,771 mi,975 mi,895 mi,454 mi
Endividamento geral,"82,06%","87,70%","89,03%","103,94%","109,65%","118,34%","166,17%","146,28%","123,06%","134,15%","145,57%","153,74%","186,69%","202,40%","188,74%","158,31%","140,48%","121,74%"
