Conta,3T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-0,45","7,53","-173,75","11,20","18,64","23,44","19,10","9,23","20,93","-660,94","-4.298,50",-,-,-,-,-,-
P/VP,"0,18","-16,65","5,29","4,79","7,16","19,89","7,87","21,68","-20,93","-11,87","-2,69",-,-,-,-,-,-
P/EBIT,"-3,48","-87,94","-46,05","11,91","20,07","29,30","16,43","11,12","-77,50","-274,14","-131,86",-,-,-,-,-,-
P/EBIT *,"-4,54","-49,77","-45,51","11,93","20,64","29,30","16,35","10,92","-270,14","-295,10","-153,52",-,-,-,-,-,-
PSR,--,"43,44","4,21","3,13","4,02","9,38","4,27","8,20",--,--,--,-,-,-,-,-,-
P/Ativos,"0,17","141.236,30","3,45","3,20","4,23","10,61","2,76","5,82","16,25","164,39","37,25",-,-,-,-,-,-
LPA,"-0,56","0,43","-0,01","0,23","0,14","0,28","0,05","0,16","0,09","-0,00","-0,00",-,-,-,-,-,-
VPA,"1,35","-0,19","0,39","0,53","0,36","0,33","0,12","0,07","-0,09","-0,19","-0,18",-,-,-,-,-,-
EBIT por ação,"-0,07","-0,04","-0,04","0,21","0,13","0,22","0,06","0,13","-0,03","-0,01","-0,00",-,-,-,-,-,-
EBIT por ação *,"-0,06","-0,06","-0,04","0,21","0,12","0,22","0,06","0,14","-0,01","-0,01","-0,00",-,-,-,-,-,-
Ativo por ação,"1,50","0,00","0,59","0,80","0,61","0,62","0,33","0,26","0,12","0,01","0,01",-,-,-,-,-,-
Receita líquida por ação,"0,00","0,07","0,48","0,82","0,64","0,70","0,22","0,18","0,00","0,00","0,00",-,-,-,-,-,-
Margem bruta,--%,--%,"91,91%","97,47%","99,37%","100,00%","100,00%","100,00%",--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem líquida,--%,--%,"-2,42%","27,93%","21,57%","40,02%","22,35%","88,78%",--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem EBIT,--%,--%,"-9,15%","26,26%","20,03%","32,02%","25,98%","73,69%",--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem EBIT *,--%,--%,"-9,26%","26,23%","19,49%","32,02%","26,11%","75,03%",--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem EBITDA,--%,--%,"-8,19%","26,82%","20,60%","32,24%","25,98%","73,69%",--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem EBITDA *,--%,--%,"-8,29%","26,79%","20,05%","32,24%","26,11%","75,03%",--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem operacional,--%,--%,"0,11%","29,95%","22,52%","42,20%","23,27%","95,44%",--%,--%,--%,--%,--%,--%,--%,--%,--%
ROE,"-41,40%","16,73%","-3,04%","42,73%","38,38%","84,86%","41,21%","234,87%","-99,98%","1,80%","0,06%","12,97%","23,37%","7,86%","2,18%","3,27%","3,63%"
ROA,"-0,37","-1.419,00","-0,02","0,29","0,23","0,45","0,14","0,63","0,78","-0,25","-0,01","-1,79","-3,01","-3,57","-0,96","-1,57","-2,12"
ROIC,"-4,82%","-36.600,00%","-32,10%","85,73%","64,38%","82,84%","95,83%","121,93%","-448,16%","-61,01%","-42,23%","-205,37%","-146,44%","-141,32%","-92,75%","-133,43%","347,32%"
ROIC *,"-3,69%","-36.600,00%","-32,48%","85,65%","62,62%","82,84%","96,29%","124,15%","-128,57%","-56,67%","-36,27%","-196,69%","-138,31%","-118,56%","-88,34%","-120,71%","292,86%"
Giro do ativo,"0,00","0,00","0,82","1,02","1,05","1,13","0,65","0,71","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
EBIT *,-3 mi,-1 mi,-2 mi,9 mi,5 mi,9 mi,2 mi,5 mi,-1 mi,-1 mi,-1 mi,-1 mi,-1 mi,-1 mi,-1 mi,-1 mi,-1 mi
EBITDA,-3 mi,-1 mi,-2 mi,9 mi,5 mi,9 mi,2 mi,5 mi,-2 mi,-1 mi,-1 mi,-1 mi,-1 mi,-1 mi,-1 mi,-1 mi,-1 mi
EBITDA *,-2 mi,-1 mi,-2 mi,9 mi,5 mi,9 mi,2 mi,5 mi,-1 mi,-1 mi,-1 mi,-1 mi,-1 mi,-1 mi,-1 mi,-1 mi,-1 mi
Liquidez corrente,"0,40","0,02","30,64","10,55","11,15","6,64","13,92","113,47","9,88","13,34","1,82","0,07","0,08","0,08","0,08","0,08","0,06"
Liquidez seca,"0,40","0,02","30,64","10,55","11,15","6,64","13,92","113,47","9,88","13,34","1,82","0,07","0,08","0,08","0,08","0,08","0,06"
Liquidez imediata,"0,03","0,00","23,68","7,27","7,66","3,69","10,73","64,84","9,42","0,23","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
Dívida bruta,5 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi
Dívida líquida,5 mi,0 mi,-20 mi,-24 mi,-18 mi,-15 mi,-12 mi,-7 mi,-5 mi,-1 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi
Capital de giro,-2 mi,-1 mi,24 mi,31 mi,23 mi,22 mi,13 mi,11 mi,4 mi,0 mi,0 mi,-8 mi,-7 mi,-6 mi,-6 mi,-6 mi,-6 mi
Endividamento geral,"11,10%","-100,01%","53,31%","49,36%","69,04%","87,52%","185,24%","272,86%","-228,78%","-107,22%","-107,23%","-107,23%","-107,76%","-102,20%","-102,26%","-102,08%","-101,72%"
