Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,4T2009
Ativo total,"111,79 B","109,60 B","126,17 B","116,70 B","115,72 B","116,41 B","112,39 B","105,10 B","100,46 B","103,64 B","98,78 B","95,70 B","92,83 B","90,62 B","70,91 B","71,41 B","70,43 B","61,71 B","55,56 B","43,50 B","42,30 B","44,12 B","42,14 B","40,50 B","39,46 B","37,53 B","33,87 B","32,72 B","30,74 B","25,51 B","19,40 B","18,35 B","17,39 B","17,49 B","15,07 B","14,34 B","13,90 B","14,22 B","12,86 B","12,67 B","12,47 B","12,59 B","12,27 B","11,63 B","11,30 B","11,27 B","9,78 B","9,30 B","9,29 B","9,10 B","9,10 B","9,04 B","9,09 B","9,28 B","3,86 B","3,74 B","3,35 B","3,40 B","3,22 B","3,04 B","3,03 B","3,28 B","3,33 B"
Ativo circulante,"27,29 B","26,60 B","32,67 B","25,13 B","26,29 B","28,53 B","26,88 B","27,80 B","23,39 B","27,95 B","23,86 B","23,42 B","22,94 B","21,69 B","18,24 B","19,59 B","19,21 B","21,69 B","19,72 B","15,75 B","14,16 B","14,65 B","13,54 B","12,60 B","11,64 B","11,42 B","9,75 B","10,43 B","9,75 B","9,43 B","8,38 B","7,49 B","7,18 B","7,49 B","5,83 B","5,37 B","5,39 B","5,93 B","4,82 B","4,86 B","4,91 B","5,16 B","4,95 B","4,32 B","4,08 B","4,39 B","3,38 B","3,08 B","3,16 B","3,08 B","3,09 B","3,02 B","3,13 B","3,32 B","1,24 B","1,22 B","926,47 M","1,05 B","847,23 M","890,14 M","1,12 B","1,10 B","866,26 M"
Caixa e eq. de caixa,"5,67 B","2,66 B","4,86 B","2,11 B","1,56 B","3,31 B","2,23 B","2,61 B","3,34 B","4,61 B","5,58 B","5,24 B","4,32 B","3,17 B","2,89 B","3,83 B","1,99 B","3,00 B","3,78 B","4,21 B","2,49 B","2,22 B","3,31 B","619,12 M","3,26 B","1,79 B","4,28 B","4,40 B","4,99 B","4,74 B","4,75 B","4,44 B","4,10 B","4,17 B","928,32 M","896,73 M","943,85 M","920,78 M","415,91 M","418,09 M","404,05 M","397,87 M","451,95 M","284,97 M","368,47 M","280,10 M","389,85 M","532,99 M","341,11 M","350,88 M","228,09 M","245,78 M","286,58 M","133,10 M","82,45 M","110,03 M","140,81 M","242,66 M","218,54 M","300,21 M","511,86 M","550,08 M","440,51 M"
Aplicações financeiras,"5,23 B","7,82 B","10,33 B","7,29 B","8,94 B","9,73 B","8,05 B","9,37 B","5,65 B","7,63 B","3,72 B","4,34 B","4,62 B","4,71 B","4,92 B","6,00 B","6,38 B","7,37 B","5,84 B","3,92 B","4,32 B","5,40 B","3,71 B","5,36 B","2,34 B","4,04 B","449,78 M","1,13 B","1,37 M",0,0,"522,00 Mil","522,00 Mil","919,00 Mil","1,73 B","1,63 B","1,79 B","2,14 B","1,63 B","1,91 B","2,04 B","2,08 B","1,84 B","1,55 B","1,35 B","1,68 B","842,73 M","830,14 M","1,00 B","1,26 B","1,36 B","1,27 B","1,15 B","1,59 B","414,48 M","427,53 M","137,40 M","205,75 M",0,0,0,0,0
Contas a receber,"13,59 B","13,49 B","14,51 B","12,71 B","13,02 B","12,80 B","12,91 B","12,15 B","12,09 B","12,02 B","12,00 B","11,46 B","11,67 B","11,49 B","9,08 B","8,36 B","8,81 B","9,59 B","8,29 B","6,22 B","6,00 B","5,54 B","5,20 B","5,22 B","4,78 B","5,16 B","4,65 B","4,50 B","4,33 B","4,32 B","3,33 B","2,74 B","2,78 B","3,03 B","2,94 B","2,60 B","2,42 B","2,62 B","2,59 B","2,30 B","2,23 B","2,45 B","2,44 B","2,28 B","2,17 B","2,22 B","1,94 B","1,51 B","1,65 B","1,28 B","1,23 B","1,28 B","1,48 B","1,46 B","639,72 M","598,98 M","570,00 M","527,64 M","520,66 M","505,30 M","406,35 M","489,17 M","374,01 M"
Estoques,"301,76 M","291,44 M","244,55 M","234,13 M","193,76 M","150,90 M","157,43 M","146,08 M","135,33 M","135,61 M","226,38 M","219,78 M","254,07 M","278,86 M","260,76 M","236,22 M","235,51 M","203,71 M","141,93 M","95,94 M","61,69 M","47,26 M","51,73 M","43,36 M","36,58 M","31,89 M","28,04 M","31,99 M","32,76 M","25,30 M","17,43 M","21,80 M","17,60 M","15,93 M","15,53 M","16,86 M","19,97 M","19,99 M","23,87 M","18,33 M","11,38 M","11,43 M","13,74 M","17,26 M","23,12 M","20,91 M","29,24 M","30,36 M","26,30 M","24,26 M","24,11 M","24,74 M","24,76 M","25,35 M","18,09 M","16,46 M","10,49 M","8,75 M","8,64 M","7,72 M",0,"7,96 M","5,52 M"
Ativos biológicos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,03 M",0,0
Ativo não circulante,"84,50 B","83,00 B","93,50 B","91,57 B","89,43 B","87,88 B","85,51 B","77,30 B","77,06 B","75,69 B","74,92 B","72,28 B","69,89 B","68,93 B","52,66 B","51,82 B","51,22 B","40,02 B","35,85 B","27,76 B","28,14 B","29,48 B","28,60 B","27,91 B","27,81 B","26,11 B","24,13 B","22,29 B","21,00 B","16,08 B","11,01 B","10,87 B","10,21 B","9,99 B","9,25 B","8,97 B","8,51 B","8,29 B","8,04 B","7,81 B","7,57 B","7,43 B","7,32 B","7,30 B","7,22 B","6,88 B","6,40 B","6,22 B","6,13 B","6,02 B","6,02 B","6,02 B","5,96 B","5,96 B","2,62 B","2,51 B","2,43 B","2,35 B","2,38 B","2,15 B","1,92 B","2,18 B","2,47 B"
Investimentos,"7,75 B","7,57 B","7,62 B","7,29 B","7,00 B","6,79 B","6,89 B","22,88 M","23,65 M","24,55 M","24,64 M","24,48 M","26,53 M","27,05 M","27,56 M","27,49 M","153,82 M","170,59 M","184,62 M","169,11 M","157,89 M","130,02 M","135,11 M","133,44 M","127,93 M","122,22 M","124,58 M","123,39 M","125,77 M","118,53 M","468,94 M","448,93 M","437,12 M","422,06 M","101,89 M","103,04 M","101,35 M","96,32 M","97,30 M","96,56 M","93,36 M","88,65 M","86,30 M","86,99 M","86,43 M","77,46 M","78,03 M","77,09 M","74,99 M","70,89 M","70,63 M","68,43 M","68,33 M","66,88 M","421,00 Mil","421,00 Mil","272,00 Mil","272,00 Mil","221,00 Mil","233,38 M","221,00 Mil","221,00 Mil","423,66 M"
Imobilizado,"6,96 B","7,01 B","7,95 B","7,96 B","8,02 B","8,09 B","8,09 B","8,14 B","8,07 B","7,87 B","6,90 B","5,86 B","5,10 B","5,14 B","5,13 B","5,18 B","5,29 B","282,06 M","202,49 M","46,29 M","48,43 M","48,66 M","46,27 M","45,70 M","14,94 M","47,13 M","14,22 M","14,28 M","14,50 M","13,53 M","12,59 M","12,09 M","11,67 M","10,66 M","10,38 M","72,50 M","9,16 M","8,76 M","6,79 M","4,04 M","3,60 M","3,55 M","3,52 M","3,48 M","3,45 M","3,34 M","3,32 M","3,25 M","2,71 M","2,71 M","2,73 M","2,65 M","2,67 M","2,66 M","135,34 M","136,53 M","136,75 M","137,75 M","139,01 M","140,07 M","141,22 M","142,25 M","131,32 M"
Intangível,"31,69 B","31,73 B","33,21 B","33,37 B","32,70 B","32,37 B","31,72 B","31,44 B","31,28 B","31,45 B","31,20 B","31,09 B","29,37 B","29,25 B","21,54 B","21,39 B","21,58 B","15,84 B","13,57 B","8,80 B","8,82 B","8,91 B","8,89 B","8,92 B","8,91 B","9,01 B","8,11 B","8,23 B","7,88 B","6,05 B","4,85 B","4,93 B","4,87 B","4,93 B","4,87 B","4,75 B","4,61 B","4,65 B","4,64 B","4,54 B","4,30 B","4,12 B","4,20 B","4,23 B","4,24 B","4,22 B","4,27 B","4,09 B","4,15 B","4,11 B","4,11 B","3,98 B","4,02 B","4,14 B","1,75 B","1,70 B","1,63 B","1,79 B","1,77 B","1,44 B","1,39 B","1,61 B","1,48 B"
Passivo total,"111,79 B","109,60 B","126,17 B","116,70 B","115,72 B","116,41 B","112,39 B","105,10 B","100,46 B","103,64 B","98,78 B","95,70 B","92,83 B","90,62 B","70,91 B","71,41 B","70,43 B","61,71 B","55,56 B","43,50 B","42,30 B","44,12 B","42,14 B","40,50 B","39,46 B","37,53 B","33,87 B","32,72 B","30,74 B","25,51 B","19,40 B","18,35 B","17,39 B","17,49 B","15,07 B","14,34 B","13,90 B","14,22 B","12,86 B","12,67 B","12,47 B","12,59 B","12,27 B","11,63 B","11,30 B","11,27 B","9,78 B","9,30 B","9,29 B","9,10 B","9,10 B","9,04 B","9,09 B","9,28 B","3,86 B","3,74 B","3,35 B","3,40 B","3,22 B","3,04 B","3,03 B","3,28 B","3,33 B"
Passivo circulante,"17,52 B","17,80 B","20,86 B","20,22 B","21,14 B","19,61 B","18,24 B","18,14 B","17,19 B","18,15 B","20,07 B","16,94 B","14,70 B","22,10 B","11,82 B","11,33 B","11,33 B","12,99 B","12,22 B","7,98 B","7,09 B","8,71 B","7,67 B","7,66 B","7,02 B","6,15 B","5,78 B","6,36 B","7,28 B","6,44 B","4,85 B","3,75 B","3,90 B","4,07 B","3,87 B","3,21 B","2,90 B","3,42 B","2,81 B","2,86 B","2,92 B","3,13 B","2,91 B","2,52 B","2,43 B","3,15 B","3,02 B","2,62 B","2,04 B","1,69 B","2,00 B","2,03 B","2,24 B","2,60 B","984,78 M","911,10 M","855,57 M","787,00 M","655,55 M","626,42 M","707,85 M","666,59 M","605,38 M"
Fornecedores,"4,66 B","4,97 B","5,09 B","4,72 B","4,35 B","4,63 B","4,64 B","4,35 B","4,16 B","4,81 B","4,52 B","4,19 B","3,81 B","4,40 B","2,94 B","3,03 B","2,47 B","3,94 B","2,92 B","1,72 B","1,72 B","2,26 B","1,73 B","1,62 B","1,70 B","1,97 B","1,65 B","1,60 B","1,96 B","1,60 B","1,13 B","982,39 M","965,60 M","1,19 B","1,05 B","860,76 M","728,47 M","943,28 M","825,56 M","767,74 M","822,27 M","934,78 M","869,75 M","952,95 M","962,89 M","1,14 B","1,05 B","967,29 M","927,67 M","674,71 M","613,16 M","677,43 M","844,64 M","663,03 M","271,09 M","225,32 M","190,00 M","189,20 M","176,44 M","177,47 M","144,82 M","174,05 M","183,06 M"
Empréstimos e financ.,"4,68 B","4,41 B","7,42 B","7,55 B","7,95 B","6,38 B","5,51 B","5,65 B","5,65 B","5,26 B","7,92 B","5,65 B","4,36 B","10,81 B","2,87 B","3,65 B","3,38 B","3,59 B","4,73 B","3,43 B","2,68 B","3,11 B","2,16 B","2,76 B","2,63 B","1,89 B","2,04 B","2,45 B","2,92 B","2,80 B","1,89 B","995,87 M","1,30 B","1,20 B","1,16 B","1,09 B","885,15 M","986,95 M","595,87 M","725,99 M","764,65 M","852,69 M","839,53 M","492,20 M","422,15 M","970,72 M","1,13 B","841,11 M","286,91 M","175,21 M","555,05 M","562,34 M","620,63 M","818,28 M","400,13 M","405,51 M","404,64 M","342,19 M","295,91 M","290,98 M","261,50 M","257,09 M","226,67 M"
Passivo não circulante,"66,07 B","63,47 B","72,51 B","64,37 B","63,85 B","66,92 B","64,36 B","60,18 B","57,57 B","60,21 B","55,79 B","56,93 B","57,27 B","49,95 B","40,80 B","42,35 B","41,08 B","34,12 B","29,46 B","23,00 B","23,11 B","23,14 B","22,86 B","22,09 B","22,12 B","21,60 B","20,38 B","19,27 B","16,73 B","12,51 B","8,29 B","8,67 B","7,65 B","7,67 B","5,76 B","6,08 B","6,07 B","5,93 B","5,21 B","5,22 B","5,16 B","5,23 B","5,11 B","4,97 B","5,31 B","4,67 B","3,75 B","4,01 B","4,38 B","4,57 B","4,22 B","4,36 B","4,12 B","4,17 B","1,41 B","1,45 B","1,19 B","1,35 B","1,31 B","1,23 B","1,28 B","1,34 B","1,26 B"
Emprést. de longo prazo,"52,16 B","50,06 B","54,97 B","47,56 B","46,49 B","49,45 B","46,23 B","41,89 B","38,55 B","41,19 B","37,27 B","37,52 B","37,37 B","30,37 B","28,26 B","29,01 B","28,18 B","21,82 B","17,15 B","14,34 B","14,40 B","14,68 B","15,09 B","14,78 B","14,63 B","14,92 B","14,58 B","14,32 B","12,16 B","8,73 B","6,41 B","6,86 B","5,90 B","5,77 B","3,74 B","3,78 B","3,77 B","3,85 B","2,96 B","2,93 B","2,98 B","3,08 B","2,96 B","2,87 B","4,03 B","3,40 B","2,38 B","2,51 B","2,88 B","3,05 B","2,54 B","2,51 B","2,24 B","2,26 B","1,18 B","1,24 B","974,62 M","1,13 B","987,62 M","1,03 B","1,04 B","1,08 B","1,05 B"
Patrimônio líquido,"28,20 B","28,33 B","32,80 B","32,11 B","30,73 B","29,89 B","29,78 B","26,78 B","25,70 B","25,28 B","22,92 B","21,83 B","20,87 B","18,57 B","18,28 B","17,73 B","18,02 B","14,60 B","13,89 B","12,52 B","12,09 B","12,28 B","11,61 B","10,76 B","10,31 B","9,77 B","7,71 B","7,09 B","6,74 B","6,55 B","6,25 B","5,94 B","5,84 B","5,75 B","5,45 B","5,06 B","4,93 B","4,87 B","4,83 B","4,59 B","4,40 B","4,23 B","4,25 B","4,14 B","3,56 B","3,45 B","3,01 B","2,68 B","2,88 B","2,85 B","2,88 B","2,65 B","2,72 B","2,52 B","1,46 B","1,37 B","1,30 B","1,26 B","1,26 B","1,19 B","1,04 B","1,27 B","1,47 B"
Aos não controladores,"2,51 B","2,58 B","4,25 B","4,12 B","3,95 B","3,77 B","4,11 B","4,31 B","4,30 B","4,19 B","3,35 B","3,24 B","3,11 B","1,95 B","2,00 B","1,93 B","1,94 B","1,85 B","1,95 B","1,95 B","1,91 B","1,82 B","1,89 B","1,78 B","1,74 B","1,66 B","1,07 B","1,01 B","1,02 B","956,84 M","1,03 B","968,87 M","984,95 M","962,02 M","928,25 M","854,10 M","857,89 M","847,69 M","836,78 M","788,44 M","778,92 M","749,99 M","729,99 M","700,40 M","631,06 M","609,16 M","540,57 M","495,54 M","508,95 M","493,47 M","480,83 M","458,65 M","341,27 M","351,53 M",0,0,0,0,"335,88 M","308,63 M","49,53 M",0,0
