Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"6,86","10,27","7,18","10,01","8,96","14,46","-264,91","-16,30","-11,98","-4,45","-7,14","-6,80","25,21","32,94","43,28","50,33","34,28","59,41"
P/VP,"1,66","1,96","1,35","1,91","1,57","1,36","1,15","0,66","1,52","0,73","0,71","0,69","1,53","5,59","7,63","6,30","5,40","23,53"
P/EBIT,"4,41","4,96","4,02","5,93","6,02","10,10","92,92","-17,05","-9,00","-3,26","-6,01","-10,14","10,26","20,29","27,11","28,64","24,01","32,30"
P/EBIT *,"4,31","4,76","3,90","5,68","5,71","9,47","88,78","-23,27","-8,83","-3,27","-6,42","-78,54","10,26","20,91","27,11","28,64","24,01","32,30"
PSR,"1,56","1,68","1,30","2,02","1,78","2,01","2,48","1,67","3,74","2,08","1,79","1,15","2,04","6,83","9,85","6,85","6,44","10,05"
P/Ativos,"0,68","0,75","0,52","1,02","0,75","1,02","0,85","0,53","1,12","0,50","0,47","0,41","0,86","3,16","3,94","3,62","3,83","9,23"
LPA,"1,84","1,28","1,22","1,19","0,92","0,44","-0,02","-0,19","-0,41","-0,59","-0,42","-0,42","0,27","0,74","0,65","0,39","0,44","0,29"
VPA,"7,59","6,72","6,49","6,23","5,28","4,66","4,69","4,73","3,20","3,62","4,26","4,11","4,52","4,34","3,67","3,14","2,80","0,74"
EBIT por ação,"2,85","2,66","2,17","2,00","1,38","0,63","0,06","-0,18","-0,54","-0,81","-0,50","-0,28","0,67","1,20","1,03","0,69","0,63","0,54"
EBIT por ação *,"2,93","2,77","2,24","2,09","1,45","0,67","0,06","-0,13","-0,55","-0,80","-0,47","-0,04","0,67","1,16","1,03","0,69","0,63","0,54"
Ativo por ação,"18,50","17,55","16,84","11,70","11,05","6,19","6,30","5,88","4,33","5,22","6,45","6,99","8,08","7,69","7,11","5,47","3,95","1,88"
Receita líquida por ação,"8,06","7,85","6,73","5,88","4,66","3,15","2,16","1,88","1,30","1,27","1,69","2,46","3,39","3,55","2,84","2,89","2,35","1,73"
Margem bruta,"61,90%","62,74%","62,06%","64,44%","63,65%","54,60%","39,39%","35,72%","10,58%","-6,19%","20,93%","40,33%","54,37%","59,76%","64,21%","49,76%","53,66%","58,04%"
Margem líquida,"22,81%","16,39%","18,10%","20,19%","19,82%","13,86%","-0,94%","-10,24%","-31,22%","-46,71%","-25,06%","-16,98%","8,09%","20,74%","22,77%","13,60%","18,78%","16,92%"
Margem EBIT,"35,43%","33,88%","32,25%","34,06%","29,51%","19,88%","2,67%","-9,78%","-41,56%","-63,78%","-29,78%","-11,38%","19,89%","33,67%","36,34%","23,90%","26,82%","31,12%"
Margem EBIT *,"36,32%","35,35%","33,29%","35,57%","31,10%","21,20%","2,80%","-7,17%","-42,39%","-63,62%","-27,86%","-1,47%","19,89%","32,67%","36,34%","23,90%","26,82%","31,12%"
Margem EBITDA,"50,88%","48,89%","47,07%","50,06%","44,85%","39,50%","32,36%","27,14%","0,09%","-14,59%","10,31%","18,06%","41,07%","50,12%","52,66%","35,15%","35,37%","39,00%"
Margem EBITDA *,"51,77%","50,36%","48,11%","51,57%","46,45%","40,82%","32,49%","29,76%","-0,74%","-14,44%","12,24%","27,98%","41,07%","49,12%","52,66%","35,15%","35,37%","39,00%"
Margem operacional,"25,84%","22,68%","24,51%","28,46%","28,42%","19,13%","0,51%","-12,98%","-45,77%","-68,35%","-36,41%","-22,34%","11,38%","28,04%","31,18%","19,20%","25,79%","25,09%"
ROE,"24,16%","19,09%","18,74%","19,03%","17,46%","9,36%","-0,43%","-4,06%","-12,66%","-16,35%","-9,96%","-10,16%","6,07%","16,98%","17,63%","12,52%","15,76%","39,61%"
ROA,"0,10","0,07","0,07","0,10","0,08","0,07","-0,00","-0,03","-0,09","-0,11","-0,07","-0,06","0,03","0,10","0,09","0,07","0,11","0,16"
ROIC,"19,74%","18,87%","17,01%","22,56%","20,56%","12,31%","1,27%","-3,51%","-14,43%","-17,57%","-10,12%","-4,69%","9,39%","16,13%","17,12%","13,39%","19,69%","29,46%"
ROIC *,"20,24%","19,70%","17,56%","23,56%","21,68%","13,12%","1,33%","-2,57%","-14,71%","-17,53%","-9,47%","-0,61%","9,39%","15,65%","17,12%","13,39%","19,69%","29,46%"
Giro do ativo,"0,44","0,45","0,40","0,50","0,42","0,51","0,34","0,32","0,30","0,24","0,26","0,35","0,42","0,46","0,40","0,53","0,60","0,92"
EBIT *,685 mi,649 mi,524 mi,490 mi,339 mi,156 mi,14 mi,-32 mi,-129 mi,-189 mi,-111 mi,-9 mi,157 mi,271 mi,241 mi,161 mi,147 mi,125 mi
EBITDA,959 mi,898 mi,741 mi,689 mi,489 mi,291 mi,163 mi,119 mi,0 mi,-44 mi,40 mi,104 mi,326 mi,417 mi,350 mi,238 mi,194 mi,157 mi
EBITDA *,976 mi,925 mi,757 mi,710 mi,507 mi,301 mi,164 mi,130 mi,-3 mi,-43 mi,48 mi,161 mi,326 mi,408 mi,350 mi,238 mi,194 mi,157 mi
Liquidez corrente,"2,21","2,20","2,34","2,62","2,84","2,61","3,84","1,76","1,26","1,40","2,44","1,99","1,92","1,25","2,21","1,27","1,92","0,87"
Liquidez seca,"2,05","2,02","2,17","2,44","2,65","2,21","3,55","1,55","1,17","1,28","2,37","1,81","1,82","1,11","2,08","1,20","1,88","0,86"
Liquidez imediata,"0,84","0,70","0,83","1,41","1,87","1,11","2,64","0,72","0,36","0,41","1,71","1,06","0,88","0,10","0,21","0,20","0,04","0,01"
Dívida bruta,1.875 mi,1.870 mi,1.895 mi,997 mi,972 mi,201 mi,263 mi,150 mi,181 mi,299 mi,450 mi,620 mi,745 mi,632 mi,622 mi,410 mi,132 mi,183 mi
