Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"10,57","2,73","7,54","11,38","4,29","4,08","7,98","13,57","64,46","12,61","2,88","5,44","5,00","6,50","3,69","8,07","14,37"
P/VP,"1,25","0,48","0,48","0,49","0,53","0,61","0,50","0,63","0,49","0,43","0,47","0,85","0,97","0,99","0,54","0,55","0,60"
P/EBIT,"5,51","2,39","3,21","3,59","5,77","4,02","6,10","11,52","16,63","4,32","2,63","3,62","3,35","4,19","2,57","3,12","3,95"
P/EBIT *,"4,62","3,00","3,01","2,88","9,32","3,64","4,42","9,20","10,68","3,95","2,55","3,38","3,26","3,55","2,16","2,60","3,07"
PSR,"0,89","0,44","0,41","0,40","0,51","0,43","0,33","0,50","0,40","0,34","0,36","0,54","0,60","0,55","0,27","0,24","0,27"
P/Ativos,"0,69","0,30","0,28","0,26","0,30","0,32","0,26","0,31","0,24","0,22","0,25","0,46","0,53","0,55","0,29","0,26","0,29"
LPA,"1,84","3,23","0,94","0,59","1,63","1,74","0,64","0,45","0,07","0,31","1,44","1,17","1,34","0,86","0,71","0,29","0,16"
VPA,"15,62","18,16","14,72","13,63","13,29","11,54","10,26","9,60","9,04","8,94","8,79","7,53","6,91","5,68","4,82","4,20","3,84"
EBIT por ação,"3,54","3,67","2,20","1,85","1,21","1,76","0,83","0,53","0,27","0,90","1,57","1,76","2,00","1,34","1,01","0,74","0,59"
EBIT por ação *,"4,22","2,93","2,35","2,31","0,75","1,95","1,15","0,66","0,42","0,98","1,63","1,89","2,06","1,58","1,21","0,89","0,76"
Ativo por ação,"28,04","29,25","25,50","25,37","23,28","21,89","19,45","19,38","18,45","17,42","16,51","13,97","12,71","10,26","9,02","8,84","7,93"
Receita líquida por ação,"21,81","19,84","17,34","16,79","13,66","16,63","15,24","12,22","11,20","11,54","11,43","11,87","11,09","10,18","9,54","9,67","8,69"
Margem bruta,"63,23%","61,63%","60,53%","58,30%","56,16%","50,03%","51,76%","56,26%","57,83%","61,93%","60,65%","63,21%","64,82%","62,12%","58,01%","55,63%","57,22%"
Margem líquida,"10,34%","15,05%","5,26%","3,47%","7,57%","10,08%","2,81%","2,30%","0,42%","2,48%","13,38%","10,65%","13,00%","9,08%","8,74%","3,92%","2,32%"
Margem EBIT,"16,22%","18,51%","12,70%","11,05%","8,87%","10,60%","5,48%","4,31%","2,38%","7,77%","13,75%","14,83%","18,04%","13,17%","10,63%","7,68%","6,75%"
Margem EBIT *,"19,33%","14,79%","13,54%","13,78%","5,49%","11,72%","7,57%","5,40%","3,71%","8,51%","14,22%","15,91%","18,55%","15,51%","12,64%","9,21%","8,70%"
Margem EBITDA,"18,81%","21,08%","15,57%","13,54%","11,43%","12,42%",--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem EBITDA *,"21,92%","17,35%","16,40%","16,27%","8,05%","13,54%",--%,--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem operacional,"13,96%","20,30%","8,60%","5,88%","10,04%","13,02%","6,31%","4,95%","2,23%","4,80%","18,96%","15,72%","18,58%","14,19%","10,75%","7,12%","6,38%"
ROE,"15,35%","16,76%","6,14%","4,24%","7,69%","13,55%","3,88%","2,64%","0,46%","2,86%","15,80%","15,09%","18,70%","14,43%","15,25%","8,03%","4,61%"
ROA,"0,08","0,10","0,04","0,02","0,04","0,08","0,02","0,01","0,00","0,02","0,09","0,09","0,11","0,09","0,09","0,04","0,03"
ROIC,"18,24%","18,53%","11,99%","9,54%","6,78%","9,96%","4,80%","2,97%","1,65%","5,88%","11,11%","14,41%","18,66%","14,00%","12,67%","9,39%","8,69%"
ROIC *,"21,73%","14,80%","12,78%","11,89%","4,20%","11,01%","6,62%","3,72%","2,56%","6,44%","11,48%","15,45%","19,19%","16,49%","15,07%","11,25%","11,20%"
Giro do ativo,"0,78","0,68","0,68","0,66","0,59","0,76","0,78","0,63","0,61","0,66","0,69","0,85","0,87","0,99","1,06","1,09","1,10"
EBIT *,41 mi,28 mi,23 mi,22 mi,7 mi,19 mi,11 mi,6 mi,4 mi,9 mi,15 mi,18 mi,20 mi,15 mi,11 mi,8 mi,7 mi
EBITDA,40 mi,40 mi,26 mi,22 mi,15 mi,20 mi,--,--,--,--,--,--,--,--,--,--,--
EBITDA *,46 mi,33 mi,27 mi,26 mi,10 mi,22 mi,--,--,--,--,--,--,--,--,--,--,--
Liquidez corrente,"2,29","2,83","2,82","2,51","2,67","2,05","1,88","1,93","1,92","2,24","2,52","2,31","2,40","2,25","2,51","2,05","2,13"
Liquidez seca,"1,52","1,99","1,92","1,73","1,82","1,26","0,97","1,03","1,10","1,31","1,64","1,56","1,75","1,48","1,65","1,25","1,38"
Liquidez imediata,"0,18","0,23","0,22","0,13","0,22","0,27","0,10","0,05","0,08","0,12","0,16","0,27","0,20","0,10","0,08","0,05","0,18"
Dívida bruta,21 mi,16 mi,20 mi,25 mi,21 mi,18 mi,30 mi,31 mi,32 mi,35 mi,27 mi,21 mi,19 mi,12 mi,10 mi,7 mi,7 mi
Dívida líquida,-46 mi,-61 mi,-40 mi,-18 mi,-23 mi,-13 mi,17 mi,22 mi,16 mi,17 mi,7 mi,6 mi,3 mi,7 mi,3 mi,4 mi,-1 mi
Capital de giro,113 mi,136 mi,114 mi,105 mi,98 mi,66 mi,52 mi,55 mi,50 mi,52 mi,65 mi,51 mi,50 mi,37 mi,40 mi,35 mi,32 mi
Endividamento geral,"90,86%","64,24%","71,65%","84,72%","73,19%","76,93%","76,26%","82,29%","79,87%","73,91%","70,48%","66,86%","64,91%","60,22%","65,04%","86,95%","80,98%"
