Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
ROIC,"-0,15%","-1,92%","-0,01%","0,59%","9,70%","9,22%","0,96%","4,76%","5,56%","3,21%","4,74%","7,74%","8,94%","4,74%","5,08%","-0,28%","-0,27%"
ROIC *,"-3,60%","-3,45%","-0,43%","0,04%","8,83%","5,62%","1,55%","5,04%","5,13%","2,10%","4,08%","7,46%","9,33%","4,90%","5,67%","0,94%","-0,95%"
Giro do ativo,"0,59","0,63","0,63","0,65","0,73","0,60","0,67","0,66","0,68","0,67","0,62","0,63","0,64","0,57","0,58","0,49","0,41"
EBIT *,-31 mi,-31 mi,-4 mi,0 mi,76 mi,42 mi,10 mi,33 mi,30 mi,11 mi,23 mi,40 mi,47 mi,23 mi,25 mi,4 mi,-4 mi
EBITDA,19 mi,3 mi,17 mi,23 mi,97 mi,84 mi,21 mi,45 mi,44 mi,29 mi,37 mi,50 mi,53 mi,30 mi,30 mi,5 mi,5 mi
EBITDA *,-11 mi,-10 mi,14 mi,18 mi,89 mi,57 mi,25 mi,47 mi,41 mi,23 mi,33 mi,49 mi,55 mi,31 mi,33 mi,10 mi,2 mi
Liquidez corrente,"5,09","6,07","6,04","7,25","4,32","5,24","6,62","6,13","6,42","7,49","5,15","4,93","4,79","3,79","4,64","4,28","5,15"
Liquidez seca,"2,98","2,89","2,55","3,44","2,31","3,77","4,27","3,50","4,03","4,67","3,25","3,11","3,00","2,43","2,97","2,52","3,53"
Liquidez imediata,"1,16","0,90","0,47","0,61","0,31","1,04","1,14","0,72","1,34","1,85","1,07","1,29","1,10","0,97","1,10","1,00","2,17"
Dívida bruta,183 mi,166 mi,119 mi,124 mi,44 mi,45 mi,22 mi,27 mi,13 mi,14 mi,29 mi,26 mi,19 mi,35 mi,19 mi,17 mi,25 mi
Dívida líquida,42 mi,81 mi,76 mi,82 mi,4 mi,-54 mi,-42 mi,-17 mi,-56 mi,-60 mi,-33 mi,-51 mi,-44 mi,-31 mi,-38 mi,-35 mi,-72 mi
Capital de giro,497 mi,479 mi,456 mi,421 mi,371 mi,378 mi,293 mi,292 mi,277 mi,259 mi,242 mi,233 mi,217 mi,187 mi,186 mi,169 mi,184 mi
Endividamento geral,"49,94%","44,23%","38,22%","37,02%","31,03%","32,58%","24,82%","27,09%","26,01%","25,58%","30,51%","32,56%","31,10%","34,27%","29,68%","29,85%","30,26%"
