Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"28,51","-19,16","753,21","90,81","5,56","4,70","11,89","10,21","12,30","19,62","9,36","6,07","7,04","7,97","6,62","141,78","363,52"
P/VP,"0,42","0,43","0,50","0,45","0,61","0,60","0,64","0,89","0,79","0,59","0,54","0,54","0,64","0,41","0,40","4,54","4,62"
P/EBIT,"-232,48","-17,17","-3.350,01","58,62","5,16","5,70","59,36","15,79","12,72","16,94","9,75","6,17","6,26","7,40","6,87","-1.404,41","-1.675,16"
P/EBIT *,"-9,44","-9,57","-90,52","825,58","5,66","9,35","36,58","14,89","13,80","25,89","11,34","6,41","5,99","7,16","6,15","418,91","-471,74"
PSR,"0,47","0,47","0,57","0,50","0,64","0,76","0,76","1,05","0,91","0,71","0,66","0,65","0,77","0,53","0,53","7,11","8,57"
P/Ativos,"0,28","0,29","0,36","0,33","0,47","0,45","0,51","0,70","0,62","0,47","0,41","0,41","0,49","0,30","0,31","3,49","3,55"
LPA,"0,14","-0,20","0,01","0,05","1,02","1,11","0,42","0,66","0,45","0,20","0,37","0,56","0,53","0,28","0,32","0,16","0,06"
VPA,"9,23","9,15","9,36","9,36","9,32","8,67","7,86","7,55","7,06","6,75","6,52","6,23","5,82","5,44","5,30","5,11","5,03"
EBIT por ação,"-0,02","-0,23","-0,00","0,07","1,10","0,92","0,08","0,42","0,44","0,24","0,36","0,55","0,60","0,30","0,31","-0,02","-0,01"
EBIT por ação *,"-0,41","-0,41","-0,05","0,01","1,01","0,56","0,14","0,45","0,40","0,15","0,31","0,53","0,62","0,31","0,34","0,06","-0,05"
Ativo por ação,"13,84","13,20","12,94","12,83","12,21","11,49","9,81","9,59","8,90","8,48","8,52","8,26","7,63","7,30","6,88","6,64","6,55"
Receita líquida por ação,"8,24","8,30","8,17","8,40","8,91","6,90","6,60","6,35","6,08","5,67","5,26","5,24","4,87","4,15","3,98","3,26","2,71"
Margem bruta,"19,46%","20,71%","20,76%","21,15%","30,33%","29,08%","24,10%","28,07%","28,62%","24,18%","27,66%","32,23%","33,67%","28,01%","29,17%","23,96%","19,45%"
Margem líquida,"1,64%","-2,45%","0,08%","0,55%","11,47%","16,10%","6,38%","10,32%","7,43%","3,60%","7,09%","10,67%","10,89%","6,70%","8,02%","5,02%","2,36%"
Margem EBIT,"-0,20%","-2,73%","-0,02%","0,85%","12,38%","13,26%","1,28%","6,67%","7,18%","4,17%","6,80%","10,49%","12,24%","7,20%","7,72%","-0,51%","-0,51%"
Margem EBIT *,"-4,96%","-4,90%","-0,63%","0,06%","11,28%","8,09%","2,07%","7,07%","6,61%","2,73%","5,85%","10,10%","12,79%","7,45%","8,61%","1,70%","-1,82%"
Margem EBITDA,"3,15%","0,61%","2,91%","3,76%","14,45%","16,11%","4,35%","9,53%","9,65%","6,86%","9,36%","12,79%","14,56%","9,76%","10,19%","2,12%","2,48%"
Margem EBITDA *,"-1,61%","-1,55%","2,30%","2,98%","13,34%","10,94%","5,14%","9,94%","9,09%","5,42%","8,41%","12,40%","15,11%","10,00%","11,08%","4,32%","1,17%"
Margem operacional,"1,83%","-2,50%","1,16%","1,24%","13,09%","20,31%","1,66%","12,50%","8,26%","4,41%","9,02%","12,11%","12,65%","7,88%","9,30%","6,85%","3,33%"
ROE,"1,47%","-2,22%","0,07%","0,49%","10,98%","12,82%","5,36%","8,69%","6,40%","3,03%","5,72%","8,97%","9,11%","5,10%","6,01%","3,20%","1,27%"
ROA,"0,01","-0,02","0,00","0,00","0,08","0,10","0,04","0,07","0,05","0,02","0,04","0,07","0,07","0,04","0,05","0,02","0,01"
