Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"5,20","3,42","4,42","4,20","4,00","5,02","11,78","9,84","8,76","3,92","-25,89","350,41","6,58","5,91","7,07","10,04","14,73","38,22"
P/VP,"0,83","0,88","1,00","0,85","0,69","0,97","1,62","1,02","0,70","1,23","0,62","0,60","0,61","0,79","0,86","1,57","1,87","2,43"
P/EBIT,"10,85","5,50","2,91","3,77","2,53","4,10","9,29","6,12","5,32","2,50","14,03","4,99","3,34","3,01","3,16","4,81","5,74","6,29"
P/EBIT *,"16,65","11,05","3,17","3,93","2,83","4,69","13,05","5,89","8,60","29,18","-6,14","3,72","4,06","3,28","2,80","4,63","11,11","16,05"
PSR,"0,56","0,56","0,52","0,42","0,30","0,47","1,18","0,55","0,43","0,71","0,36","0,29","0,26","0,30","0,30","0,51","0,60","0,79"
P/Ativos,"0,47","0,49","0,48","0,37","0,29","0,37","0,73","0,45","0,31","0,47","0,17","0,16","0,16","0,21","0,21","0,37","0,38","0,41"
LPA,"2,60","4,05","2,96","2,19","1,64","1,61","1,12","0,75","0,54","1,36","-0,07","0,01","0,30","0,41","0,34","0,39","0,26","0,11"
VPA,"16,22","15,81","13,14","10,83","9,56","8,34","8,16","7,23","6,80","4,36","3,08","3,19","3,27","3,07","2,81","2,46","2,08","1,77"
EBIT por ação,"1,24","2,52","4,49","2,45","2,60","1,98","1,42","1,20","0,90","2,14","0,14","0,38","0,59","0,80","0,77","0,81","0,68","0,69"
EBIT por ação *,"0,81","1,25","4,12","2,34","2,33","1,73","1,01","1,25","0,55","0,18","-0,31","0,51","0,49","0,74","0,86","0,84","0,35","0,27"
Ativo por ação,"28,76","28,49","27,50","24,92","22,80","21,85","18,11","16,38","15,36","11,26","10,87","11,97","12,05","11,65","11,30","10,58","10,17","10,46"
Receita líquida por ação,"24,14","24,71","25,08","22,02","21,87","17,18","11,19","13,30","10,98","7,48","5,23","6,52","7,61","8,02","8,17","7,65","6,48","5,47"
Margem bruta,"18,47%","20,10%","29,66%","23,76%","22,67%","23,96%","25,31%","21,62%","20,51%","18,11%","15,01%","25,60%","25,70%","26,25%","26,96%","26,69%","24,05%","25,77%"
Margem líquida,"10,76%","16,37%","11,79%","9,95%","7,52%","9,39%","10,03%","5,63%","4,96%","18,20%","-1,40%","0,08%","3,95%","5,11%","4,19%","5,05%","4,06%","2,06%"
Margem EBIT,"5,15%","10,19%","17,91%","11,11%","11,90%","11,51%","12,72%","9,05%","8,16%","28,57%","2,59%","5,84%","7,78%","10,04%","9,38%","10,54%","10,43%","12,53%"
Margem EBIT *,"3,36%","5,07%","16,44%","10,64%","10,64%","10,05%","9,06%","9,41%","5,05%","2,45%","-5,92%","7,85%","6,40%","9,21%","10,58%","10,94%","5,39%","4,91%"
Margem EBITDA,"7,34%","14,34%","22,17%","15,27%","15,40%","14,86%","16,99%","12,45%","12,18%","34,25%","10,87%","12,65%","13,65%","15,52%","14,01%","15,50%","16,31%","19,50%"
Margem EBITDA *,"5,54%","9,23%","20,70%","14,81%","14,14%","13,40%","13,33%","12,81%","9,07%","8,13%","2,36%","14,65%","12,27%","14,69%","15,21%","15,90%","11,27%","11,88%"
Margem operacional,"7,33%","13,17%","14,44%","11,03%","8,79%","10,64%","12,10%","6,50%","4,98%","25,39%","-2,54%","-0,68%","5,29%","7,52%","6,34%","7,27%","5,43%","2,92%"
ROE,"16,02%","25,59%","22,51%","20,25%","17,20%","19,34%","13,75%","10,35%","8,00%","31,27%","-2,39%","0,17%","9,21%","13,35%","12,20%","15,69%","12,68%","6,36%"
ROA,"0,09","0,14","0,11","0,09","0,07","0,07","0,06","0,05","0,04","0,12","-0,01","0,00","0,03","0,04","0,03","0,04","0,03","0,01"
ROIC,"4,74%","9,81%","17,57%","10,60%","12,49%","10,24%","8,67%","7,80%","6,21%","20,19%","1,30%","3,40%","5,34%","7,32%","7,17%","8,36%","7,44%","7,41%"
ROIC *,"3,09%","4,88%","16,13%","10,16%","11,17%","8,94%","6,18%","8,11%","3,84%","1,73%","-2,97%","4,56%","4,39%","6,71%","8,08%","8,68%","3,84%","2,90%"
Giro do ativo,"0,84","0,87","0,91","0,88","0,96","0,79","0,62","0,81","0,71","0,66","0,48","0,54","0,63","0,69","0,72","0,72","0,64","0,52"
EBIT *,18 mi,28 mi,92 mi,52 mi,52 mi,38 mi,22 mi,28 mi,12 mi,4 mi,-7 mi,11 mi,10 mi,16 mi,19 mi,18 mi,7 mi,6 mi
EBITDA,39 mi,79 mi,125 mi,75 mi,75 mi,57 mi,42 mi,37 mi,30 mi,57 mi,12 mi,18 mi,23 mi,27 mi,25 mi,26 mi,23 mi,24 mi
EBITDA *,30 mi,51 mi,116 mi,73 mi,69 mi,51 mi,33 mi,38 mi,22 mi,13 mi,2 mi,21 mi,21 mi,26 mi,27 mi,27 mi,16 mi,14 mi
Liquidez corrente,"1,50","1,43","1,16","1,10","0,99","1,19","1,22","0,92","0,97","0,97","1,70","2,15","1,75","1,81","1,60","1,40","1,64","1,11"
Liquidez seca,"0,88","0,84","0,71","0,70","0,60","0,83","0,94","0,68","0,60","0,57","1,02","1,47","1,14","1,35","1,12","1,00","1,14","0,86"
