Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Margem EBITDA,"-168,10%","16,97%","18,81%","57,07%","26,61%","15,24%","-18,70%","-29,92%","-17,36%","-17,63%","-24,38%","2,25%","3,18%","4,41%","23,06%","797,86%","-4,48%"
Margem EBITDA *,"-142,07%","-33,35%","-23,59%","-38,24%","-2,47%","-4,00%","-19,64%","-30,82%","-20,18%","-32,38%","-24,72%","2,14%","1,67%","2,51%","3,91%","-28,69%","-9,72%"
Margem operacional,"664,01%","131,25%","152,24%","174,79%","56,34%","24,19%","26,42%","43,70%","76,28%","123,29%","80,42%","54,47%","39,99%","45,47%","105,59%","873,04%","42,49%"
ROE,"31,03%","7,44%","8,64%","12,90%","4,20%","1,83%","1,41%","2,01%","4,46%","8,53%","6,15%","6,42%","4,26%","5,45%","11,57%","54,36%","4,08%"
ROA,"0,26","0,06","0,07","0,11","0,04","0,02","0,01","0,02","0,04","0,07","0,06","0,06","0,04","0,05","0,10","0,36","0,04"
ROIC,"-36,35%","3,65%","4,11%","18,12%","4,55%","2,26%","-7,65%","-8,33%","-7,12%","-7,43%","-12,38%","1,01%","2,67%","3,89%","20,61%","207,01%","-4,61%"
ROIC *,"-30,75%","-7,70%","-5,50%","-12,44%","-2,97%","-4,55%","-7,86%","-8,58%","-8,20%","-13,23%","-12,55%","0,93%","0,92%","1,81%","3,05%","-8,10%","-8,13%"
Giro do ativo,"0,06","0,06","0,07","0,08","0,08","0,10","0,07","0,07","0,08","0,09","0,10","0,16","0,16","0,15","0,14","0,06","0,13"
EBIT *,-21 mi,-6 mi,-4 mi,-8 mi,-3 mi,-3 mi,-6 mi,-5 mi,-4 mi,-7 mi,-6 mi,0 mi,0 mi,0 mi,1 mi,-10 mi,-4 mi
EBITDA,-25 mi,2 mi,2 mi,10 mi,4 mi,3 mi,-3 mi,-5 mi,-3 mi,-4 mi,-6 mi,0 mi,1 mi,1 mi,7 mi,240 mi,-2 mi
EBITDA *,-21 mi,-6 mi,-4 mi,-8 mi,-1 mi,-1 mi,-4 mi,-5 mi,-4 mi,-7 mi,-6 mi,0 mi,0 mi,0 mi,1 mi,-9 mi,-4 mi
Liquidez corrente,"8,97","21,21","19,65","15,37","26,78","31,67","27,35","49,82","35,50","16,63","30,22","19,26","25,82","16,78","11,95","3,50","21,56"
Liquidez seca,"8,55","20,36","19,00","14,74","24,40","30,66","26,15","48,14","34,58","15,90","27,83","18,48","25,15","16,39","11,65","3,46","21,15"
Liquidez imediata,"8,12","19,56","18,30","13,85","23,25","29,36","24,69","45,19","32,82","14,74","26,59","17,00","20,00","12,97","8,93","2,41","14,85"
Dívida bruta,2 mi,4 mi,5 mi,0 mi,2 mi,4 mi,7 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi
Dívida líquida,-160 mi,-161 mi,-164 mi,-172 mi,-145 mi,-149 mi,-141 mi,-151 mi,-159 mi,-167 mi,-156 mi,-158 mi,-179 mi,-199 mi,-213 mi,-365 mi,-196 mi
Capital de giro,158 mi,170 mi,172 mi,178 mi,162 mi,160 mi,158 mi,162 mi,166 mi,176 mi,170 mi,169 mi,191 mi,206 mi,223 mi,337 mi,205 mi
Endividamento geral,"20,95%","14,85%","16,15%","13,67%","12,53%","13,67%","15,94%","10,10%","11,02%","15,05%","11,07%","12,62%","13,09%","18,54%","21,18%","50,36%","16,07%"
