Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"2,86","7,89","6,29","3,58","6,84","15,02","14,49","16,16","21,20","3,39","4,65","5,07","8,68","6,47","2,53","0,41","7,24"
P/VP,"0,89","0,59","0,54","0,46","0,29","0,27","0,20","0,32","0,93","0,29","0,28","0,33","0,37","0,35","0,29","0,23","0,31"
P/EBIT,"-6,89","48,70","38,91","8,97","17,77","37,59","-7,30","-14,02","-56,38","-14,69","-9,82","126,03","85,22","53,89","7,71","0,30","-28,36"
P/EBIT *,"-8,15","-23,07","-29,04","-13,07","-27,19","-18,67","-7,10","-13,62","-48,91","-8,25","-9,69","135,93","246,67","115,88","52,11","-7,64","-16,08"
PSR,"11,65","7,88","7,05","5,07","3,12","2,40","2,51","4,32","10,41","2,78","2,41","1,80","1,96","1,91","1,73","2,38","1,95"
P/Ativos,"0,73","0,51","0,47","0,41","0,26","0,24","0,18","0,29","0,84","0,25","0,25","0,29","0,32","0,29","0,24","0,15","0,25"
LPA,"129,85","33,06","39,22","57,72","17,72","7,66","5,91","8,15","17,66","34,93","23,52","25,52","17,18","23,08","52,06","382,24","18,58"
VPA,"418,39","444,30","454,03","447,39","422,14","418,81","418,50","405,66","401,32","408,97","385,06","395,77","402,89","423,93","451,29","698,95","439,57"
EBIT por ação,"-53,86","5,36","6,34","23,01","6,82","3,06","-11,73","-9,39","-6,64","-8,07","-11,14","1,03","1,75","2,77","17,09","527,20","-4,74"
EBIT por ação *,"-45,56","-11,31","-8,49","-15,80","-4,46","-6,16","-12,05","-9,67","-7,65","-14,36","-11,30","0,95","0,60","1,29","2,53","-20,64","-8,36"
Ativo por ação,"506,06","510,26","527,35","508,56","475,05","476,05","485,20","446,63","445,64","476,12","433,13","451,07","460,89","508,16","553,17","1.057,44","534,40"
Receita líquida por ação,"31,87","33,13","34,99","40,71","38,78","47,92","34,12","30,52","35,97","42,67","45,33","71,79","75,99","77,98","76,02","66,28","69,02"
Margem bruta,"28,87%","30,62%","29,47%","25,23%","33,71%","31,27%","26,66%","28,86%","34,16%","32,12%","34,38%","36,19%","35,32%","32,68%","36,57%","33,03%","28,86%"
Margem líquida,"407,40%","99,81%","112,09%","141,77%","45,68%","15,98%","17,31%","26,70%","49,73%","82,71%","52,91%","35,79%","22,83%","29,97%","69,46%","576,83%","27,22%"
Margem EBIT,"-168,99%","16,18%","18,12%","56,52%","17,59%","6,38%","-34,39%","-30,77%","-18,46%","-18,91%","-24,59%","1,43%","2,30%","3,55%","22,47%","795,41%","-6,87%"
Margem EBIT *,"-142,96%","-34,14%","-24,27%","-38,80%","-11,49%","-12,85%","-35,32%","-31,67%","-21,28%","-33,66%","-24,92%","1,33%","0,80%","1,65%","3,32%","-31,14%","-12,11%"
