Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,3T2010,2T2010,1T2010
Receita líquida,"471,37 M","431,64 M","494,59 M","472,92 M","529,38 M","557,16 M","599,25 M","493,58 M","459,74 M","454,71 M","468,48 M","457,27 M","498,80 M","468,79 M","585,40 M","631,67 M","645,26 M","625,57 M","679,09 M","761,89 M","601,68 M","496,23 M","420,86 M","235,54 M","283,68 M","254,25 M","262,73 M","266,41 M","267,14 M","267,87 M","294,50 M","256,90 M","246,82 M","210,50 M","214,50 M","188,33 M","200,63 M","169,39 M","192,45 M","175,15 M","146,83 M","142,30 M","156,31 M","155,02 M","181,30 M","170,58 M","180,35 M","183,59 M","202,40 M","417,48 M","120,81 M","111,41 M","96,68 M","96,41 M","97,28 M","91,73 M","89,43 M","85,57 M","94,42 M","94,85 M","90,74 M","81,37 M","97,61 M","105,44 M","93,25 M"
Custos,"-414,01 M","-381,42 M","-447,79 M","-423,00 M","-465,07 M","-487,31 M","-523,83 M","-435,17 M","-402,34 M","-405,37 M","-427,32 M","-413,93 M","-452,94 M","-431,06 M","-541,82 M","-560,22 M","-609,81 M","-555,02 M","-594,84 M","-588,39 M","-450,37 M","-380,40 M","-356,87 M","-203,27 M","-244,41 M","-226,43 M","-229,91 M","-234,88 M","-235,16 M","-234,77 M","-259,07 M","-223,38 M","-211,84 M","-181,78 M","-190,23 M","-162,16 M","-175,42 M","-148,83 M","-167,73 M","-152,50 M","-127,98 M","-123,47 M","-136,30 M","-136,84 M","-161,33 M","-152,44 M","-163,33 M","-166,31 M","-179,19 M","-369,71 M","-108,35 M","-98,10 M","-86,37 M","-84,87 M","-85,63 M","-81,84 M","-80,31 M","-77,52 M","-88,03 M","-85,02 M","-82,01 M","-75,57 M","-88,81 M","-89,41 M","-79,87 M"
Lucro bruto,"57,37 M","50,22 M","46,80 M","49,91 M","64,31 M","69,85 M","75,42 M","58,41 M","57,39 M","49,35 M","41,16 M","43,34 M","45,86 M","37,73 M","43,58 M","71,45 M","35,45 M","70,54 M","84,24 M","173,50 M","151,31 M","115,83 M","63,99 M","32,26 M","39,28 M","27,82 M","32,82 M","31,53 M","31,98 M","33,10 M","35,43 M","33,52 M","34,98 M","28,72 M","24,27 M","26,17 M","25,20 M","20,55 M","24,72 M","22,65 M","18,86 M","18,82 M","20,01 M","18,17 M","19,97 M","18,14 M","17,02 M","17,28 M","23,21 M","47,77 M","12,46 M","13,31 M","10,31 M","11,54 M","11,65 M","9,88 M","9,11 M","8,06 M","6,39 M","9,83 M","8,72 M","5,80 M","8,80 M","16,02 M","13,38 M"
Despesas operacionais,"-31,51 M","-25,86 M","-33,79 M","-33,63 M","-32,88 M","-42,38 M","-25,23 M","-33,32 M","-31,74 M","-32,74 M","-30,30 M","-31,07 M","-29,87 M","-33,93 M","-16,81 M","-10,60 M","-23,71 M","-37,99 M","34,84 M","-32,17 M","-28,44 M","-26,94 M","-22,79 M","-16,93 M","51,29 M","-21,93 M","-21,43 M","-19,98 M","-19,10 M","-19,99 M","-19,38 M","-8,25 M","-18,98 M","-17,73 M","-14,68 M","-16,88 M","-16,66 M","-15,06 M","-15,69 M","-15,01 M","-12,78 M","-15,23 M","-13,84 M","-12,83 M","-12,93 M","-13,68 M","-12,48 M","-12,84 M","-12,87 M","-38,86 M","36,89 M","-7,29 M","-6,43 M","-7,06 M","-6,66 M","-6,38 M","-6,32 M","-6,52 M","-5,80 M","-6,45 M","-5,52 M","-5,28 M","-5,62 M","-6,26 M","-5,78 M"
Despesas com vendas,"-16,07 M","-17,34 M","-19,52 M","-18,19 M","-16,77 M","-22,94 M","-19,38 M","-16,29 M","-14,80 M","-16,90 M","-16,36 M","-16,28 M","-15,27 M","-16,33 M","-17,70 M","-18,45 M","-15,99 M","-15,56 M","-16,66 M","-17,33 M","-15,06 M","-15,13 M","-12,45 M","-8,57 M","-10,03 M","-10,86 M","-10,18 M","-10,25 M","-9,37 M","-10,39 M","-10,89 M","-15,17 M","-9,36 M","-9,55 M","-9,08 M","-8,38 M","-8,02 M","-7,76 M","-8,54 M","-8,57 M","-7,16 M","-8,33 M","-7,71 M","-7,33 M","-7,17 M","-7,82 M","-7,39 M","-8,07 M","-7,73 M","-24,64 M","-3,87 M","-3,56 M","-3,18 M","-3,46 M","-3,30 M","-3,23 M","-2,85 M","-3,42 M","-3,12 M","-3,43 M","-2,98 M","-3,32 M","-3,31 M","-3,70 M","-2,91 M"
Despesas administrativas,"-15,75 M","-17,62 M","-15,06 M","-15,01 M","-15,63 M","-18,31 M","-19,38 M","-16,80 M","-17,27 M","-15,51 M","-14,44 M","-15,18 M","-15,18 M","-18,93 M","-16,12 M","-17,23 M","-13,74 M","-20,62 M","-16,32 M","-15,03 M","-14,18 M","-12,44 M","-10,64 M","-7,99 M","-12,49 M","-11,04 M","-11,09 M","-10,07 M","-9,80 M","-10,08 M","-9,95 M","-11,13 M","-9,73 M","-8,70 M","-8,11 M","-8,51 M","-8,70 M","-7,72 M","-7,75 M","-6,95 M","-6,12 M","-7,40 M","-6,67 M","-6,21 M","-6,04 M","-6,38 M","-5,79 M","-5,98 M","-6,05 M","-14,24 M","-4,00 M","-4,35 M","-3,72 M","-3,99 M","-3,66 M","-3,47 M","-3,66 M","-3,41 M","-3,12 M","-3,63 M","-2,88 M","-3,12 M","-3,02 M","-3,10 M","-3,23 M"
EBIT,"25,86 M","24,36 M","13,02 M","16,28 M","31,43 M","27,47 M","50,19 M","25,09 M","25,66 M","16,60 M","10,85 M","12,28 M","15,99 M","3,79 M","26,78 M","60,85 M","11,74 M","32,55 M","119,08 M","141,33 M","122,87 M","88,89 M","41,20 M","15,33 M","90,56 M","5,89 M","11,39 M","11,55 M","12,88 M","13,11 M","16,05 M","25,28 M","16,00 M","10,99 M","9,59 M","9,29 M","8,54 M","5,50 M","9,03 M","7,64 M","6,07 M","3,59 M","6,17 M","5,35 M","7,04 M","4,47 M","4,54 M","4,44 M","10,35 M","8,91 M","49,35 M","6,03 M","3,88 M","4,48 M","4,99 M","3,51 M","2,79 M","1,54 M","589,00 Mil","3,38 M","3,20 M","523,00 Mil","3,17 M","9,77 M","7,60 M"
Resultado operacional,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Resultado financeiro,"-1,80 M","2,08 M","-2,36 M","-2,58 M","-5,04 M","-3,74 M","2,09 M","-3,96 M","-2,79 M","-2,63 M","-5,73 M","-7,62 M","-6,88 M","2,77 M","-956,00 Mil","3,17 M","-20,00 M","-1,36 M","36,03 M","-7,51 M","-1,80 M","-4,13 M","-2,35 M","-2,91 M","50,24 M","-3,45 M","-3,27 M","-3,62 M","-3,41 M","-4,08 M","-2,61 M","17,91 M","-4,23 M","-3,86 M","-3,81 M","-2,95 M","-3,16 M","-2,50 M","-1,88 M","-1,53 M","-1,19 M","-878,00 Mil","-903,00 Mil","-1,84 M","-1,38 M","-690,00 Mil","-729,00 Mil","87,00 Mil","187,00 Mil","610,00 Mil","336,00 Mil","-342,00 Mil","452,00 Mil","480,00 Mil","877,00 Mil","949,00 Mil","2,25 M","1,85 M","1,80 M","3,22 M","1,22 M","3,56 M","1,36 M","808,00 Mil","819,00 Mil"
Antes dos impostos,"24,06 M","26,44 M","10,66 M","13,70 M","26,39 M","23,73 M","52,28 M","21,12 M","22,87 M","13,97 M","5,12 M","4,66 M","9,11 M","6,56 M","25,82 M","64,02 M","-8,26 M","31,19 M","155,11 M","133,82 M","121,06 M","84,75 M","38,85 M","12,42 M","140,80 M","2,44 M","8,13 M","7,93 M","9,47 M","9,03 M","13,44 M","43,19 M","11,78 M","7,13 M","5,78 M","6,34 M","5,39 M","3,00 M","7,16 M","6,11 M","4,88 M","2,71 M","5,27 M","3,51 M","5,67 M","3,78 M","3,81 M","4,53 M","10,53 M","9,52 M","49,69 M","5,68 M","4,33 M","4,96 M","5,86 M","4,46 M","5,05 M","3,39 M","2,39 M","6,61 M","4,42 M","4,08 M","4,53 M","10,57 M","8,42 M"
