Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"13,85","5,19","4,77","5,67","-169,87","2,79","8,80","7,08","7,37","3,88","9,58","9,84","6,18","9,99","10,06","10,52","17,67"
P/VP,"2,80","1,40","0,89","0,74","0,78","1,03","1,40","1,11","1,06","0,79","0,96","1,50","1,07","1,31","1,00","0,58","0,54"
P/EBIT,"8,91","3,88","3,29","2,87","7,25","1,41","4,67","3,70","4,54","2,17","4,04","5,77","3,71","5,95","6,07","5,21","8,35"
P/EBIT *,"8,91","3,88","3,29","2,87","8,65","1,45","4,67","3,65","4,49","2,18","3,73","5,68","3,66","5,84","5,94","5,08","8,29"
PSR,"2,76","1,86","1,17","1,01","1,11","1,35","1,57","1,37","1,24","1,05","1,44","2,30","2,12","2,94","2,95","2,20","2,32"
P/Ativos,"0,87","0,63","0,44","0,37","0,38","0,34","0,49","0,41","0,40","0,32","0,42","0,73","0,57","0,78","0,64","0,39","0,36"
LPA,"2,66","0,00","3,62","2,58","-0,09","7,43","2,61","2,71","2,58","3,82","1,93","0,00","4,43","3,44","2,98","1,91","1,08"
VPA,"13,14","0,00","0,00","19,82","20,20","20,24","16,42","17,32","17,94","18,76","19,21","0,00","25,66","26,13","29,92","34,46","35,15"
EBIT por ação,"4,13","0,00","5,24","5,08","2,18","14,75","4,92","5,19","4,19","6,83","4,59","0,00","7,37","5,77","4,93","3,86","2,29"
EBIT por ação *,"4,13","6,11","5,24","5,08","1,83","14,29","4,92","5,26","4,24","6,81","4,97","5,24","7,48","5,88","5,04","3,95","2,31"
Ativo por ação,"42,22","0,00","0,00","39,36","41,99","60,58","46,71","47,34","47,76","46,47","44,29","0,00","47,76","44,20","46,70","51,63","52,71"
Receita líquida por ação,"13,34","0,00","14,74","14,50","14,26","15,37","14,64","13,97","15,39","14,12","12,88","0,00","12,88","11,68","10,14","9,13","8,26"
Margem bruta,"36,74%","37,69%","38,61%","40,90%","16,79%","97,03%","38,28%","41,38%","31,83%","53,43%","43,56%","44,95%","62,76%","54,92%","55,62%","49,51%","35,07%"
Margem líquida,"19,92%","35,81%","24,54%","17,77%","-0,65%","48,37%","17,82%","19,40%","16,78%","27,08%","15,02%","23,35%","34,39%","29,43%","29,36%","20,93%","13,11%"
Margem EBIT,"30,95%","47,90%","35,54%","35,06%","15,31%","95,99%","33,59%","37,14%","27,24%","48,39%","35,64%","39,81%","57,25%","49,42%","48,63%","42,26%","27,74%"
Margem EBIT *,"30,95%","47,90%","35,54%","35,06%","12,83%","92,99%","33,59%","37,67%","27,54%","48,21%","38,56%","40,44%","58,09%","50,36%","49,69%","43,30%","27,95%"
Margem EBITDA,"54,01%","70,08%","48,77%","48,72%","36,32%","111,07%","42,26%","53,30%","42,67%","65,27%","53,26%","57,54%","75,13%","69,62%","72,71%","69,53%","59,78%"
Margem EBITDA *,"54,01%","70,08%","48,77%","48,72%","33,84%","108,07%","42,26%","53,82%","42,97%","65,08%","56,18%","58,16%","75,97%","70,56%","73,77%","70,57%","59,99%"
Margem operacional,"25,12%","44,23%","32,81%","23,79%","-2,26%","69,22%","24,12%","26,08%","21,93%","37,34%","20,97%","32,31%","48,94%","40,04%","38,96%","30,34%","19,45%"
ROE,"20,22%","27,05%","18,75%","13,00%","-0,46%","36,71%","15,89%","15,65%","14,40%","20,37%","10,07%","15,28%","17,26%","13,16%","9,96%","5,55%","3,08%"
ROA,"0,06","0,12","0,09","0,07","-0,00","0,12","0,06","0,06","0,05","0,08","0,04","0,07","0,09","0,08","0,06","0,04","0,02"
ROIC,"11,58%","21,80%","17,48%","15,83%","6,37%","54,82%","20,80%","18,68%","13,86%","20,24%","12,23%","13,44%","17,93%","13,78%","11,15%","8,39%","4,74%"
ROIC *,"11,58%","21,80%","17,13%","15,83%","5,34%","53,11%","20,80%","18,94%","14,02%","20,16%","13,24%","13,65%","18,19%","14,05%","11,39%","8,59%","4,78%"
Giro do ativo,"0,32","0,34","0,37","0,37","0,34","0,25","0,31","0,29","0,32","0,30","0,29","0,32","0,27","0,26","0,22","0,18","0,16"
EBIT *,389 mi,576 mi,494 mi,479 mi,172 mi,1.349 mi,464 mi,496 mi,400 mi,642 mi,469 mi,494 mi,706 mi,555 mi,475 mi,373 mi,218 mi
EBITDA,680 mi,0 mi,678 mi,666 mi,489 mi,1.611 mi,584 mi,702 mi,620 mi,870 mi,647 mi,0 mi,913 mi,767 mi,696 mi,599 mi,466 mi
EBITDA *,680 mi,843 mi,678 mi,666 mi,455 mi,1.568 mi,584 mi,709 mi,624 mi,867 mi,683 mi,711 mi,923 mi,778 mi,706 mi,608 mi,468 mi
Liquidez corrente,"0,18","0,53","0,51","0,42","0,42","0,67","0,75","0,86","0,73","0,76","0,87","0,79","1,05","0,51","1,00","1,91","1,19"
Liquidez seca,"0,18","0,53","0,51","0,42","0,42","0,67","0,75","0,86","0,73","0,76","0,87","0,79","1,05","0,51","1,00","1,91","1,19"
Liquidez imediata,"0,08","0,40","0,34","0,22","0,19","0,37","0,65","0,70","0,61","0,64","0,61","0,36","0,80","0,27","0,60","1,56","0,94"
Dívida bruta,1.335 mi,0 mi,0 mi,979 mi,1.293 mi,1.074 mi,1.372 mi,1.524 mi,1.487 mi,1.527 mi,1.458 mi,0 mi,1.111 mi,950 mi,811 mi,837 mi,845 mi
Dívida líquida,1.207 mi,0 mi,0 mi,758 mi,1.108 mi,-36 mi,250 mi,532 mi,510 mi,675 mi,994 mi,0 mi,499 mi,780 mi,600 mi,341 mi,468 mi
