Conta,4T2025 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
P/L,"7,96","10,27","7,00","10,24","7,21","10,67","8,90","16,69","9,21","15,12","21,27","10,84","24,28","28,57","13,02","13,36","19,46"
P/VP,"0,84","0,85","1,51","1,76","2,01","2,48","1,70","1,55","1,38","1,26","1,66","1,19","1,58","0,99","0,81","0,97","1,06"
P/EBIT,"4,87","3,77","4,08","5,01","4,42","6,38","4,79","7,51","5,66","6,42","9,04","6,81","13,44","11,65","6,98","8,07","15,62"
P/EBIT *,"5,69","4,83","9,60","6,70","5,43","8,81","6,92","9,05","5,66","9,90","10,90","9,84","12,75","10,43","7,86","7,92","15,53"
PSR,"0,88","0,80","1,50","1,57","1,87","2,30","1,54","1,56","1,32","1,64","1,88","1,62","2,14","1,61","1,21","1,47","1,71"
P/Ativos,"0,26","0,26","0,51","0,55","0,61","0,80","0,47","0,54","0,50","0,49","0,60","0,43","0,65","0,42","0,34","0,48","0,48"
LPA,"2,31","1,67","4,44","3,06","4,45","2,79","1,92","0,94","1,48","0,85","0,62","0,86","0,41","0,22","0,38","0,43","0,31"
VPA,"21,95","20,15","20,64","17,79","16,00","11,99","10,07","10,20","9,90","10,24","7,96","7,87","6,24","6,32","6,09","5,88","5,74"
EBIT por ação,"3,77","4,56","7,62","6,25","7,26","4,67","3,57","2,10","2,41","2,01","1,46","1,37","0,73","0,54","0,71","0,71","0,39"
EBIT por ação *,"3,23","3,56","3,24","4,67","5,92","3,38","2,47","1,74","2,40","1,30","1,21","0,95","0,77","0,60","0,63","0,72","0,39"
Ativo por ação,"69,61","65,48","61,28","56,62","52,22","37,35","36,44","29,33","27,42","26,15","22,20","21,56","15,16","14,81","14,40","11,86","12,60"
Receita líquida por ação,"20,83","21,54","20,73","19,94","17,21","12,95","11,11","10,11","10,33","7,85","7,04","5,76","4,61","3,88","4,11","3,90","3,56"
Margem bruta,"24,60%","24,93%","24,31%","30,75%","42,31%","36,10%","31,86%","25,93%","32,00%","26,19%","27,53%","28,47%","28,99%","28,01%","27,55%","30,84%","24,30%"
Margem líquida,"11,09%","7,77%","21,42%","15,33%","25,89%","21,54%","17,30%","9,35%","14,31%","10,88%","8,85%","15,05%","8,80%","5,65%","9,26%","10,99%","8,96%"
Margem EBIT,"18,11%","21,19%","36,73%","31,33%","42,18%","36,03%","32,10%","20,77%","23,28%","25,63%","20,82%","23,77%","15,90%","13,85%","17,29%","18,21%","10,91%"
Margem EBIT *,"15,51%","16,51%","15,62%","23,42%","34,38%","26,11%","22,25%","17,23%","23,27%","16,61%","17,26%","16,46%","16,77%","15,48%","15,35%","18,53%","10,98%"
Margem EBITDA,"86,51%","54,73%","53,29%","63,39%","70,61%","68,23%","49,34%","33,57%","33,64%","34,47%","30,41%","34,06%","24,13%","25,62%","30,82%","29,29%","23,97%"
Margem EBITDA *,"83,91%","50,05%","32,18%","55,47%","62,81%","58,31%","39,49%","30,03%","33,64%","25,46%","26,86%","26,75%","25,00%","27,24%","28,88%","29,62%","24,04%"
Margem operacional,"6,24%","7,02%","25,92%","18,01%","33,90%","28,08%","19,86%","11,29%","18,12%","15,85%","8,24%","16,38%","12,29%","8,94%","12,16%","15,22%","12,33%"
ROE,"10,53%","8,31%","21,51%","17,18%","27,84%","23,26%","19,09%","9,26%","14,95%","8,34%","7,82%","11,02%","6,50%","3,47%","6,25%","7,28%","5,55%"
ROA,"0,03","0,03","0,07","0,05","0,09","0,07","0,05","0,03","0,05","0,03","0,03","0,04","0,03","0,01","0,03","0,04","0,03"
