Conta,4T2025 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
ROIC,"6,55%","8,30%","15,06%","13,43%","17,27%","14,30%","11,84%","9,23%","10,66%","9,06%","7,74%","7,52%","5,51%","4,15%","5,50%","6,44%","3,24%"
ROIC *,"5,61%","6,47%","6,40%","10,04%","14,08%","10,36%","8,21%","7,66%","10,66%","5,87%","6,41%","5,21%","5,82%","4,63%","4,88%","6,56%","3,26%"
Giro do ativo,"0,30","0,33","0,34","0,35","0,33","0,35","0,30","0,34","0,38","0,30","0,32","0,27","0,30","0,26","0,29","0,33","0,28"
EBIT *,1.073 mi,1.182 mi,1.076 mi,1.551 mi,1.966 mi,1.123 mi,821 mi,579 mi,799 mi,433 mi,403 mi,315 mi,257 mi,199 mi,209 mi,240 mi,129 mi
EBITDA,5.991 mi,3.919 mi,3.672 mi,4.201 mi,4.038 mi,2.937 mi,1.822 mi,1.128 mi,1.155 mi,899 mi,711 mi,652 mi,370 mi,330 mi,421 mi,379 mi,283 mi
EBITDA *,5.811 mi,3.584 mi,2.217 mi,3.676 mi,3.592 mi,2.510 mi,1.458 mi,1.009 mi,1.155 mi,664 mi,628 mi,512 mi,383 mi,351 mi,394 mi,383 mi,284 mi
Liquidez corrente,"2,87","2,43","2,18","2,17","2,55","1,74","2,01","2,59","2,20","1,25","1,72","1,23","1,24","1,69","1,28","1,38","0,86"
Liquidez seca,"2,13","2,20","2,02","1,91","2,20","1,50","1,80","2,40","1,93","1,12","1,53","1,11","1,10","1,49","1,02","0,97","0,64"
Liquidez imediata,"0,02","0,35","0,07","0,10","0,05","0,16","0,05","0,16","0,12","0,07","0,22","0,72","0,79","1,06","0,79","0,65","0,27"
Dívida bruta,11.408 mi,10.919 mi,9.411 mi,9.665 mi,8.895 mi,5.963 mi,6.490 mi,4.452 mi,3.924 mi,3.719 mi,3.507 mi,3.240 mi,1.590 mi,1.416 mi,1.232 mi,711 mi,955 mi
Dívida líquida,8.106 mi,7.836 mi,6.260 mi,6.587 mi,5.922 mi,4.613 mi,4.566 mi,2.416 mi,2.463 mi,2.547 mi,2.534 mi,2.219 mi,1.039 mi,885 mi,821 mi,489 mi,824 mi
Capital de giro,5.079 mi,3.715 mi,3.374 mi,3.071 mi,3.378 mi,1.364 mi,1.749 mi,1.995 mi,1.466 mi,493 mi,875 mi,329 mi,168 mi,346 mi,145 mi,130 mi,-68 mi
Endividamento geral,"217,04%","224,95%","196,86%","218,38%","226,40%","211,49%","261,96%","187,49%","177,06%","155,39%","178,88%","174,03%","142,70%","134,37%","136,44%","101,78%","119,31%"
