Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"13,98","11,65","4,55","3,21","5,12","3,58","6,09","6,33","8,21","5,75","3,47","3,41","4,15","5,24","7,17","7,50","6,02"
P/VP,"1,25","0,77","0,89","0,78","0,86","0,73","0,45","0,45","0,49","0,37","0,28","0,35","0,51","0,65","0,77","0,95","0,94"
P/EBIT,"16,98","11,03","4,82","2,45","3,56","2,92","6,35","6,34","14,25","28,78","5,30","3,58","3,67","4,72","6,72","5,94","5,63"
P/EBIT *,"17,09","11,01","6,44","2,45","3,65","4,88","9,68","6,74","13,14","18,97","5,51","3,65","3,72","4,83","6,68","5,92","5,64"
PSR,"1,07","0,70","0,69","0,37","0,47","0,56","0,38","0,38","0,45","0,35","0,26","0,29","0,38","0,52","0,61","0,75","0,73"
P/Ativos,"0,92","0,64","0,72","0,56","0,58","0,57","0,35","0,37","0,40","0,24","0,14","0,17","0,27","0,45","0,44","0,58","0,62"
LPA,"4,63","3,47","9,93","10,59","6,05","6,51","2,05","1,86","1,50","1,53","1,89","2,27","2,57","2,54","2,02","2,26","2,58"
VPA,"51,88","52,26","50,51","43,60","35,94","31,74","27,48","26,24","25,02","24,06","23,06","21,88","20,82","20,30","18,89","17,82","16,47"
EBIT por ação,"3,81","3,67","9,36","13,91","8,69","7,99","1,96","1,86","0,86","0,31","1,23","2,16","2,91","2,82","2,15","2,85","2,76"
EBIT por ação *,"3,78","3,67","7,01","13,90","8,49","4,78","1,29","1,75","0,93","0,46","1,19","2,12","2,87","2,75","2,17","2,86","2,75"
Ativo por ação,"69,97","63,22","62,61","60,31","53,23","40,53","35,14","31,85","30,95","36,06","46,88","46,36","39,67","29,78","32,60","29,41","25,01"
Receita líquida por ação,"60,59","57,68","65,17","90,86","66,19","41,83","32,86","30,80","27,32","24,80","25,25","26,92","28,16","25,56","23,89","22,66","21,39"
Margem bruta,"22,53%","22,59%","27,30%","30,33%","27,99%","30,21%","22,22%","24,43%","23,16%","23,03%","25,68%","27,93%","29,66%","30,13%","28,19%","32,49%","31,43%"
Margem líquida,"7,64%","6,02%","15,24%","11,66%","9,14%","15,56%","6,23%","6,03%","5,47%","6,16%","7,47%","8,42%","9,13%","9,92%","8,46%","9,97%","12,06%"
Margem EBIT,"6,29%","6,36%","14,37%","15,31%","13,13%","19,11%","5,97%","6,03%","3,15%","1,23%","4,89%","8,03%","10,33%","11,02%","9,02%","12,59%","12,90%"
