Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,3T2010,2T2010,1T2010
Receita líquida,"2,77 B","3,53 B","2,98 B","3,08 B","2,97 B","3,85 B","3,25 B","3,09 B","2,73 B","3,45 B","2,79 B","2,63 B","2,62 B","2,96 B","2,61 B","2,54 B","2,69 B","3,09 B","2,97 B","2,66 B","2,66 B","3,00 B","2,64 B","1,63 B","2,00 B","2,44 B","1,80 B","1,83 B","1,80 B","2,25 B","1,63 B","1,31 B","1,42 B","1,44 B","1,58 B","1,57 B",0,"2,27 B","2,41 B","2,29 B",0,"2,83 B","2,13 B","2,21 B","2,21 B","2,91 B","2,23 B","2,07 B","2,45 B","2,79 B","2,27 B","2,19 B","2,07 B","2,40 B","2,14 B","1,95 B","1,96 B","2,13 B","1,74 B","1,78 B","1,82 B","2,02 B","1,84 B","1,65 B","1,87 B"
Custos,"-2,28 B","-2,83 B","-2,44 B","-2,50 B","-2,43 B","-3,19 B","-2,63 B","-2,54 B","-2,36 B","-2,84 B","-2,30 B","-2,21 B","-2,18 B","-2,52 B","-2,19 B","-2,10 B","-2,30 B","-2,54 B","-2,42 B","-2,18 B","-2,18 B","-2,39 B","-2,02 B","-1,38 B","-1,59 B","-1,99 B","-1,49 B","-1,54 B","-1,50 B","-1,97 B","-1,36 B","-1,12 B","-1,18 B","-1,39 B","-1,20 B","-1,24 B",0,"-1,96 B","-1,88 B","-1,88 B",0,"-2,32 B","-1,82 B","-1,87 B","-1,79 B","-2,22 B","-1,74 B","-1,68 B","-1,94 B","-2,15 B","-1,73 B","-1,69 B","-1,61 B","-1,86 B","-1,66 B","-1,53 B","-1,53 B","-1,60 B","-1,31 B","-1,37 B","-1,37 B","-1,52 B","-1,61 B","-1,14 B","-1,37 B"
Lucro bruto,"492,74 M","703,91 M","547,25 M","575,96 M","544,12 M","665,57 M","618,61 M","555,81 M","370,34 M","612,59 M","490,96 M","425,90 M","436,58 M","435,74 M","420,99 M","441,04 M","392,30 M","549,66 M","553,80 M","482,85 M","482,85 M","611,85 M","619,24 M","248,84 M","409,38 M","450,63 M","302,87 M","285,28 M","293,54 M","278,44 M","275,33 M","187,94 M","235,00 M","49,87 M","379,51 M","336,21 M",0,"311,48 M","529,03 M","403,83 M",0,"513,32 M","310,24 M","342,68 M","420,04 M","695,87 M","494,40 M","390,33 M","514,93 M","638,80 M","543,80 M","499,14 M","467,93 M","536,60 M","479,75 M","427,08 M","429,65 M","529,34 M","429,17 M","403,63 M","453,31 M","506,23 M","224,98 M","510,24 M","495,48 M"
Despesas operacionais,"-283,97 M","-470,63 M","-239,01 M","-263,08 M","-232,39 M","-329,17 M","-305,73 M","-355,10 M","-183,96 M","-394,69 M","-331,63 M","-168,43 M","-267,91 M","-281,93 M","-233,26 M","-226,61 M","-193,56 M","-294,82 M","-252,71 M","-213,38 M","-213,38 M","-265,62 M","-225,56 M","-175,46 M","-244,18 M","-310,11 M","-250,01 M","-50,01 M","-15,71 M","-267,38 M","-177,11 M","-145,90 M","-147,48 M","135,64 M","-281,17 M","-319,10 M",0,"-345,42 M","-328,69 M","-299,31 M",0,"-361,06 M","-322,85 M","-151,32 M","-338,68 M","-338,95 M","-254,84 M","-223,34 M","-225,21 M","-386,92 M","-247,58 M","-225,84 M","-221,07 M","-310,96 M","-234,60 M","-229,05 M","-226,95 M","-151,46 M","-155,10 M","-953,38 M","-195,20 M","-261,42 M","-133,85 M","-371,93 M","-207,59 M"
Despesas com vendas,"-144,45 M","-196,13 M","-166,27 M","-175,55 M","-160,47 M","-220,92 M","-176,30 M","-202,16 M","-142,26 M","-216,28 M","-179,47 M","-170,15 M","-165,65 M","-207,00 M","-160,88 M","-149,01 M","-128,57 M","-201,17 M","-217,18 M","-142,71 M","-142,71 M","-164,90 M","-133,45 M","-120,96 M","-160,90 M","-197,95 M","-162,12 M","-144,96 M","-125,20 M","-161,80 M","-114,94 M","-114,59 M","-95,50 M","187,45 M","-242,44 M","-227,80 M",--,"-227,62 M","-198,26 M","-181,55 M",--,"-219,62 M","-177,29 M","-179,41 M","-193,07 M","-208,73 M","-129,29 M","-108,64 M","-113,72 M","-162,28 M","-152,74 M","-118,18 M","-132,03 M","-161,76 M","-138,60 M","-120,91 M","-124,86 M","-134,18 M","-88,58 M","-95,36 M","-105,10 M","-133,42 M","112,53 M","-189,40 M","-116,44 M"
Despesas administrativas,"-102,84 M","-125,19 M","-104,88 M","-82,17 M","-74,83 M","-105,28 M","-127,40 M","-159,26 M","-103,30 M","-98,07 M","-79,76 M","-96,12 M","-107,92 M","-118,63 M","-95,47 M","-89,17 M","-103,98 M","-104,04 M","-99,35 M","-84,03 M","-84,03 M","-125,07 M","-105,13 M","-72,78 M","-80,45 M","-104,22 M","-72,06 M","-82,30 M","-75,73 M","-79,25 M","-83,78 M","-70,89 M","-121,92 M","-93,00 M","-33,02 M","-78,92 M",--,"-93,94 M","-114,42 M","-104,32 M",--,"-116,79 M","-120,83 M","-128,09 M","-105,03 M","-107,88 M","-99,89 M","-94,90 M","-90,56 M","-97,46 M","-86,15 M","-87,19 M","-81,36 M","-101,85 M","-82,64 M","-81,03 M","-85,06 M","-72,35 M","-55,75 M","-73,55 M","-67,07 M","-95,15 M","-67,63 M","-69,14 M","-65,67 M"
EBIT,"208,77 M","233,28 M","308,24 M","312,88 M","311,73 M","336,40 M","312,88 M","200,71 M","186,39 M","217,90 M","159,33 M","257,47 M","168,67 M","153,81 M","187,73 M","214,44 M","198,75 M","254,84 M","301,09 M","269,47 M","269,47 M","346,23 M","393,68 M","73,38 M","165,21 M","140,53 M","52,86 M","235,27 M","277,83 M","11,06 M","98,22 M","42,04 M","87,52 M","185,51 M","98,34 M","17,11 M",0,"-33,94 M","200,34 M","104,52 M",0,"152,26 M","-12,61 M","191,36 M","81,37 M","356,91 M","239,57 M","166,99 M","289,73 M","251,88 M","296,22 M","273,30 M","246,85 M","225,64 M","245,15 M","198,03 M","202,70 M","377,88 M","274,07 M","-549,75 M","258,11 M","244,81 M","91,13 M","138,30 M","287,89 M"
Resultado operacional,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Resultado financeiro,"-117,81 M","-148,29 M","-155,07 M","-136,71 M","-64,40 M","-87,97 M","-16,55 M","-35,65 M","92,34 M","-355,01 M","18,18 M","-81,14 M","-61,99 M","-65,66 M","-47,80 M","-50,95 M","-37,30 M","18,12 M","5,26 M","8,11 M","8,11 M","5,79 M","3,68 M","21,02 M","-26,16 M","18,99 M","54,05 M","47,92 M","287,66 M","23,47 M","-25,71 M","-4,93 M","16,45 M","10,15 M","16,51 M","35,01 M",0,"194,61 M","-89,06 M","-6,59 M",0,"6,62 M","54,53 M","48,72 M","-7,85 M","-29,14 M","-29,15 M","6,95 M","-25,38 M","-3,49 M","-2,74 M","-26,06 M","-10,76 M","-30,14 M","-9,89 M","12,70 M","-20,14 M","-9,98 M","-18,41 M","-3,98 M","-3,60 M","19,61 M","-8,82 M","-5,29 M","-5,07 M"
Antes dos impostos,"90,96 M","84,99 M","153,18 M","176,17 M","247,34 M","248,43 M","296,33 M","165,06 M","278,72 M","-137,11 M","177,51 M","176,33 M","106,68 M","88,16 M","139,93 M","163,49 M","161,45 M","272,96 M","306,35 M","277,58 M","277,58 M","352,02 M","397,36 M","94,40 M","139,05 M","159,51 M","106,91 M","283,19 M","565,49 M","34,53 M","72,52 M","37,11 M","103,98 M","195,67 M","114,85 M","52,12 M",0,"160,67 M","111,28 M","97,93 M",0,"158,89 M","41,92 M","240,07 M","73,52 M","327,77 M","210,42 M","173,94 M","264,35 M","248,39 M","293,48 M","247,24 M","236,10 M","195,51 M","235,25 M","210,74 M","182,56 M","367,90 M","255,66 M","-553,72 M","254,52 M","264,42 M","82,31 M","133,01 M","282,83 M"
