Conta,1T2026,4T2025,3T2025,2T2025,1T2025,4T2024,3T2024,2T2024,1T2024,4T2023,3T2023,2T2023,1T2023,4T2022,3T2022,2T2022,1T2022,4T2021,3T2021,2T2021,1T2021,4T2020,3T2020,2T2020,1T2020,4T2019,3T2019,2T2019,1T2019,4T2018,3T2018,2T2018,1T2018,4T2017,3T2017,2T2017,1T2017,4T2016,3T2016,2T2016,1T2016,4T2015,3T2015,2T2015,1T2015,4T2014,3T2014,2T2014,1T2014,4T2013,3T2013,2T2013,1T2013,4T2012,3T2012,2T2012,1T2012,4T2011,3T2011,2T2011,1T2011,4T2010,4T2009
Ativo total,"41,64 B","45,88 B","45,35 B","44,48 B","40,18 B","42,14 B","35,97 B","34,86 B","32,57 B","28,59 B","25,91 B","19,87 B","20,22 B","21,40 B","21,33 B","19,63 B","17,62 B","20,07 B","20,39 B","17,63 B","18,20 B","16,92 B","18,10 B","16,95 B","16,08 B","13,23 B","12,02 B","11,51 B","12,09 B","12,82 B","12,32 B","11,99 B","11,69 B","11,91 B","11,04 B","10,05 B","8,44 B","8,89 B","8,94 B","8,33 B","8,77 B","8,31 B","9,03 B","7,73 B","7,96 B","7,25 B","6,23 B","5,77 B","4,88 B","4,98 B","4,69 B","4,53 B","4,02 B","4,37 B","3,88 B","3,67 B","3,60 B","3,50 B","3,42 B","3,08 B","2,86 B","2,63 B","2,09 B"
Ativo circulante,"24,25 B","28,50 B","28,40 B","27,41 B","22,85 B","24,46 B","24,55 B","23,42 B","21,69 B","18,14 B","15,17 B","11,66 B","11,91 B","12,99 B","14,47 B","12,97 B","11,29 B","13,77 B","14,49 B","12,06 B","12,34 B","11,29 B","12,41 B","11,36 B","10,57 B","8,27 B","7,23 B","6,68 B","7,37 B","8,14 B","7,91 B","7,40 B","7,16 B","7,35 B","6,41 B","6,73 B","5,13 B","5,66 B","5,67 B","5,09 B","5,48 B","5,01 B","5,78 B","4,64 B","4,90 B","4,28 B","3,84 B","3,43 B","2,66 B","2,84 B","2,55 B","2,42 B","1,97 B","2,33 B","1,97 B","1,78 B","1,77 B","1,70 B","1,73 B","1,53 B","1,33 B","1,29 B","1,22 B"
Caixa e eq. de caixa,"7,98 B","10,20 B","9,26 B","7,69 B","7,05 B","7,55 B","5,57 B","4,56 B","4,24 B","4,01 B","3,43 B","3,93 B","4,48 B","5,23 B","5,26 B","4,40 B","4,14 B","6,08 B","6,29 B","4,77 B","4,88 B","4,79 B","5,04 B","4,56 B","4,57 B","3,22 B","3,14 B","2,30 B","2,74 B","3,03 B","2,87 B","3,22 B","3,21 B","3,28 B","2,74 B","3,54 B","2,18 B","2,88 B","2,76 B","1,99 B","2,16 B","2,00 B","2,35 B","1,60 B","1,92 B","1,61 B","1,30 B","1,26 B","487,40 M","712,68 M","624,38 M","550,42 M","429,22 M","467,25 M","440,98 M","371,18 M","555,31 M","229,48 M","138,17 M","134,40 M","156,23 M","151,85 M","132,15 M"
Aplicações financeiras,"2,90 B","4,83 B","5,63 B","4,86 B","4,83 B","6,91 B","11,25 B","11,95 B","11,56 B","8,67 B","7,03 B","2,26 B","1,89 B","1,84 B","2,71 B","1,80 B","1,15 B","1,23 B","1,75 B","1,57 B","1,53 B","1,60 B","2,30 B","2,28 B","1,74 B","1,25 B","474,99 M","787,27 M","1,13 B","1,36 B","1,31 B","974,79 M","669,32 M","528,74 M","463,11 M","835,12 M","765,30 M","513,92 M","472,51 M","782,49 M","1,20 B","754,22 M","1,29 B","1,07 B","1,08 B","866,28 M","744,83 M","647,81 M","822,75 M","851,17 M","615,71 M","676,35 M","344,64 M","821,50 M","479,51 M","447,34 M","290,97 M","516,90 M","573,50 M","479,17 M","386,80 M","424,61 M","291,86 M"
Contas a receber,"6,11 B","6,04 B","6,75 B","6,76 B","4,22 B","4,18 B","3,57 B","3,43 B","2,69 B","2,40 B","1,93 B","2,09 B","2,13 B","2,49 B","2,62 B","3,01 B","2,35 B","2,60 B","2,82 B","2,31 B","2,63 B","2,14 B","2,10 B","2,11 B","2,03 B","1,78 B","1,61 B","1,57 B","1,53 B","1,78 B","1,50 B","1,11 B","1,15 B","1,39 B","1,13 B","653,03 M","528,25 M","673,98 M","571,74 M","483,24 M","543,60 M","766,18 M","631,03 M","495,45 M","455,48 M","458,00 M","357,63 M","255,32 M","216,29 M","184,22 M","259,70 M","210,53 M","267,43 M","189,39 M","194,16 M","168,45 M","130,07 M","207,40 M","245,69 M","178,92 M","115,48 M","79,78 M","198,68 M"
Estoques,"4,59 B","4,44 B","4,21 B","5,80 B","4,82 B","4,11 B","2,70 B","2,10 B","2,04 B","2,02 B","1,42 B","1,69 B","1,74 B","1,66 B","1,82 B","1,83 B","1,88 B","2,12 B","1,85 B","1,38 B","1,35 B","997,96 M","1,11 B","876,03 M","789,05 M","714,57 M","737,62 M","761,07 M","748,16 M","692,46 M","879,63 M","734,08 M","801,69 M","722,81 M","683,17 M","530,34 M","525,60 M","454,46 M","508,15 M","507,66 M","441,87 M","434,75 M","472,95 M","525,60 M","538,58 M","467,63 M","400,42 M","316,51 M","294,86 M","291,77 M","272,42 M","276,69 M","241,12 M","218,53 M","193,60 M","182,17 M","200,28 M","168,42 M","229,54 M","221,05 M","161,05 M","163,57 M","188,87 M"
Ativos biológicos,"112,87 M","97,00 M","42,25 M","3,58 M","11,20 M","22,43 M","7,24 M","70,41 M","88,29 M","55,21 M","212,01 M","416,23 M","384,33 M","434,90 M","493,11 M","452,39 M","456,79 M","467,96 M","468,31 M","485,02 M","397,39 M","351,23 M","392,50 M","308,96 M","273,41 M","235,77 M","207,89 M","185,13 M","190,23 M","156,70 M","197,84 M","243,15 M","209,31 M","214,32 M","188,95 M","165,82 M","163,55 M","141,71 M","245,43 M","227,13 M","179,46 M","203,35 M","164,85 M","147,79 M","143,75 M","173,38 M","225,07 M","187,96 M","89,27 M","79,34 M","78,21 M","43,93 M","38,96 M","40,76 M","38,40 M","34,09 M","36,90 M","47,68 M","39,56 M","37,62 M","66,78 M","69,81 M","82,91 M"
Ativo não circulante,"17,39 B","17,37 B","16,95 B","17,07 B","17,33 B","17,69 B","11,42 B","11,44 B","10,88 B","10,46 B","10,74 B","8,21 B","8,31 B","8,41 B","6,86 B","6,66 B","6,33 B","6,30 B","5,90 B","5,57 B","5,86 B","5,64 B","5,69 B","5,59 B","5,52 B","4,96 B","4,79 B","4,83 B","4,73 B","4,68 B","4,41 B","4,59 B","4,54 B","4,55 B","4,64 B","3,33 B","3,31 B","3,23 B","3,26 B","3,24 B","3,29 B","3,30 B","3,25 B","3,09 B","3,06 B","2,97 B","2,39 B","2,34 B","2,21 B","2,14 B","2,14 B","2,12 B","2,05 B","2,04 B","1,91 B","1,89 B","1,84 B","1,80 B","1,69 B","1,55 B","1,53 B","1,34 B","868,55 M"
Investimentos,"307,02 M","319,40 M","290,00 M","261,86 M","262,12 M","256,20 M","209,14 M","209,14 M","204,12 M","197,46 M","242,09 M","242,09 M","242,10 M","242,10 M","199,84 M","199,84 M","199,84 M","199,84 M","66,01 M","50,45 M","50,37 M","21,37 M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imobilizado,"8,86 B","8,76 B","8,43 B","8,45 B","8,61 B","8,79 B","6,56 B","6,54 B","6,09 B","5,69 B","5,99 B","5,20 B","5,22 B","5,23 B","4,80 B","4,62 B","4,36 B","4,58 B","4,39 B","4,04 B","4,29 B","4,12 B","4,25 B","4,17 B","4,10 B","3,63 B","3,66 B","3,71 B","3,61 B","3,58 B","3,30 B","3,43 B","3,47 B","3,50 B","3,49 B","2,26 B","2,21 B","2,18 B","2,13 B","2,09 B","2,11 B","2,09 B","2,07 B","1,90 B","1,87 B","1,80 B","1,53 B","1,48 B","1,38 B","1,31 B","1,29 B","1,26 B","1,24 B","1,22 B","1,16 B","1,14 B","1,13 B","1,11 B","1,10 B","1,05 B","1,03 B","950,65 M","773,34 M"
