Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"14,27","18,88","11,62","13,42","12,57","5,10","22,49","11,96","10,91","24,70","13,16","7,44","7,24","5,97","7,88","8,94","7,23",--
P/VP,"1,80","1,82","1,56","1,52","1,81","2,06","2,24","1,41","1,26","6,88","2,47","1,20","1,42","1,50","1,75","2,33","1,80","2,89"
P/EBIT,"10,30","13,86","9,07","12,80","12,30","4,93","21,95","12,11","10,77","24,41","11,46","8,38","7,55","6,06","8,12","9,27","7,13",--
P/EBIT *,"10,07","13,86","9,07","12,80","12,30","4,93","21,95","12,11","10,77","24,41","11,46","8,38","7,55","6,06","8,12","9,27","7,13",--
PSR,"7,33","9,15","4,60","5,73","6,54","4,23","11,71","7,82","7,32","13,07","6,00","3,43","3,13","3,30","4,94","5,91","4,33",--
P/Ativos,"1,28","1,31","1,15","1,33","1,57","1,84","2,03","1,34","1,20","5,64","2,15","1,05","1,29","1,39","1,50","2,06","1,62","2,82"
LPA,"0,52","0,38","0,54","0,46","0,59","1,58","0,30","0,40","0,36","0,20","0,23","0,20","0,24","0,31","0,28","0,34","0,30","0,00"
VPA,"4,13","3,92","4,01","4,03","4,13","3,92","2,97","3,40","3,10","0,71","1,21","1,24","1,22","1,23","1,26","1,29","1,21","1,11"
EBIT por ação,"0,72","0,51","0,69","0,48","0,61","1,64","0,30","0,40","0,36","0,20","0,26","0,18","0,23","0,30","0,27","0,32","0,31","0,00"
EBIT por ação *,"0,74","0,51","0,69","0,48","0,61","1,64","0,30","0,40","0,36","0,20","0,26","0,18","0,23","0,30","0,27","0,32","0,31",--
Ativo por ação,"5,81","5,45","5,43","4,59","4,77","4,37","3,29","3,58","3,27","0,87","1,39","1,42","1,33","1,32","1,48","1,46","1,35","1,13"
Receita líquida por ação,"1,01","0,78","1,36","1,07","1,14","1,91","0,57","0,61","0,53","0,37","0,50","0,43","0,55","0,56","0,45","0,51","0,50","0,00"
Margem bruta,"81,47%","76,73%","55,71%","51,98%","61,82%","88,64%","64,85%","66,32%","70,23%","55,91%","54,79%","43,80%","49,18%","58,60%","63,17%","65,82%","62,50%",--%
Margem líquida,"51,35%","48,47%","39,57%","42,66%","52,03%","82,95%","52,07%","65,40%","67,14%","52,94%","45,57%","46,08%","43,25%","55,34%","62,64%","66,11%","59,88%",--%
Margem EBIT,"71,10%","66,02%","50,73%","44,75%","53,18%","85,80%","53,36%","64,63%","67,99%","53,57%","52,30%","40,92%","41,49%","54,51%","60,79%","63,77%","60,70%",--%
Margem EBIT *,"72,78%","66,02%","50,73%","44,75%","53,18%","85,80%","53,36%","64,63%","67,99%","53,57%","52,30%","40,92%","41,49%","54,51%","60,79%","63,77%","60,70%",--%
Margem EBITDA,"71,26%","66,33%","50,96%","45,05%","53,42%","85,86%","53,72%","64,63%",--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem EBITDA *,"72,95%","66,33%","50,96%","45,05%","53,42%","85,86%","53,72%","64,63%",--%,--%,--%,--%,--%,--%,--%,--%,--%,--%
Margem operacional,"70,46%","63,76%","51,97%","47,30%","57,10%","86,57%","56,87%","70,83%","72,16%","63,20%","67,74%","56,16%","50,05%","60,81%","70,41%","74,32%","65,19%",--%
ROE,"12,62%","9,63%","13,45%","11,30%","14,38%","40,32%","9,98%","11,78%","11,55%","27,86%","18,75%","16,11%","19,55%","25,08%","22,21%","26,04%","24,92%","0,00%"
ROA,"0,09","0,07","0,10","0,10","0,12","0,36","0,09","0,11","0,11","0,23","0,16","0,14","0,18","0,23","0,19","0,23","0,22","0,00"
ROIC,"14,26%","10,38%","13,25%","10,69%","14,01%","41,05%","11,05%","14,56%","13,16%","35,97%","32,61%","24,88%","26,72%","36,08%","32,39%","37,42%","42,60%","0,00%"
ROIC *,"14,60%","10,38%","13,25%","10,69%","14,01%","41,05%","11,05%","14,56%","13,16%","35,97%","32,61%","24,88%","26,72%","36,08%","32,39%","37,42%","42,60%",--%
Giro do ativo,"0,17","0,14","0,25","0,23","0,24","0,44","0,17","0,17","0,16","0,43","0,36","0,31","0,41","0,42","0,30","0,35","0,37","0,00"
EBIT *,46 mi,32 mi,43 mi,30 mi,38 mi,103 mi,19 mi,24 mi,22 mi,12 mi,16 mi,11 mi,14 mi,19 mi,17 mi,20 mi,19 mi,--
EBITDA,45 mi,32 mi,43 mi,30 mi,38 mi,103 mi,19 mi,24 mi,--,--,--,--,--,--,--,--,--,--
EBITDA *,46 mi,32 mi,43 mi,30 mi,38 mi,103 mi,19 mi,24 mi,--,--,--,--,--,--,--,--,--,--
Liquidez corrente,"2,39","2,22","3,91","3,30","3,34","5,86","7,91","18,09","19,71","21,59","17,39","10,47","20,07","21,18","7,69","10,39","7,85","34,84"
Liquidez seca,"2,33","2,15","3,91","3,30","3,34","5,86","7,91","18,09","19,71","21,59","17,39","10,47","20,00","21,10","7,67","10,36","7,83","34,72"
Liquidez imediata,"0,85","0,56","0,41","0,18","1,04","1,70","4,48","12,42","11,75","7,70","0,01","5,98","9,55","10,30","3,70","5,14","0,01","16,48"
Dívida bruta,26 mi,27 mi,30 mi,0 mi,0 mi,0 mi,0 mi,1 mi,1 mi,2 mi,3 mi,4 mi,4 mi,3 mi,3 mi,4 mi,0 mi,0 mi
Dívida líquida,-19 mi,-1 mi,23 mi,-3 mi,-21 mi,-18 mi,-31 mi,-51 mi,-30 mi,-17 mi,-33 mi,-39 mi,-25 mi,-26 mi,-33 mi,-34 mi,-38 mi,-29 mi
Capital de giro,74 mi,61 mi,52 mi,38 mi,48 mi,50 mi,48 mi,71 mi,49 mi,50 mi,64 mi,66 mi,58 mi,56 mi,66 mi,63 mi,59 mi,57 mi
Endividamento geral,"40,71%","38,97%","35,52%","14,02%","15,34%","11,48%","10,84%","5,28%","5,34%","21,93%","14,97%","13,97%","9,47%","7,61%","17,00%","13,31%","11,31%","2,44%"
