Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
ROA,"-0,55","-0,50","-0,04","-0,27","-0,74","-0,25","-0,35","-0,49","-0,42","-0,42","-0,35","-0,33","-0,24","-0,16","-0,13","-0,17","-0,09","-0,14"
ROIC,"-7,02%","-4,85%","61,78%","13,97%","-13,39%","-1,77%","-15,08%","-32,09%","-26,76%","-24,70%","-16,30%","-15,59%","-10,74%","-5,36%","-0,38%","0,46%","5,83%","-0,45%"
ROIC *,"-10,02%","-7,82%","7,02%","9,97%","-3,03%","-1,79%","-15,65%","-27,65%","-29,93%","-24,70%","-16,32%","-16,02%","-10,76%","-5,35%","-0,39%","-1,30%","5,81%","-0,40%"
Giro do ativo,"1,68","1,71","1,71","1,76","1,85","1,66","1,28","1,20","1,14","0,99","0,87","0,98","1,02","1,07","1,10","1,08","1,15","1,01"
EBIT *,-50 mi,-39 mi,33 mi,45 mi,-13 mi,-7 mi,-53 mi,-87 mi,-91 mi,-85 mi,-61 mi,-60 mi,-43 mi,-21 mi,-2 mi,-5 mi,17 mi,-1 mi
EBITDA,-4 mi,-4 mi,314 mi,78 mi,-35 mi,11 mi,-33 mi,-84 mi,-68 mi,-70 mi,-44 mi,-41 mi,-24 mi,-4 mi,14 mi,16 mi,30 mi,12 mi
EBITDA *,-19 mi,-19 mi,51 mi,60 mi,6 mi,10 mi,-35 mi,-70 mi,-78 mi,-70 mi,-44 mi,-42 mi,-24 mi,-4 mi,14 mi,11 mi,30 mi,12 mi
Liquidez corrente,"0,61","0,65","0,92","1,00","0,90","0,83","0,62","0,55","0,65","0,86","1,19","1,46","1,89","1,98","2,15","2,20","1,90","1,27"
Liquidez seca,"0,34","0,34","0,45","0,53","0,45","0,42","0,34","0,28","0,31","0,43","0,59","0,66","0,85","0,91","1,14","1,16","1,13","0,82"
Liquidez imediata,"0,01","0,02","0,05","0,03","0,03","0,03","0,03","0,04","0,02","0,02","0,03","0,06","0,05","0,11","0,04","0,06","0,01","0,04"
Dívida bruta,250 mi,266 mi,206 mi,155 mi,128 mi,126 mi,123 mi,97 mi,85 mi,68 mi,65 mi,69 mi,61 mi,55 mi,40 mi,29 mi,27 mi,36 mi
Dívida líquida,245 mi,255 mi,186 mi,147 mi,121 mi,115 mi,114 mi,84 mi,78 mi,63 mi,59 mi,59 mi,55 mi,43 mi,36 mi,24 mi,26 mi,32 mi
Capital de giro,-206 mi,-177 mi,-30 mi,1 mi,-29 mi,-55 mi,-138 mi,-152 mi,-106 mi,-35 mi,35 mi,72 mi,109 mi,112 mi,115 mi,101 mi,77 mi,24 mi
Endividamento geral,"-124,06%","-125,12%","-127,76%","-125,67%","-124,63%","-130,12%","-128,96%","-130,59%","-135,24%","-143,20%","-155,53%","-172,00%","-195,97%","-221,01%","-240,27%","-249,55%","-285,93%","-286,09%"
