Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-0,05","-0,06","-1,55","-0,37","-0,06","-0,28","-0,29","-3,87","-3,81","-1,48","-1,19","-0,78","-3,02","-9,33","-18,65","-55,98","-55,68","-59,72"
P/VP,"-0,01","-0,01","-0,02","-0,03","-0,01","-0,02","-0,03","-0,57","-0,55","-0,25","-0,21","-0,17","-0,66","-1,67","-3,32","-13,69","-9,31","-13,89"
P/EBIT,"-0,47","-0,75","0,12","0,80","-0,40","-4,90","-0,79","-6,88","-7,08","-2,69","-2,62","-1,72","-7,44","-30,96","-755,61","2.409,02","103,86","-2.052,92"
P/EBIT *,"-0,33","-0,46","1,05","1,12","-1,76","-4,85","-0,76","-7,99","-6,33","-2,69","-2,62","-1,67","-7,43","-30,97","-735,43","-853,57","104,26","-2.313,30"
PSR,"0,02","0,02","0,04","0,06","0,03","0,04","0,08","1,52","1,36","0,59","0,45","0,24","0,71","1,39","2,35","9,29","4,86","8,27"
P/Ativos,"0,03","0,03","0,06","0,10","0,05","0,07","0,10","1,83","1,55","0,59","0,39","0,23","0,73","1,48","2,59","10,06","5,58","8,34"
LPA,"-39,88","-36,64","-2,96","-17,64","-43,02","-14,62","-18,12","-23,28","-19,54","-19,94","-17,18","-16,67","-13,58","-8,68","-7,08","-8,00","-4,13","-4,79"
VPA,"-302,39","-291,74","-255,09","-252,14","-234,49","-191,47","-176,86","-158,74","-135,46","-115,92","-95,98","-78,80","-62,13","-48,55","-39,80","-32,72","-24,71","-20,58"
EBIT por ação,"-4,45","-3,12","38,49","8,23","-6,87","-0,84","-6,56","-13,08","-10,52","-10,94","-7,82","-7,56","-5,51","-2,62","-0,17","0,19","2,21","-0,14"
EBIT por ação *,"-6,36","-5,03","4,38","5,87","-1,56","-0,85","-6,80","-11,27","-11,77","-10,94","-7,83","-7,77","-5,52","-2,62","-0,18","-0,52","2,21","-0,12"
Ativo por ação,"73,38","73,89","71,43","65,33","58,30","58,30","51,77","49,10","48,12","50,26","52,83","55,36","56,48","54,64","50,93","44,53","41,20","34,27"
Receita líquida por ação,"123,02","126,47","122,44","114,92","107,98","96,51","66,28","59,08","54,84","49,95","45,76","54,10","57,34","58,20","56,18","48,22","47,34","34,58"
Margem bruta,"19,10%","19,50%","26,37%","26,28%","18,59%","18,71%","14,98%","9,30%","7,51%","9,04%","14,41%","17,33%","19,82%","23,40%","25,84%","25,73%","28,53%","23,75%"
Margem líquida,"-32,68%","-29,12%","-2,25%","-15,52%","-39,92%","-15,38%","-27,49%","-40,57%","-36,84%","-42,46%","-39,90%","-33,35%","-23,89%","-14,71%","-11,50%","-15,48%","-7,92%","-13,47%"
Margem EBIT,"-3,62%","-2,46%","31,44%","7,16%","-6,36%","-0,87%","-9,89%","-22,14%","-19,18%","-21,91%","-17,08%","-13,98%","-9,61%","-4,49%","-0,31%","0,39%","4,68%","-0,40%"
Margem EBIT *,"-5,17%","-3,97%","3,57%","5,11%","-1,44%","-0,88%","-10,26%","-19,08%","-21,46%","-21,91%","-17,11%","-14,36%","-9,63%","-4,49%","-0,32%","-1,09%","4,66%","-0,36%"
Margem EBITDA,"-0,38%","-0,36%","33,28%","8,83%","-4,18%","1,48%","-6,36%","-18,28%","-15,96%","-17,92%","-12,24%","-9,61%","-5,33%","-0,71%","3,35%","4,44%","8,48%","4,79%"
Margem EBITDA *,"-1,93%","-1,87%","5,42%","6,78%","0,74%","1,47%","-6,73%","-15,21%","-18,24%","-17,92%","-12,27%","-9,99%","-5,35%","-0,71%","3,34%","2,97%","8,46%","4,83%"
Margem operacional,"-32,72%","-29,16%","-2,29%","-15,56%","-39,97%","-15,43%","-27,58%","-40,70%","-37,02%","-42,72%","-40,20%","-33,72%","-24,04%","-14,66%","-11,10%","-14,60%","-7,88%","-13,95%"
ROE,"13,18%","12,52%","1,07%","7,01%","18,21%","7,67%","10,19%","14,93%","14,80%","18,23%","19,19%","23,46%","23,27%","18,96%","17,79%","25,07%","16,93%","25,29%"
